programm_id,nische,brand_haendler,url_programm,netzwerk,zielmarkt,provision,provision_datenqualitaet,cookie_dauer,cookie_datenqualitaet,aov_bekannt,social_media_erlaubt,instagram_erlaubt,deep_links,produktfeed_api,internationale_lieferung,besonderheiten,quelle_url,pruefdatum,quelle_datei
P-D013,Travel Gear,TUMI (US),https://www.flexoffers.com/affiliate-programs/tumi-us-affiliate-program/,Sovrn/Skimlinks/FlexOffers-Listings; Primärnetzwerk unklar,US,"~6 % (Angaben schwanken 1-6,3 %)",THIRD-PARTY ESTIMATE,30 Tage,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Premium-Koffer, aber Konditionen nicht primär belegbar.",https://www.cuelinks.com/campaigns/tumi-affiliate-program ; https://merchant.skimlinks.com/network/5092/Tumi-affiliate-program/offers,2026-09-26,quellen/raw_programs_D.csv
P-D014,Travel Gear,Travelpro,https://travelpro.com/pages/affiliate-program,CJ (lt. Verzeichnis; EU-Programm 10 %),US (EU separat),8 % auf alles; 9 % bei Sales > 500 USD; 10 % > 1.000 USD,VERIFIED,45 Tage,VERIFIED,165 USD (Brand; Bestellungen 19-479 USD),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Gestaffelte Provision nach Umsatz.,https://travelpro.com/pages/affiliate-program ; https://www.affiliate-marketing.de/partnerprogramme/travelpro.com,2026-09-26,quellen/raw_programs_D.csv
P-D015,Travel Gear,Tortuga (Reiserucksäcke),https://www.tortugabackpacks.com/pages/affiliates,AvantLink,US,10 %,VERIFIED,30 Tage,VERIFIED,> 250 USD (Brand),UNKNOWN,UNKNOWN,UNKNOWN,AvantLink-Reporting,UNKNOWN,Keine Coupon-Seiten im Programm ('no coupon competition'); Content/Erfahrungsberichte bevorzugt.,https://www.tortugabackpacks.com/pages/affiliates,2026-09-26,quellen/raw_programs_D.csv
P-D016,Travel Gear,Eagle Creek,https://eaglecreek.com/pages/affiliate-program,AvantLink (Traditional + Influencer-Affiliate); separates Europe & UK Programm,US,"6,4 % (FlexOffers) / 4,8 % (SaleGains)",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,ja (eigene 'Influencer Affiliate'-Bewerbung),ja (implizit),UNKNOWN,UNKNOWN,UNKNOWN,Europa/UK-Programm separat verlinkt.,https://eaglecreek.com/pages/affiliate-program ; https://www.affiliate-marketing.de/partnerprogramme/eaglecreek.com,2026-09-26,quellen/raw_programs_D.csv
P-D017,Travel Gear,NOMATIC,https://www.affiliate-marketing.de/partnerprogramme/nomatic.com,Awin,US,15 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Hohe Rate für Premium-Reisetaschen. Netzwerkdaten via Verzeichnis affiliate-marketing.de (Stand 26.09.2026),https://www.affiliate-marketing.de/partnerprogramme/nomatic.com,2026-09-26,quellen/raw_programs_D.csv
P-D018,Travel Gear,Eastpak,https://www.affiliate-marketing.de/partnerprogramme/eastpak.com,"Daisycon (EU) / Rakuten (DE, BE, FR, GB, IE)","DE, AT, EU, UK",6 % (Daisycon EU),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Netzwerkdaten via Verzeichnis affiliate-marketing.de (Stand 26.09.2026),https://www.affiliate-marketing.de/partnerprogramme/eastpak.com,2026-09-26,quellen/raw_programs_D.csv
P-D019,Travel Gear,Koffer.de,https://www.affiliate-marketing.de/partnerprogramme/koffer.de,"Awin (auch retailAds, MCANISM, ADCocktail)",DE,5 % (Awin/retailAds),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Multi-Netzwerk-Händler (Samsonite, Rimowa u. a. im Sortiment). Netzwerkdaten via Verzeichnis affiliate-marketing.de (Stand 26.09.2026)",https://www.affiliate-marketing.de/partnerprogramme/koffer.de,2026-09-26,quellen/raw_programs_D.csv
P-D020,Travel Gear,Koffer-Direkt.de,https://www.100partnerprogramme.de/p/koffer-direkt-de-2866/,retailAds,DE,bis 5 % bzw. 5 EUR pro Sale,THIRD-PARTY ESTIMATE,60 Tage,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Datenstand 16.08.2025 (älter!). SEM nur nach Absprache.,https://www.100partnerprogramme.de/p/koffer-direkt-de-2866/,2026-09-26,quellen/raw_programs_D.csv
P-D021,Travel Gear,Airalo (eSIM),https://www.airalo.com/blog/airalo-affiliate-program-faqs,Impact (+ Daisycon INT 10 %),global,10 % (kann je Promotionsmethode variieren),VERIFIED,30 Tage,THIRD-PARTY ESTIMATE,niedrig (eSIM-Pakete; keine Zahl),"ja (Creator, YouTuber, Influencer ausdrücklich)",ja,UNKNOWN,UNKNOWN,digital (200+ Destinationen),App-Käufe via Impact+Adjust getrackt.,https://www.airalo.com/blog/airalo-affiliate-program-faqs ; https://www.affiliate-marketing.de/partnerprogramme/airalo.com,2026-09-26,quellen/raw_programs_D.csv
P-D022,Travel Gear,Holafly (eSIM),https://esim.holafly.com/affiliate-program/,"Impact, Awin, ShareASale (Third-party); Impact im Verzeichnis bestätigt",global,"10 % Standard, bis 20 % für Top-Affiliates",THIRD-PARTY ESTIMATE,30 Tage,THIRD-PARTY ESTIMATE,UNKNOWN,"ja (Influencer, Blogger, YouTuber)",ja,UNKNOWN,UNKNOWN,digital (200+ Destinationen),Provision u. a. über persönlichen Rabattcode; offizielle Seite nennt keine Prozente.,https://esim.holafly.com/affiliate-program/ ; https://cellesim.com/en/blog/esim-affiliate-programs-travel-creators,2026-09-26,quellen/raw_programs_D.csv
P-D023,Travel Gear,"Saily (eSIM, Nord Security)",https://saily.com/affiliate/,Direkt/Netzwerke (Awin-Profil für ES existiert),global,15 % pro Neukunde,THIRD-PARTY ESTIMATE,30 Tage,VERIFIED,UNKNOWN,"ja - 'no website necessary', YouTube/Social reichen (Brand-FAQ)",ja,UNKNOWN,UNKNOWN,digital,"Eines der wenigen Programme, das explizit KEINE Website verlangt.",https://saily.com/affiliate/ ; https://ui.awin.com/merchant-profile/128615,2026-09-26,quellen/raw_programs_D.csv
P-D024,Travel Booking,Booking.com Affiliate Partner Programme,https://partnerships.booking.com/,Direkt (+ Awin),global,"Anteil an Booking.com-Provision, gestaffelt bis ca. 40 %; Netzwerklistings ~4-5 % vom Buchungswert",THIRD-PARTY ESTIMATE,30 Tage (Third-party),THIRD-PARTY ESTIMATE,UNKNOWN,ja (Social/YouTube akzeptiert lt. Third-party),UNKNOWN,ja,UNKNOWN,n/a,Provision erst nach Aufenthalt; Volumenstaffel.,https://track360.io/blog/booking-com-affiliate-partner-program-operator-teardown-2026 ; https://www.awin.com/us/advertisers/partner/booking.com,2026-09-26,quellen/raw_programs_D.csv
P-D025,Travel Booking,"Expedia Group Travel Creator Program (Expedia, Hotels.com, Vrbo)",https://partner.expediagroup.com/en-us/solutions/build-your-travel-experience/travel-creator-program,Direkt (Expedia Group),global,"bis ~5,8 % (Third-party); aktuelle Raten nur im Login",THIRD-PARTY ESTIMATE,7 Tage,CLAIMED,UNKNOWN,ja (Creator-Programm),ja,UNKNOWN,UNKNOWN,n/a,Nur 'consumed' Buchungen (nach Reise) provisioniert; sehr kurzes 7-Tage-Fenster.,https://help.creator.expediagroup.com/hc/en-us/articles/13164005434519-Understanding-cookies-validity-windows-and-commissions,2026-09-26,quellen/raw_programs_D.csv
P-D026,Travel Booking,GetYourGuide,https://partner.getyourguide.com/,Direkt,global,8 % Basis,CLAIMED,31 Tage,CLAIMED,UNKNOWN,ja,UNKNOWN,ja,UNKNOWN,n/a,"Provision nach Durchführung der Aktivität; First-Party-Cookie-Tracking (Help-Center-Angaben via Suche, Seite HTTP 403).",https://partner.getyourguide.support/hc/en-us/articles/13981068165917-Our-partner-program,2026-09-26,quellen/raw_programs_D.csv
P-D027,Travel Booking,Viator (Tripadvisor),https://partnerresources.viator.com/creator/,Direkt (+ Awin-Listing),global,8 %,VERIFIED,30 Tage,VERIFIED,UNKNOWN,"ja (Social, YouTube, Link-in-Bio via 'Viator Shop')",ja,UNKNOWN,UNKNOWN,n/a,Storno = keine Provision; Auszahlung nach Durchführung; PayPal wöchentlich ohne Minimum.,https://partnerresources.viator.com/creator/,2026-09-26,quellen/raw_programs_D.csv
P-D028,Travel Booking,Klook,https://app.involve.asia/directory/klook-affiliate-program,Involve Asia / direkt,global (APAC-Fokus),"2-20 % je Kategorie (Touren/Hotels 6,5 %, Attraktionen 5 %, eSIM 20 %)",THIRD-PARTY ESTIMATE,30 Tage (Hotels/Mietwagen 7 Tage),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,n/a,UNKNOWN,https://involve.asia/blog/klook-affiliate-program/,2026-09-26,quellen/raw_programs_D.csv
P-D029,Travel Booking,Airbnb,https://hello.pricelabs.co/blog/airbnb-affiliate-program/,eingestellt,-,keine (Associates-Programm am 31.03.2021 beendet),THIRD-PARTY ESTIMATE,-,THIRD-PARTY ESTIMATE,-,-,-,-,-,-,Kein öffentliches Affiliate-Programm 2026; nur Host-/Gast-Referrals.,https://www.nichepursuits.com/airbnb-affiliate-program/,2026-09-26,quellen/raw_programs_D.csv
P-D030,Travel Booking,SafetyWing (Reiseversicherung),https://safetywing.com/ambassador,Direkt (Ambassador-Programm),global,10 % wiederkehrend,THIRD-PARTY ESTIMATE,364 Tage,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,n/a,Wiederkehrende Provision auf Monatszahlungen bis 364 Tage.,https://getlasso.co/affiliate/safetywing/ (via Websuche),2026-09-26,quellen/raw_programs_D.csv
P-D031,Travel Booking,"Genki (Reise-/Nomadenversicherung, DE)",https://genki.world/partners,Direkt,global (DE-Anbieter),5 % wiederkehrend,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,n/a,UNKNOWN,https://genki.world/partners ; https://affiliate.watch/affiliate/genki,2026-09-26,quellen/raw_programs_D.csv
P-D032,Travel Booking,Travelpayouts (Aggregator),https://www.travelpayouts.com/,Aggregator (~100 Travel-Marken),global,"markenabhängig (Flüge niedrig einstellig, Versicherung 10 %+)",THIRD-PARTY ESTIMATE,markenabhängig (~30 Tage),THIRD-PARTY ESTIMATE,UNKNOWN,ja (Social-Influencer ausdrücklich),UNKNOWN,UNKNOWN,ja (Tools/API),n/a,"Ein Dashboard für Hotels, Flüge, Touren, Versicherungen.",https://track360.io/blog/best-travel-affiliate-programs-2026-operator-rate-card-benchmark,2026-09-26,quellen/raw_programs_D.csv
P-D033,Travel Booking,Skyscanner,https://www.travelpayouts.com/blog/skyscanner-flight-affiliate-program/,Impact / Travelpayouts,global,"Umsatzanteil 20-50 % (~0,07-0,30 GBP je Flug-Klick, ~1 GBP Hotels)",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,n/a,Faktisch CPC-ähnliches Modell.,https://getlasso.co/affiliate/skyscanner/ (via Websuche),2026-09-26,quellen/raw_programs_D.csv
P-D034,Travel Booking,Trip.com,https://www.trip.com/ask/questions/trip.com-affliate-program.html,Direkt,global,"Hotels bis 7 % (Basis), bis 17 % Top-Tier",THIRD-PARTY ESTIMATE,30 Tage,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,n/a,UNKNOWN,https://getlasso.co/affiliate/trip-com/ (via Websuche),2026-09-26,quellen/raw_programs_D.csv
P-D035,Travel Booking,Hostelworld,https://www.travelpayouts.com/en/offers/hostelworld-affiliate-program,Direkt (PHG) / Travelpayouts,global,18-22 % (Bezugsbasis unklar),THIRD-PARTY ESTIMATE,30 Tage,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,n/a,Mindestauszahlung 30 USD (Third-party).,https://getlasso.co/affiliate/hostelworld/ (via Websuche),2026-09-26,quellen/raw_programs_D.csv
P-D036,Camping/Hiking,REI,https://www.rei.com/affiliate,Impact (Neuanmeldungen seit ~2025; vorher AvantLink),US (+CA),5 %,THIRD-PARTY ESTIMATE,15 Tage,THIRD-PARTY ESTIMATE,120-175 USD (Third-party),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Offizielle Seite blockiert; FlexOffers listet 9 % (Sub-Netzwerk, nicht belastbar).",https://afprogs.com/rei-affiliate-program/ ; https://www.affiliate-marketing.de/partnerprogramme/rei.com,2026-09-26,quellen/raw_programs_D.csv
P-D037,Camping/Hiking,Backcountry,https://www.backcountry.com/info/affiliate-program,UNKNOWN,US,4-12 % gestaffelt nach Volumen,THIRD-PARTY ESTIMATE,30 Tage,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Produktdatenfeed (Third-party),UNKNOWN,UNKNOWN,https://geniuslink.com/blog/backcountry-affiliate-program/,2026-09-26,quellen/raw_programs_D.csv
P-D038,Camping/Hiking,Bergfreunde.de,https://ui.awin.com/merchant-profile/14102,Awin,DE (+AT; EU-Sprachshops),Content bis 15 %; Cashback/Loyalty 5 %; Deal/Gutschein 2 %; Standard 7 % (FAQ),VERIFIED,30 Tage,VERIFIED,165 EUR (Awin-Profil); durchschn. Bestätigungsrate 65 %,UNKNOWN,UNKNOWN,Sub-ID-Tracking ja,"ja (täglich, bis 270.000 Produkte)",ja (EU),Provision wird bei Retoure innerhalb 100 Tagen storniert; 35 % der Sales werden im Schnitt NICHT bestätigt; kein SEA-Brand-Bidding; Auszahlung ab 25 EUR.,https://ui.awin.com/merchant-profile/14102 ; https://www.bergfreunde.de/partnerprogramm-faq/,2026-09-26,quellen/raw_programs_D.csv
P-D039,Camping/Hiking,Globetrotter,https://www.globetrotter-partnerprogramm.de/faq,Inhouse (eigene Plattform),DE,5 % (Verzeichnis); bis 8 % (Third-party),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ja (utm_source=PTID... an jeden Link),ja (Produktdatenfeed-Bereich),UNKNOWN,Affiliate-Cookie als Marketing-Cookie eingestuft -> Tracking nur bei Consent/Opt-in des Endkunden.,https://www.globetrotter-partnerprogramm.de/faq ; https://www.affiliate-marketing.de/partnerprogramme/globetrotter.de,2026-09-26,quellen/raw_programs_D.csv
P-D040,Camping/Hiking,Cotswold Outdoor (UK),https://www.webgains.com/front/publisher/program/view/programID/7795,Webgains,"UK (+IE; auch US, Nordics)",4-8 %,VERIFIED,bis 14 Tage,VERIFIED,~90 GBP (Webgains),"ja (Instagram, TikTok, YouTube, Blogs)",ja,ja,"ja (täglich, 21.544 Produkte)",ja (UK/IE),"Kein Brand-Bidding; nur programm-eigene Gutscheincodes, sonst Provisionsabzug.",https://www.webgains.com/front/publisher/program/view/programID/7795,2026-09-26,quellen/raw_programs_D.csv
P-D041,Camping/Hiking,Snow+Rock (UK),https://www.affiliate-marketing.de/partnerprogramme/snowandrock.com,Webgains,UK,2-8 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Tracking Fingerprint + Cookie. Netzwerkdaten via Verzeichnis affiliate-marketing.de (Stand 26.09.2026),https://www.affiliate-marketing.de/partnerprogramme/snowandrock.com,2026-09-26,quellen/raw_programs_D.csv
P-D042,Camping/Hiking,Ellis Brigham (UK),https://www.ellis-brigham.com/information/affiliate-programme,Webgains,UK,gestaffelt (Verzeichnis: 1-5 %),THIRD-PARTY ESTIMATE,60 Tage,VERIFIED,UNKNOWN,NEIN für reine Social-Seiten: 'Your website must be live and have a top level domain',nein (ohne eigene Domain),UNKNOWN,ja (täglicher Feed),UNKNOWN,Keine PPC-Affiliates; nur freigegebene Werbemittel.,https://www.ellis-brigham.com/information/affiliate-programme ; https://www.affiliate-marketing.de/partnerprogramme/ellis-brigham.com,2026-09-26,quellen/raw_programs_D.csv
P-D043,Camping/Hiking,Decathlon UK,https://ui.awin.com/merchant-profile/26895,Awin,UK,"3 % (Non-Incentive), 1 % (Incentive/Cashback)",VERIFIED,30 Tage,VERIFIED,UNKNOWN,ja ('works with all publisher types'),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Keine Provision auf Marketplace-Produkte (Drittanbieter).,https://ui.awin.com/merchant-profile/26895,2026-09-26,quellen/raw_programs_D.csv
P-D044,Camping/Hiking,SportScheck,https://www.affiliate-marketing.de/partnerprogramme/sportscheck.com,Awin,"DE, AT, CH",DE 6-8 %; AT 6 %; CH 7 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Netzwerkdaten via Verzeichnis affiliate-marketing.de (Stand 26.09.2026),https://www.affiliate-marketing.de/partnerprogramme/sportscheck.com,2026-09-26,quellen/raw_programs_D.csv
P-D045,Camping/Hiking,EcoFlow DE (Powerstations),https://ui.awin.com/merchant-profile/51793,Awin,DE (EU),5 %,VERIFIED,7 Tage,VERIFIED,1.000 EUR (Awin-Profil),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,EU,Sehr kurzes 7-Tage-Cookie trotz hohem AOV; 30 Tage Rückgaberecht der Kunden.,https://ui.awin.com/merchant-profile/51793,2026-09-26,quellen/raw_programs_D.csv
P-D046,Camping/Hiking,EcoFlow UK (Powerstations),https://ui.awin.com/merchant-profile/51797,Awin,UK,5 %,VERIFIED,7 Tage,VERIFIED,1.000 GBP (Awin-Profil),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Wie DE: 7-Tage-Attribution.,https://ui.awin.com/merchant-profile/51797,2026-09-26,quellen/raw_programs_D.csv
P-D047,Camping/Hiking,EcoFlow US (Powerstations),https://us.ecoflow.com/pages/affiliate-program,"CJ, Awin, Impact",US,mind. 5 %,VERIFIED,7 Tage,VERIFIED,> 1.000 USD (Brand),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Storno bei Refund/Cancel oder Mehrfachzuordnung über Plattformen; keine Brand-Suchplatzierung, keine Popup-Extensions.",https://us.ecoflow.com/pages/affiliate-program,2026-09-26,quellen/raw_programs_D.csv
P-D048,Camping/Hiking,Jackery US (Powerstations),https://www.jackery.com/pages/affiliate-program,"Awin, Affiliatly, CJ, AvantLink, Impact",US,mind. 5 % ('5%+'),VERIFIED,30 Tage (Impact) / 15 Tage (Affiliatly/ShareASale),THIRD-PARTY ESTIMATE,~1.300 USD (Third-party),ja (Creator ausdrücklich),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Mehrere Netzwerke parallel.,https://www.jackery.com/pages/affiliate-program,2026-09-26,quellen/raw_programs_D.csv
P-D049,Camping/Hiking,Jackery UK (Powerstations),https://www.webgains.com/front/publisher/program/view/programID/310480,Webgains,UK,6 %,VERIFIED,30 Tage,VERIFIED,"k. A.; Conversion Rate 0,30 %, EPHC 6,52 (Webgains)","ja, aber keine Pages/Accounts mit 'Jackery' im Namen",ja (s. Einschränkung),ja,ja (151 Produkte),UNKNOWN,Live seit 20.06.2025; PPC in März/Juli/Okt/Nov gesperrt; nur Programm-Gutscheincodes.,https://www.webgains.com/front/publisher/program/view/programID/310480,2026-09-26,quellen/raw_programs_D.csv
P-D050,Camping/Hiking,Jackery EU (Powerstations),https://www.webgains.com/front/publisher/program/view/programID/310854,Webgains,EU (eu.jackery.com),8 %,VERIFIED,30 Tage,VERIFIED,"k. A.; EPHC 0,19, CR 0,01 % (neues Programm)","ja, aber kein TM in Account-Namen",ja (s. Einschränkung),ja,ja (148 Produkte),EU,Live seit 13.11.2025.,https://www.webgains.com/front/publisher/program/view/programID/310854,2026-09-26,quellen/raw_programs_D.csv
P-D051,Camping/Hiking,BLUETTI (Powerstations),https://www.bluettipower.eu/pages/affiliate-program,"Mehrere (TradeTracker EU 3,5 % / UK 5 %; FlexOffers; eigene Plattform)","US, EU, UK",bis 10 % + Monatsbonus,CLAIMED,14-30 Tage (je Netzwerk),THIRD-PARTY ESTIMATE,UNKNOWN,ja (FAQ: Links auf Social Media ausdrücklich),ja,UNKNOWN,UNKNOWN,ja (US/EU/UK-Shops),Storno bei Refund/Cancel; Mindestauszahlung 100 USD/EUR; Influencer können Gratisprodukte beantragen.,https://www.bluettipower.eu/pages/affiliate-program ; https://www.bluettipower.com/pages/affiliate-program ; https://www.affiliate-marketing.de/partnerprogramme/bluettipower.eu,2026-09-26,quellen/raw_programs_D.csv
P-D052,Camping/Hiking,YETI,https://www.yeti.com/affiliate.html,Impact,"US, CA",4-7 % (Angaben uneinheitlich),THIRD-PARTY ESTIMATE,30 Tage,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Produktspanne 25-1.300 USD (Third-party).,https://statsdrone.com/affiliate-programs/yeti-affiliates/ ; https://www.affiliate-marketing.de/partnerprogramme/yeti.com,2026-09-26,quellen/raw_programs_D.csv
P-D053,Camping/Hiking,Stanley 1913,https://www.stanley1913.com/pages/affiliate-program,AvantLink,US,10 %,VERIFIED,30 Tage,VERIFIED,UNKNOWN,ja (Social-Media-Plattformen & Influencer als Zielgruppe),ja,ja (AvantLink),ja (AvantLink-Datafeeds),UNKNOWN,Guaranteed-low-price-Programm.,https://www.stanley1913.com/pages/affiliate-program,2026-09-26,quellen/raw_programs_D.csv
P-D054,Camping/Hiking,Hydro Flask,https://www.affiliate-marketing.de/partnerprogramme/hydroflask.com,"Impact (US); Awin (UK, EU)","US, UK, EU",Awin UK/EU 1 %; US ~4 % (FlexOffers),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Netzwerkdaten via Verzeichnis affiliate-marketing.de (Stand 26.09.2026),https://www.affiliate-marketing.de/partnerprogramme/hydroflask.com,2026-09-26,quellen/raw_programs_D.csv
P-D055,Camping/Hiking,The North Face,https://www.postaffiliatepro.com/affiliate-program-directory/the-north-face-affiliate-program/,CJ (+ regionale Netzwerke),"US, UK, DE",4 % (US/UK); DE 5-10 % (Third-party),THIRD-PARTY ESTIMATE,30 Tage,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://getlasso.co/affiliate/the-north-face-au/ (via Websuche),2026-09-26,quellen/raw_programs_D.csv
P-D056,Camping/Hiking,Arc'teryx,https://www.avantlink.com/,AvantLink (+CJ),US/global,7 % (Coupon/Deal-Seiten 2 %),THIRD-PARTY ESTIMATE,30 Tage (Coupon/Deal 7 Tage),THIRD-PARTY ESTIMATE,Durchschn. Provision 30-40 USD/Sale (Third-party),UNKNOWN,UNKNOWN,UNKNOWN,Datafeed (Third-party),UNKNOWN,UNKNOWN,https://getlasso.co/affiliate/arcteryx/ (via Websuche),2026-09-26,quellen/raw_programs_D.csv
P-D057,Camping/Hiking,Patagonia,https://www.patagonia.com/affiliates.html,UNKNOWN,US,bis 8 %,THIRD-PARTY ESTIMATE,60 Tage,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Offizielle Seite beim Prüfen im Wartungsmodus.,https://getlasso.co/affiliate/patagonia/ (via Websuche),2026-09-26,quellen/raw_programs_D.csv
P-D058,Camping/Hiking,Thule,https://www.thule.com/en-us/affiliate-program,AvantLink (lt. Suchsnippet),US,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Programmseite liefert 2026-09-26 HTTP 404 - Status unklar.,https://www.thule.com/en-us/affiliate-program,2026-09-26,quellen/raw_programs_D.csv
P-D059,Camping/Hiking,iKamper (Dachzelte),https://www.flexoffers.com/affiliate-programs/ikamper-affiliate-program/,FlexOffers-Listing; Brand-Seite heute 'Ambassador/Creator Partnerships',US,5-10 %,THIRD-PARTY ESTIMATE,21 Tage,THIRD-PARTY ESTIMATE,UNKNOWN,ja (Creator-Partnerschaften),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dachzelte mit hohem Produktpreis; Roofnest/Gentle Tent: kein Programm gefunden.,https://www.flexoffers.com/affiliate-programs/ikamper-affiliate-program/ ; https://ikamper.com/pages/ambassadors-creator-partnerships,2026-09-26,quellen/raw_programs_D.csv
P-D060,Camping/Hiking,Garmin,https://www.garmin.com/en-US/ambassadors-and-affiliates/,"CJ (US, EU, UK)","US, EU, UK",2 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,ja (lt. Third-party),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Niedrige Rate trotz hohem Produktpreis (Uhren, Golf-GPS). Netzwerkdaten via Verzeichnis affiliate-marketing.de (Stand 26.09.2026)",https://www.affiliate-marketing.de/partnerprogramme/garmin.com,2026-09-26,quellen/raw_programs_D.csv
P-D061,Fitness,REP Fitness,https://www.repfitness.com/pages/affiliate-program,Direkt (In-house),US (nur US-Affiliates),bis 5 %,CLAIMED,21 Tage (Cookie + IP),VERIFIED,UNKNOWN,ja organisch; KEINE bezahlte Werbung in Social Media/Suchmaschinen,ja (Engagement wird geprüft),UNKNOWN,UNKNOWN,US,Refunds/Retouren werden abgezogen (auch rückwirkend); Fremdmarken (z. B. Concept2) ohne Provision; Coupon-/PPC-Seiten abgelehnt; 1 Werktag Vorwarnung bei negativen Reviews.,https://www.repfitness.com/pages/affiliate-program,2026-09-26,quellen/raw_programs_D.csv
P-D062,Fitness,Rogue Fitness,https://www.roguefitness.com/affiliate,-,US,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Kein öffentliches Affiliate-Marketing-Programm gefunden ('Affiliates' = CrossFit-Box-Programm).,https://www.roguefitness.com/affiliate,2026-09-26,quellen/raw_programs_D.csv
P-D063,Fitness,BowFlex,https://www.bowflex.com/pages/affiliate-program,Impact,US,ab 3 % (orderbasiert; private Raten möglich),VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Voll gemanagtes Programm.,https://www.bowflex.com/pages/affiliate-program,2026-09-26,quellen/raw_programs_D.csv
P-D064,Fitness,Peloton UK,https://www.affiliate-marketing.de/partnerprogramme/onepeloton.de,Awin,UK,"2,5 % Sale + 2,50-3,00 GBP/Lead",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US-Programm nicht im Verzeichnis. Netzwerkdaten via Verzeichnis affiliate-marketing.de (Stand 26.09.2026),https://www.affiliate-marketing.de/partnerprogramme/onepeloton.de,2026-09-26,quellen/raw_programs_D.csv
