shortcode,handle,views,views_text,topics,caption,url,source,topic_index,topic_pct,n_topics,topic_groups,primary_group,posted_at_utc,post_year,age_days,post_hour_utc,post_weekday,meta_status,visual_status,media_type,followers_text,followers_at_fetch,posts_at_fetch,likes,comments,caption_len,caption_hashtags,caption_has_question,caption_emojis,caption_mentions,caption_link_hint,caption_comment_cta,caption_full,coder,source_file,room_primary,building_type,landscape,style_primary,style_secondary,palette_temp,brightness,lighting,view_through_window,people_present,cover_text,realism,production,production_evidence,shoppability,visual_quality,notable,caption_hook_category,caption_first_line,cta_type,location_claimed,price_claimed,ai_disclosed,account_kind_hint,language,rooms_visible,dominant_colors,materials,ambience_fx,cover_hooks,followers,followers_source,vpf,tier,likes_per_view,comments_per_view,comments_per_like,views_per_day,adj_resid,adj_factor,location,location_from_topic,location_any,status_views,status_followers,status_codes,caption_len_bucket,hashtag_bucket,follower_bucket,acct_pct,acct_rel,class
DTBRF1fEi8h,glashaus.realestate,140000.0,140K,houses-on-malibu-beach,"$42,900,000 in malibu",https://www.instagram.com/reel/DTBRF1fEi8h/,https://www.instagram.com/popular/houses-on-malibu-beach/,5.25328330206379,0.8333333333333334,1,location,location,2026-01-02T19:19:46.583000+00:00,2026,265,19,Fri,ok,ok,reel,296K followers,296000.0,537.0,8772.0,68.0,21,0,False,0,0,False,False,"$42,900,000 in malibu",cover-v2-embed,cover_r03_039.json,stairs_hall,house,ocean_beach,minimalist,modern_luxury,warm,bright,daylight,True,False,,real_existing,real_footage,"real listing walkthrough footage with natural sun patches on floor, lens perspective and ceiling fixtures (smoke detector, vents)",medium,high,A long pale-oak and stone-paneled corridor with art and a marble-top console pulls the eye to a floor-to-ceiling ocean view at its end.,money,"$42,900,000 in malibu",none,Malibu,"$42,900,000",False,real_estate,en,stairs_hall;living_room,beige;white;black;blue,wood;natural_stone;glass;marble;fabric,none,view_reveal;empty_room,296000.0,embed_reel,0.47297297297297297,1_NORMAL,0.06265714285714286,0.0004857142857142857,0.007751937984496124,528.3018867924528,0.10462845093591894,1.2724140353304654,Los Angeles/California,Los Angeles/California,Los Angeles/California,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),1-50,0,100k-500k,0.4,0.17699115044247787,bottom50
DX7bDuTuvID,elitebuildhq,138000.0,138K,container-home-luxury-models-2026,The Future of Modular Living . This luxury container courtyard home build redefines modern architecture. Experience how industrial shipping containers,https://www.instagram.com/reel/DX7bDuTuvID/,https://www.instagram.com/popular/container-home-luxury-models-2026/,0.6287015945330297,0.5,1,unusual_home,unusual_home,2026-05-04T19:28:23.808000+00:00,2026,143,19,Mon,ok,ok,reel,2M followers,2000000.0,317.0,2421.0,9.0,390,1,False,0,0,False,False,The Future of Modular Living . This luxury container courtyard home build redefines modern architecture. Experience how industrial shipping containers transform into a unique circular living space that blends perfectly with the landscape. A true masterpiece of DIY construction and sustainable design. This is more than just a house; it's a lifestyle statement by Elite Build. . #EliteBuild,cover-v2-embed,cover_r10_123.json,exterior_facade,unusual_structure,none,industrial,modern_luxury,warm,medium,blue_hour,False,False,,aspirational_realistic,ai_generated,"garbled container markings and placards, over-symmetrical flawless aerial composition typical of AI imagery; not disclosed in caption",low,high,An aerial dusk view of a stone-clad shipping-container courtyard home wrapped around a glowing fire pit in open grassland.,aspirational,The Future of Modular Living,none,,,False,theme_page,en,exterior_facade;terrace_outdoor;living_room;bedroom,grey;beige;orange;black,natural_stone;metal;glass;wood;fire;plants,fireplace,exterior_reveal;unusual_architecture,2000000.0,embed_reel,0.069,1_NORMAL,0.017543478260869567,6.521739130434782e-05,0.0037174721189591076,965.034965034965,-0.5869605054859888,0.25884482965902694,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,1-3,1M+,0.16666666666666666,0.0345,bottom50
DTnOUBCkiKU,naturesms,133000.0,133K,mountain-house,"Once I have no more worries, I will retire to the ends of the earth, making my home a secluded old house deep in the mountains, far from the hustle an",https://www.instagram.com/reel/DTnOUBCkiKU/,https://www.instagram.com/popular/mountain-house/,0.6519607843137255,0.4166666666666667,1,unusual_home,unusual_home,2026-01-17T13:06:38.302000+00:00,2026,250,13,Sat,ok,ok,reel,10M followers,10000000.0,3511.0,4188.0,56.0,171,0,False,0,0,False,False,"Once I have no more worries, I will retire to the ends of the earth, making my home a secluded old house deep in the mountains, far from the hustle and bustle of the city.",cover-v2-embed,cover_r02_023.json,garden_landscape,house,mountain,traditional_regional,rustic_cozy,cool,medium,overcast_rain,False,False,,stylized_dreamy,ai_generated,"painterly-smooth, too-perfect composition (mist-wrapped peaks, evenly spread chickens, glowing interior, blossom trees) typical of AI 'healing countryside' clips; no disclosure, so judgement is moderate-confidence",low,high,"Old tiled-roof farmhouse under misty green mountains in soft rain, with chickens and a vegetable patch by a stream, sells a quiet retreat-from-the-city fantasy.",aspirational,"Once I have no more worries, I will retire to the ends of the earth, making my home a secluded old house deep in the mou",none,,,False,theme_page,en,garden_landscape;exterior_facade,green;grey;white;brown,wood;natural_stone;plants;water,rain;fog,exterior_reveal,10000000.0,embed_reel,0.0133,1_NORMAL,0.03148872180451128,0.0004210526315789474,0.013371537726838587,532.0,-1.2168366091378602,0.06069646397025831,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,0,1M+,0.125,0.344559585492228,bottom50
DWqCiqSz5-h,luxurydreamhub,133000.0,133K,ultra-modern-luxury-house-design,Grandeur in every detail. 🏛️✨ There's nothing quite like the striking elegance of a modern masterpiece at night. 🌌🏠 #luxuryhomes #modernarchit,https://www.instagram.com/reel/DWqCiqSz5-h/,https://www.instagram.com/popular/ultra-modern-luxury-house-design/,0.34366925064599485,0.3333333333333333,1,luxury_home,luxury_home,2026-04-03T04:55:41.054000+00:00,2026,174,4,Fri,ok,ok,reel,1M followers,1000000.0,1144.0,2462.0,19.0,233,5,False,4,0,False,False,Grandeur in every detail. 🏛️✨ There's nothing quite like the striking elegance of a modern masterpiece at night. 🌌🏠 #luxuryhomes #modernarchitecture #mansion #homedesign #exterior aesthetic dreamhome luxurylifestyle explorepage viral,cover-v2-embed,cover_r12_139.json,exterior_facade,villa,none,modern_luxury,,neutral,medium,mixed,False,False,LUXURYDREAMHUB,stylized_dreamy,ai_generated,"typical AI look: glossy miniature marble villa model on a glass turntable with lit interiors, CAD monitors with generic unreadable UI; caption does not disclose AI",low,high,"A glowing miniature marble-clad villa model on a desk in front of CAD monitors and blueprints, a blueprint-to-model concept that intrigues more than it shows a real home.",aspirational,Grandeur in every detail. 🏛️✨ There's nothing quite like the striking elegance of a modern masterpiece at night. 🌌🏠 #lux,none,,,False,theme_page,en,exterior_facade;office,grey;black;white;beige,marble;glass;wood;plants;metal,none,text_overlay;exterior_reveal,1000000.0,embed_reel,0.133,1_NORMAL,0.01851127819548872,0.00014285714285714287,0.007717303005686434,764.3678160919541,-1.0267200126576395,0.09403293405154847,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,500k-1M,0.25,0.15313759355210133,bottom50
DWY_6A-EVKS,2pdesigners,107000.0,107K,luxury-interior;modern-luxury-house-interiors,A breathtaking home unfolding right before your eyes. Every detail is composed with intention from,https://www.instagram.com/reel/DWY_6A-EVKS/,https://www.instagram.com/popular/luxury-interior/,0.2030360531309298,0.25,2,interior_generic;luxury_home,luxury_home,2026-03-27T14:05:34.165000+00:00,2026,181,14,Fri,ok,ok,reel,134K followers,134000.0,1648.0,2615.0,17.0,430,5,True,0,0,False,False,"A breathtaking home unfolding right before your eyes.  Every detail is composed with intention from the refined materials to the harmonious palette creating a space that feels both striking and serene. An interior that reveals its beauty gradually, leaving a lasting impression.  Not just seen… but experienced.  Which detail stayed with you the most?  #luxuryinteriors #interiordesign #eleganthome #modernluxury #highendinteriors",cover-v2-embed,cover_r12_138.json,stairs_hall,none_visible,none,modern_luxury,warm_luxury,neutral,bright,mixed,False,False,,aspirational_realistic,3d_render,"CG render look: flawless mirror-polished floor reflections, perfectly clean geometry and uniform lighting with no camera noise",medium,high,"Double-height foyer with a cascade of gold linear pendants, floating wood stair with glass rail and a round orchid table leading into the living area.",aspirational,A breathtaking home unfolding right before your eyes.,question_engagement,,,False,designer_studio,en,stairs_hall;living_room,white;beige;brown;gold,marble;wood;glass;metal;plants;fabric,none,dramatic_scale,134000.0,embed_reel,0.7985074626865671,2_GOOD,0.0244392523364486,0.0001588785046728972,0.00650095602294455,591.1602209944751,-0.4632299133597765,0.3441676818510444,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),401-1000,4-10,100k-500k,0.4,0.41472868217054265,bottom50
DCpBWeEvMTm,glashaus.realestate,100000.0,100K,malibu-house,"$34,000,000 in malibu available off-market #views #view #viewforview #hollywoodhil",https://www.instagram.com/reel/DCpBWeEvMTm/,https://www.instagram.com/popular/malibu-house/,1.0198878123406425,0.5833333333333334,1,location,location,2024-11-21T16:58:09.506000+00:00,2024,672,16,Thu,ok,ok,reel,296K followers,296000.0,537.0,7804.0,134.0,457,29,False,0,0,False,False,"$34,000,000 in malibu  available off-market  #views #view #viewforview #hollywoodhills #hollywoodhillsrealestate #luxuryhome #luxuryhomes #luxuryhometour #hometour #hometours #housetour #housetours #luxuryhomedecor #luxuryhomedesign #luxuryhomebuilder #luxuryhomesforsale #luxuryhomestyle #luxuryhomestaging #luxuryhomeinteriors #luxuryhomestyles #luxuryhomedecoration #home #homedesign #homedecor #homestyle #homeinspiration #house #housedesign #housegoals",cover-v2-embed,cover_r05_064.json,bedroom,mansion,ocean_beach,modern_luxury,minimalist,neutral,bright,daylight,True,False,,real_existing,real_footage,real gimbal footage of a staged primary bedroom with corner floor-to-ceiling glass onto an ocean-view terrace; natural light falloff and slight lens distortion,high,high,"Minimal primary suite with travertine fireplace wall, dark curved sofa at the foot of the bed and corner glass opening to a Pacific-view terrace.",money,"$34,000,000 in malibu",none,Malibu,"$34,000,000",False,real_estate,en,bedroom;terrace_outdoor,white;beige;black;blue,glass;natural_stone;wood;fabric;plants,none,view_reveal;bed_focus,296000.0,embed_reel,0.33783783783783783,1_NORMAL,0.07804,0.00134,0.01717068170169144,148.8095238095238,-0.07698313472486945,0.8375618071453469,Los Angeles/California,Los Angeles/California,Los Angeles/California,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),401-1000,21+,100k-500k,0.2,0.1264222503160556,bottom50
Db747p-SpGY,theluxuryhomeshow,99700.0,99.7K,house-tour,"We visited one of our subscriber's home! Spanning three expansive levels, this Ealing esta",https://www.instagram.com/reel/Db747p-SpGY/,https://www.instagram.com/popular/house-tour/,0.5060913705583756,0.4166666666666667,1,luxury_home,luxury_home,2026-08-12T09:55:00.949000+00:00,2026,43,9,Wed,ok,ok,reel,2M followers,2000000.0,2361.0,2157.0,39.0,954,0,True,0,0,False,True,"We visited one of our subscriber's home!  Spanning three expansive levels, this Ealing estate pairs period scale with complete smart-home integration by Palladium AV, operating lighting scenes, electric gates, and climate controls via touchscreens in every room. From the restored antique lamp post and stained-glass entry foyer to the 3-meter-high ceilings, every detail balances architectural tradition with modern luxury.  The executive study caters to automotive passion with Ferrari artwork and direct garden views, while the formal reception room features coffered ceilings with hidden LED coving, a real gas fireplace with a limestone surround, and integrated Lyngdorf wall speakers.  Outside, the heated garden summer house enables year-round alfresco dining framing views across the neighboring cricket grounds.  Do you think we should tour your home next? Drop a yes in the comment!  Watch the full tour on The Luxury Home Show YouTube channel.",cover-v2-embed,cover_p1d_109.json,stairs_hall,house,none,modern_luxury,classical_luxury,neutral,medium,mixed,True,True,,real_existing,real_footage,"real camera footage of a host in a real home, with natural skin and fabric detail",medium,high,"A smiling host in a patterned dress leans in a sage-green front doorway, in front of a dark staircase, drop-crystal chandelier and glazed living area.",descriptive,We visited one of our subscriber's home!,comment_keyword,Ealing,,False,media_publication,en,stairs_hall;living_room,black;green;red;beige,wood;glass;metal;fabric;plants,none,person;door_or_threshold,2000000.0,embed_reel,0.04985,1_NORMAL,0.021634904714142426,0.00039117352056168504,0.01808066759388039,2318.6046511627906,-0.8359655668164568,0.14589299274381623,Other,,Other,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),401-1000,0,1M+,0.2222222222222222,0.49356435643564356,bottom50
DNLDYTptD9X,miladeshtiyaghi,94800.0,94.8K,house-in-the-forest,🏞✨ A house suspended between mist and forest Designed in the heart of Brazil's lush j,https://www.instagram.com/reel/DNLDYTptD9X/,https://www.instagram.com/popular/house-in-the-forest/,0.14086181277860327,0.25,1,unusual_home,unusual_home,2025-08-10T11:24:00.300000+00:00,2025,410,11,Sun,ok,ok,reel,642K followers,642000.0,1709.0,,54.0,652,8,False,4,1,False,False,"🏞✨ A house suspended between mist and forest  Designed in the heart of Brazil's lush jungles, this project aims for complete harmony with nature. The floating terraces and minimal lines create the sensation of drifting among the clouds, while natural materials and open spaces dissolve the boundary between home and wilderness.  This is not just a place to live — it's a sensory experience of peace, silence, and connection to the earth.  📍 Location: Brazil 👤 Architect & Interior Designer: @miladeshtiyaghi  #ModernArchitecture #ForestHouse #MinimalDesign #BrazilVilla #ArchitectureInNature #SuspendedHouse #ContemporaryArchitecture #SustainableDesign",cover-v2-embed,cover_r01_016.json,exterior_facade,villa,jungle_tropical,minimalist,biophilic,cool,medium,overcast_rain,False,False,,aspirational_realistic,ai_generated,"Midjourney-style aerial: over-uniform idealized foliage, soft undefined interior furniture, too-perfect cantilever composition; caption presents it as own design with no AI disclosure (same account's other covers coded AI)",low,high,Aerial view of a cantilevered concrete house with green roofs and an infinity-edge pool floating over a misty jungle slope.,descriptive,🏞✨ A house suspended between mist and forest,none,Brazil,,False,designer_studio,en,exterior_facade;pool;terrace_outdoor,green;grey;white;brown,concrete;glass;wood;water;plants,fog,exterior_reveal;pool;dramatic_scale,642000.0,embed_reel,0.14766355140186915,1_NORMAL,,0.000569620253164557,,231.21951219512195,-1.1082402677519245,0.0779398799015876,Other,,Other,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),401-1000,4-10,500k-1M,0.2,0.24881889763779527,bottom50
DHdynV8tEzO,arteo_luxury,93100.0,93.1K,luxury-living-room;luxury-living-room-design,A golden living! Luxury is a feeling. This living room is the perfect harmony of opulence and serenity,https://www.instagram.com/reel/DHdynV8tEzO/,https://www.instagram.com/popular/luxury-living-room/,0.4137777777777778,0.4166666666666667,2,luxury_room,luxury_room,2025-03-21T14:54:42.898000+00:00,2025,552,14,Fri,ok,ok,reel,871K followers,871000.0,1041.0,1347.0,19.0,805,14,False,0,0,False,False,"A golden living!  Luxury is a feeling. This living room is the perfect harmony of opulence and serenity, where every curve and texture speaks of refined elegance. The plush, circular seating invites warmth and connection, making the living room a space of both grandeur and comfort. Golden accents glisten under soft lighting, enhancing the timeless beauty of the decor. The ceiling mirrors the artistry below, amplifying the richness of the space with a touch of ethereal charm. Every detail, from the sculptural centerpiece to the sheer drapery, turns this living room into a sanctuary of modern luxury.  #luxuryroom #livingroom #luxuryinteriors #luxurylivingroom #luxuryroom #luxurykidsbed #luxuryinteriordesign #interiordesign #interiors #luxurydesign #design #luxurylife #luxurylives #luxurylifestyle",cover-v2-embed,cover_r00_008.json,living_room,none_visible,none,modern_luxury,warm_luxury,warm,bright,mixed,False,False,Aurum by Arteo,stylized_dreamy,ai_generated,"incoherent mirrored-ceiling reflection with melted gold ornaments and feather shapes, typical AI-image artifacts; not disclosed in caption",medium,high,"Cream-and-gold living room with curved sofa and glossy marble floor, branded with an 'Aurum by Arteo' label.",descriptive,A golden living!,none,,,False,designer_studio,en,living_room,beige;white;gold;brown,marble;fabric;metal;glass;plants,none,text_overlay,871000.0,embed_reel,0.10688863375430539,1_NORMAL,0.014468313641245971,0.00020408163265306123,0.014105419450631032,168.65942028985506,-0.5505195823640429,0.28150130831641373,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),401-1000,11-20,500k-1M,0.2,0.11666666666666667,bottom50
DVMlogokVX5,2pdesigners,91700.0,91.7K,dubai-luxury-interior-design-trends,"A dream home is more than a vision, it's a feeling. It's where elegance meets comfort, and every detai",https://www.instagram.com/reel/DVMlogokVX5/,https://www.instagram.com/popular/dubai-luxury-interior-design-trends/,0.22365853658536586,0.25,1,location,location,2026-02-25T21:53:42.442000+00:00,2026,211,21,Wed,ok,ok,reel,134K followers,134000.0,1648.0,2146.0,21.0,384,5,False,0,0,False,False,"A dream home is more than a vision, it's a feeling.  It's where elegance meets comfort, and every detail reflects intention and identity.  Timeless materials, thoughtful design, and harmonious spaces transform daily life into something extraordinary.  Because a true dream home isn't just seen, it's experienced.  #luxuryinteriors #interiordesign #dreamhome #eleganthome #modernluxury",cover-v2-embed,cover_r04_051.json,stairs_hall,villa,none,modern_luxury,minimalist,neutral,bright,mixed,False,False,AM I DREAMING?,aspirational_realistic,3d_render,"clean CG render look: perfectly uniform glossy floor reflections, noise-free lighting, spotless staging; interior-design studio account",medium,high,"Double-height white-marble foyer with a cascading gold linear-pendant chandelier and floating wood stair, overlaid with 'AM I DREAMING?'.",aspirational,"A dream home is more than a vision, it's a feeling.",none,,,False,designer_studio,en,stairs_hall;living_room,white;beige;brown;gold,marble;wood;glass;metal;plants;fabric,none,text_overlay;dramatic_scale,134000.0,embed_reel,0.6843283582089552,2_GOOD,0.023402399127589967,0.00022900763358778625,0.0097856477166822,434.5971563981043,-0.6228537701726655,0.23831217471548827,,Dubai/UAE,Dubai/UAE,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,100k-500k,0.2,0.3554263565891473,bottom50
DaQIlELqWml,jareef__saifi,78500.0,78.5K,hotel-suite-design-ideas,Luxury Hotel-Style Bedroom Transformation 😱,https://www.instagram.com/reel/DaQIlELqWml/,https://www.instagram.com/popular/hotel-suite-design-ideas/,1.8779904306220097,0.8181818181818182,1,hotel_resort,hotel_resort,2026-07-01T13:33:45.840000+00:00,2026,85,13,Wed,ok,ok,reel,339K followers,339000.0,1244.0,652.0,,43,0,False,1,0,False,False,Luxury Hotel-Style Bedroom Transformation 😱,cover-v2-embed,cover_r11_129.json,bedroom,none_visible,none,modern_luxury,warm_luxury,warm,medium,mixed,False,False,JS,aspirational_realistic,ai_generated,"idealized over-smooth CG look (glossy marble, uniform cove glow, soft decor details) typical of AI 'transformation' reels; not disclosed in caption",high,high,"Hotel-style beige bedroom with cove lighting, upholstered panel wall and glossy marble floor, polished but generic.",aspirational,Luxury Hotel-Style Bedroom Transformation 😱,none,,,False,ai_creator,en,bedroom,beige;brown;white;gold,marble;fabric;glass;metal,none,bed_focus,339000.0,embed_reel,0.23156342182890854,1_NORMAL,0.008305732484076433,,,923.5294117647059,-0.3295930171749344,0.46817366721705206,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),1-50,0,100k-500k,0.4,0.4088541666666667,bottom50
DDPTr1JRD-S,interior_home_design1,72100.0,72.1K,ai-house-design;ai-interior,Euphoria Drips from Every Raindrop in this Bedroom By: @cozyzen.ai @interior_home_design1 #cozybedroom #rainyday #interiordesign #home,https://www.instagram.com/reel/DDPTr1JRD-S/,https://www.instagram.com/popular/ai-interior/,1.0990853658536586,0.5833333333333334,2,ai,ai,2024-12-06T13:49:30.091000+00:00,2024,657,13,Fri,ok,ok,reel,688K followers,688000.0,2699.0,1944.0,27.0,245,16,False,0,2,False,False,Euphoria Drips from Every Raindrop in this Bedroom  By: @cozyzen.ai @interior_home_design1  #cozybedroom #rainyday #interiordesign #home #cozy #house #ai #aiart #travel #architecture #homedesign #luxury #aiartwork #room #bedroominspo #midjourney,cover-v2-embed,cover_r01_015.json,bedroom,apartment,rain_window,scandinavian,futuristic,neutral,medium,mixed,True,False,,stylized_dreamy,ai_generated,caption tags #ai #aiart #midjourney and credits @cozyzen.ai; stacked-bed layout typical of AI imagery,low,medium,"Three stacked round and loft beds linked by LED-lit stairs in a white loft, with rain-streaked windows and a porthole window onto a city skyline.",aspirational,Euphoria Drips from Every Raindrop in this Bedroom,none,,,True,theme_page,en,bedroom;office,white;grey;blue;orange,wood;fabric;glass;plaster,rain,bed_focus;view_reveal;unusual_architecture,688000.0,embed_reel,0.10479651162790697,1_NORMAL,0.0269625520110957,0.00037447988904299584,0.013888888888888888,109.74124809741248,-0.8993993931284909,0.12606676451465088,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,11-20,500k-1M,1.0,2.6218181818181816,top10
DWTg57XsQuL,sunt_mrr,69900.0,69.9K,futuristic-houses,Circle villa Design: @sunt_mrr #midjourney #villa #ai #houses #circle,https://www.instagram.com/reel/DWTg57XsQuL/,https://www.instagram.com/popular/futuristic-houses/,0.12156521739130435,0.16666666666666666,1,future_arch,future_arch,2026-03-25T10:58:28.360000+00:00,2026,183,10,Wed,ok,ok,reel,2M followers,2000000.0,728.0,2270.0,73.0,70,5,False,0,1,False,False,Circle villa Design: @sunt_mrr  #midjourney #villa #ai #houses #circle,cover-v2-embed,cover_r11_128.json,exterior_facade,villa,mountain,organic_modern,brutalist,warm,bright,daylight,False,False,,stylized_dreamy,ai_generated,caption hashtags #midjourney #ai,low,high,A giant textured concrete ring window frames a round daybed interior against a green mountain backdrop - striking geometric hook.,descriptive,Circle villa,none,,,True,ai_creator,en,exterior_facade;bedroom;garden_landscape,brown;green;white;blue,concrete;wood;glass;natural_stone;plants;fabric,none,unusual_architecture;exterior_reveal,2000000.0,embed_reel,0.03495,1_NORMAL,0.03247496423462089,0.0010443490701001431,0.032158590308370046,381.9672131147541,-0.46072827402979544,0.34615589019258963,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),51-150,4-10,1M+,0.1111111111111111,0.02410344827586207,bottom50
DT8XKMXiJRh,travelask.world,69400.0,69.4K,arctic-treehouse-hotel-rovaniemi,♥️Save this: the most romantic and secluded hotels in Lapland 📍 Arctic TreeHouse Hotel (Rovaniemi) — designer cabins hidden in the forest with panoram,https://www.instagram.com/reel/DT8XKMXiJRh/,https://www.instagram.com/popular/arctic-treehouse-hotel-rovaniemi/,0.4155688622754491,0.4166666666666667,1,hotel_resort,hotel_resort,2026-01-25T18:07:59.496000+00:00,2026,242,18,Sun,ok,ok,reel,681K followers,681000.0,764.0,1713.0,41.0,1194,0,False,7,6,False,False,"♥️Save this: the most romantic and secluded hotels in Lapland  📍 Arctic TreeHouse Hotel (Rovaniemi) — designer cabins hidden in the forest with panoramic windows, soft lighting, and a strong sense of privacy. Perfect for quiet evenings for two. @arctictreehousehotel  📍 Wilderness Hotel Muotka (Inari) — a remote lodge in the tundra with fireplaces, saunas, very few guests, and complete silence all around. A true ""just us and the North"" escape. @wildernesshotels  📍 Wilderness Hotel Nellim (Lake Inari) — a cozy lakeside hotel with fireplaces, spa facilities, and an atmosphere of total disconnection from the outside world. @wildernesshotels  📍 Apukka Resort (Rovaniemi) — glass igloos and private cabins where you can watch the starry sky straight from your bed, plus spa facilities and warm, inviting interiors. @apukkaresort  📍 Arctic SnowHotel & Glass Igloos (Rovaniemi) — a unique romantic experience combining a snow hotel with glass igloos for unforgettable nights under the northern sky. @arcticsnowhotel  📍 Arctic Light Hotel (Rovaniemi) — an intimate boutique hotel with a warm atmosphere, stylish rooms, and high-level service for a calm and elegant city stay. @arctic_light_hotel",cover-v2-embed,cover_r11_129.json,bedroom,unusual_structure,snow,rustic_cozy,,neutral,medium,mixed,True,False,This & your favorite person,stylized_dreamy,ai_generated,"typical AI image look: cloud-like foam in the tub, uniformly scattered petals, over-smooth textures and idealized balloon cluster; not disclosed",low,high,"Romantic glass-dome igloo bedroom in a snowy forest with heart balloons and a petal bath, plus a relatable 'your favorite person' text hook.",location,♥️Save this: the most romantic and secluded hotels in Lapland,save_share,"Lapland (Rovaniemi, Inari, Lake Inari)",,False,media_publication,en,bedroom;bathroom,white;red;grey,glass;fabric;water;wood;metal,snow,text_overlay;bed_focus;view_reveal;unusual_architecture,681000.0,embed_reel,0.10190895741556534,1_NORMAL,0.02468299711815562,0.0005907780979827089,0.023934617629889084,286.77685950413223,-0.42809077085460123,0.3731721538218094,Nordics/Iceland/Faroe,,Nordics/Iceland/Faroe,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),1000+,0,500k-1M,0.16666666666666666,0.053384615384615385,bottom50
DWWZZK6TWCF,luxurydreamhub,63000.0,63K,luxury-apartment,"Living life in the high-definition of luxury. ✨ From the grand chandeliers to the sprawling skyline views, this is what penthouse dreams are made of.",https://www.instagram.com/reel/DWWZZK6TWCF/,https://www.instagram.com/popular/luxury-apartment/,1.0561609388097233,0.5833333333333334,1,luxury_home,luxury_home,2026-03-26T13:50:33.293000+00:00,2026,182,13,Thu,ok,ok,reel,1M followers,1000000.0,1144.0,3072.0,23.0,282,5,False,3,0,False,False,"Living life in the high-definition of luxury. ✨ From the grand chandeliers to the sprawling skyline views, this is what penthouse dreams are made of. 🥂🏙️ #penthouse #luxuryliving #interiordesign #modernmansion #homedecor interiorinspo dreamhome luxuryhomes livingroomgoals aesthetic",cover-v2-embed,cover_r08_099.json,living_room,penthouse,city_skyline,modern_luxury,glam_feminine,warm,bright,night_artificial,True,False,,stylized_dreamy,ai_generated,"typical AI artifacts: melting fur rug texture, warped chandeliers and nonsensical glowing wall logo, over-smooth glossy surfaces",medium,medium,"Double-height glossy living room with cascading crystal chandeliers, tufted leather sofas and night city lights through the glass.",aspirational,"Living life in the high-definition of luxury. ✨ From the grand chandeliers to the sprawling skyline views, this is what ",none,,,False,theme_page,en,living_room,beige;white;black;gold,leather;glass;fabric;metal,city_lights,dramatic_scale;view_reveal,1000000.0,embed_reel,0.063,1_NORMAL,0.04876190476190476,0.0003650793650793651,0.007486979166666667,346.15384615384613,-0.8434886997747592,0.1433875024611691,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,500k-1M,0.15625,0.07253886010362694,bottom50
