handle,instagram_url,followers,followers_status,posts,posts_status,display_name,niche_focus,account_type,group,content_mode_AI_real_mixed,content_mode_status,reels_in_sample,median_reel_views_sample,mean_reel_views_sample,top_reel_views_seen,views_status,median_views_per_follower,max_views_per_follower,median_likes_per_view,median_comments_per_view,engagement_status,posting_freq_per_week_upper_bound,posting_freq_status,earliest_known_post,account_age_status,bio,bio_source,cta_pattern,external_links,link_in_bio_offers,has_affiliate,has_brand_deals,has_shop,has_services,has_digital_products,has_newsletter,has_other_monetization,has_brand_contact,brand_deals_seen,monetization_status,deep_profiled,top_reel_url,topics,profile_json,source
recastliving,https://www.instagram.com/recastliving/,47000.0,"VERIFIED (embed page, rounded, 2026-09-25)",45.0,VERIFIED (embed page),Recast Living (as used on the same-name TikTok and YouTube; the Instagram display name is UNKNOWN because embed pages show only the handle),"Faceless AI 'before and after' home and backyard transformations (empty yard to lounge garden, cinematic night landscape corridors), aimed at homeowners, architects and builders.",ai_creator,D/E AI creator,AI,ESTIMATED (profile evidence / AI-assisted cover coding),2,904500.0,904500.0,1400000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",19.24468085106383,29.78723404255319,0.008429806147397835,8.642857142857143e-05,VERIFIED inputs (embed likes/comments + topic views); ratio computed,2.3,ESTIMATED upper bound = posts / days since earliest known post,2026-05-12,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,"UNKNOWN for Instagram. https://www.threads.com/@recastliving returned only the Threads login wall (no profile, 2026-09-25); no Instagram search snippets (WebSearch budget exhausted). Same-name accounts on other platforms, ownership UNVERIFIED (no cross-links seen, but brand name and theme are identical): TikTok https://www.tiktok.com/@recastliving bio 'Recast Living 🏡 AI home transformations | Before & after remodels | Modern interiors | Daily design inspiration ✨' (7 followers, 8 videos, created 2026-07-29); YouTube https://www.youtube.com/@RecastLiving description begins 'Recast Living is where everyday spaces get reimagined through the power of AI.'","Bio CTA UNKNOWN. The DZnSu7zoJeQ caption: transformation hook ('From an empty backyard to a cozy outdoor retreat. 🌿✨') + long SEO keyword paragraphs listing audiences and topics ('Perfect inspiration for homeowners, architects, landscape designers, builders...', '...AI architecture, exterior renovation, garden design, backyard makeover, and luxury outdoor living') + save/follow CTA 'Save this idea for your next project and follow for more AI home transformations.' + 5 hashtags. No link, DM, shop or comment-keyword CTA was seen.",,,False,False,False,False,False,False,False,False,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DZnSu7zoJeQ/,landscape-design;landscape-design-ai,data/raw/accounts/profile_recastliving.json,topic-page sample + embed pages + deep profile
stylishnorrastudios,https://www.instagram.com/stylishnorrastudios/,40000.0,"VERIFIED (embed page, rounded, 2026-09-25)",502.0,VERIFIED (embed page),,"Aspirational luxury residential interiors and architecture that look AI-generated (biophilic multi-level pavilions, walnut-and-glass rainforest homes, industrial lofts), with long architectural-copywriting captions that frame the account as a design studio",designer_studio,A designer/3D studio,AI,ESTIMATED (profile evidence / AI-assisted cover coding),2,2227500.0,2227500.0,3700000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",55.6875,92.5,0.03877591820297119,0.00013510560229103275,VERIFIED inputs (embed likes/comments + topic views); ratio computed,36.6,ESTIMATED upper bound = posts / days since earliest known post,2026-06-20,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,"NOT retrieved. Threads https://www.threads.com/@stylishnorrastudios returned only a login wall/footer (WebFetch 2026-09-25). The WebSearch budget was used up, so Instagram snippets could not be collected. The embed-page display_name field shows only the username 'stylishnorrastudios'. Captions call the brand 'Stylish Norra Studios', but that is caption text, not a verified display name.","Captions have no hashtags. Each is a long, polished descriptive paragraph ('The precise poetry of vertical scale, biophilic harmony, and panoramic sanctuary light. 📐🌿✨ ...') that ends with a DM-for-project CTA: 'Direct message for private project timelines and exclusive portfolio access.' / 'Direct message our studio to discuss your custom project timeline.' No link-in-bio, shop or comment-keyword CTA was seen.",,Caption CTA 'Direct message for private project timelines an; Caption CTA 'Direct message our studio to discuss your custo,False,True,False,True,False,False,False,True,,VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DZ0TBEsOgkU/,industrial-chic-interior-design;modern-architecture,data/raw/accounts/profile_stylishnorrastudios.json,topic-page sample + embed pages + deep profile
karissa.brighton,https://www.instagram.com/karissa.brighton/,,UNKNOWN,,UNKNOWN,Karissa,"Amazon/Temu 'finds' product demos (kitchen, home, cleaning, seasonal decor) earning through affiliate lists and brand codes. Only loosely tied to interiors.",lifestyle_influencer,G lifestyle,real,ESTIMATED (profile evidence / AI-assisted cover coding),2,19198000.0,19198000.0,37700000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",,,,,VERIFIED inputs (embed likes/comments + topic views); ratio computed,,UNKNOWN,2025-01-06,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",💥Sharing My Best Online Finds 📩 mgmt@karissashops.com 🛒 Shop my finds ↓,"Threads profile https://www.threads.com/@karissa.brighton (public, fetched 2026-09-25); Instagram bio not seen",Caption CTA 'Shop it on my Amazon [Kitchen/Home] Finds List!' + bio '🛒 Shop my finds ↓' pointing to karissashops.com; brand discount codes in captions; #ad / #<brand>partner disclosures,karissashops.com,"Amazon 'Kitchen Finds List' / 'Home Finds List' named in Ins; Management email mgmt@karissashops.com (Threads bio); Own domain karissashops.com ('Shop my finds'); could not be ; Temu promo code kmv4593 + app.temu.com/k/pm0… link, tagged #",True,True,False,False,False,False,False,True,"Tineco (discount code KBNTCST5; Threads post 08/24/26); Delomo (#delomopartner; Threads post 08/21/26); Temu (#ad, code kmv4593; Threads post 08/20/26)",VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DH1n7TSuL-3/,amazon-home-finds,data/raw/accounts/profile_karissa.brighton.json,topic-page sample + embed pages + deep profile
em_henderson,https://www.instagram.com/em_henderson/,1000000.0,"VERIFIED (embed page, rounded, 2026-09-25)",7333.0,VERIFIED (embed page),Emily Henderson,"Interior styling, home renovation (farmhouse and guest cottage) and makeovers, run as a design-media brand (blog, book, TV) with shoppable sources",lifestyle_influencer,G lifestyle,real,ESTIMATED (profile evidence / AI-assisted cover coding),1,3600000.0,3600000.0,3600000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",3.6,3.6,0.046975833333333335,0.0001511111111111111,VERIFIED inputs (embed likes/comments + topic views); ratio computed,282.0,ESTIMATED upper bound = posts / days since earliest known post,2026-03-26,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)","Stylist, New York Times bestselling author of STYLED, TV personality, and founder of stylebyemilyhenderson.com. #showemyourstyled #showemyourdiy","Threads profile https://www.threads.com/@em_henderson (public, fetched 2026-09-25). Instagram bio not seen.","'link in my bio' sends viewers to long-form blog posts with full source lists. The blog monetizes that traffic through LTK affiliate links, the 'SHOP OUR FAVORITE FINDS' shop page, sponsored posts that disclose partners and display ads, and captures emails with the newsletter and 'GET OUR FREE 4-DAY GUIDE'. Community hashtags #showemyourstyled and #showemyourdiy appear in the bio.",https://stylebyemilyhenderson.com,'SUBSCRIBE TO OUR NEWSLETTER' plus an email capture 'GET OUR; 'What we do' page: 'We also work with brands and partners th; Blog 'Shop' page ('SHOP OUR FAVORITE FINDS'): 24 on.ltk.com ; Blog posts link products through LTK (on.ltk.com links in 'H; Book: 'New York Times bestselling author of STYLED' (Threads; Contact page: 'For all blog partnership and sponsor requests; Site-wide banner 'LEARN MORE,True,True,False,True,False,True,False,True,"Wayfair: 'Thank you to Wayfair for partnering with us on this blog post' (2026-09-22); AllModern: Sponsored_Paid blog post (2026-03-26); Brooklinen: Sponsored_Paid blog post (2023-11-20, URL slug 'brooklinen-review'); Samsung: Sponsored_Paid post on the Samsung Art Store (2023-11-10); Sponsored_Part",VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/DWXaWZaAefE/,dream-kitchen;kitchen-inspiration,data/raw/accounts/profile_em_henderson.json,topic-page sample + embed pages + deep profile
ifonly.ai,https://www.instagram.com/ifonly.ai/,1000000.0,"VERIFIED (embed page, rounded, 2026-09-25)",419.0,VERIFIED (embed page),If Only,"Surreal 'If only…' AI concept art mixing architecture, food, fashion and fine art (e.g. a tiramisu house, stepping into Van Gogh / Klimt paintings, Seoul 'on pointed toes'). Interiors and houses are one theme among several, not the sole focus.",ai_creator,D/E AI creator,AI,ESTIMATED (profile evidence / AI-assisted cover coding),1,136000000.0,136000000.0,136000000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",136.0,136.0,0.024030286764705883,0.00013240441176470588,VERIFIED inputs (embed likes/comments + topic views); ratio computed,3.8,ESTIMATED upper bound = posts / days since earliest known post,2024-08-22,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",🌀 Merge between Art and AI ⛵️ Prompts • #Midjourney 🇫🇷 Based in Paris,"Threads public profile https://www.threads.com/@ifonly.ai (WebFetch plus public HTML og:description '77.4K Followers • 365 Threads • 🌀 Merge between Art and AI ⛵️ Prompts • #Midjourney 🇫🇷 Based in Paris', 2026-09-25). This is the THREADS bio and name; the Instagram bio was not read separately because the WebSearch budget was used up and instagram.com was not fetched. The TikTok bio (https://www.tiktok.com/@ifonly.ai, public page) reads '🌀 AI artist | Original artworks ⛵️ Prompts • #Midjourney ✨ Instagram • @ifonly.ai' (nickname 'IfOnly.ai'). The Linktree bio reads '🌀 Merge between Art and AI' / 'Challenge boundaries, innovate, and create the unprecedented. Vincent / If Only'.","Caption formula: 'If only …' hook (e.g. 'If only you could dive into a masterpiece (Part 2: The Kiss) 👇', 'If only Seoul could rise on pointed toes 🩰'). The multi-part series uses '👇' and 'If you missed Part 1...' links. Credit lines name tools and collaborators ('Art/Prompts by @ifonly.ai & @sunt_mrr', 'Crafted using @midjourney & @dreamina_ai'). Sponsored posts end with 'In collaboration with @artlist.io' and a participation CTA ('How to enter: ... Post publicly with #ArtlistSeedance25. Tag @artlist.io'). The link hub has a 'CONTACT ME' email.",https://linktr.ee/ifonlyai,"CONTACT ME (email); LINKEDIN (personal profile); ORDINARY | Scream the silence (own YouTube video, channel 'I; Press/interview video '🎨 Il crée des chefs-d'œuvre avec l'IA; WALLPAPERS (free Pinterest board; page title 'Découvrez 95 i; YOUTUBE (channel @IamIfOnly: 536 subscribers, 73 videos, 50,",False,True,False,False,False,False,False,True,"Artlist (@artlist.io): 'In collaboration with @artlist.io', Threads posts DcJQg3jiHPD (08/17/26, Seedance 2.5 Challenge) and DdQ3fyLiFTt (09/14/26, AI toolkit plug)",VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/C--Al6UA6GE/,ai-house-design,data/raw/accounts/profile_ifonly.ai.json,topic-page sample + embed pages + deep profile
homeofmerve,https://www.instagram.com/homeofmerve/,459000.0,"VERIFIED (embed page, rounded, 2026-09-25)",456.0,VERIFIED (embed page),Homeofmerve,"Home decor and bedroom inspiration from a personal home-creator account, with talent management and product (KOL) campaigns",lifestyle_influencer,G lifestyle,unknown,UNKNOWN,1,13100000.0,13100000.0,13100000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",28.540305010893245,28.540305010893245,0.044882519083969466,5.3435114503816794e-05,VERIFIED inputs (embed likes/comments + topic views); ratio computed,2.8,ESTIMATED upper bound = posts / days since earliest known post,2023-07-27,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)","Management 📩 merve@yokichitalent.com
Ig: homeofmerve","TikTok profile https://www.tiktok.com/@homeofmerve (public page, SSR user data, fetched 2026-09-25). This bio cross-links 'Ig: homeofmerve', so it is the same owner. Instagram bio not seen: no web searches were left, and Threads https://www.threads.com/@homeofmerve returned a login wall.",Very short emoji captions with a long hashtag block and no explicit CTA in the sampled caption. Bio CTA is a management email for brand inquiries; the TikTok bio link sends traffic to a sponsored product page (Eureka).,https://bit.ly/3TF9RQk; https://linktr.ee/homeofmerve,Linktree page linktr.ee/homeofmerve exists (account created ; Management email merve@yokichitalent.com in the TikTok bio. ; TikTok bio link bit.ly/3TF9RQk goes to the Eureka FloorShine,True,True,False,False,False,False,False,True,"Eureka: FloorShine 830 floor cleaner, KOL tracking link in the TikTok bio (utm_medium=kol, utm_content=homeofmerve), seen 2026-09-25",VERIFIED where URL given in profile JSON; absence = not observed (not proof of absence),True,https://www.instagram.com/reel/CvNKxqDtAj1/,bedroom-decor;bedroom-design;cozy-bedroom-ideas;dream-bedroom-decor-ideas,data/raw/accounts/profile_homeofmerve.json,topic-page sample + embed pages + deep profile
interior_home_design1,https://www.instagram.com/interior_home_design1/,688000.0,"VERIFIED (embed page, rounded, 2026-09-25)",2699.0,VERIFIED (embed page),,ai-house;ai-house-design;ai-interior;ai-interior-design;cliff-house;desert-modern-house-tours;future-home;futuristic-arc,theme_page,A/F theme page,AI,ESTIMATED (profile evidence / AI-assisted cover coding),8,27500.0,32625.0,72100.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",0.0399709302325581,0.1047965116279069,0.04100630847529942,0.0005753381145828109,VERIFIED inputs (embed likes/comments + topic views); ratio computed,27.7,ESTIMATED upper bound = posts / days since earliest known post,2024-11-11,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,,,,,,,,,,,,,UNKNOWN (not deep-profiled),False,https://www.instagram.com/reel/DDPTr1JRD-S/,ai-house;ai-house-design;ai-interior;ai-interior-design;cliff-house;desert-modern-house-tours;future-home;futuristic-architecture;futuristic-home;futuristic-house,,topic-page sample + embed pages
aureliestory,https://www.instagram.com/aureliestory/,3000000.0,"VERIFIED (embed page, rounded, 2026-09-25)",2696.0,VERIFIED (embed page),,dubai-luxury;ibiza-luxury-villas-sea-view;marrakech-riad;rooftop-pool;saudi-arabia-architecture,lifestyle_influencer,G lifestyle,real,ESTIMATED (profile evidence / AI-assisted cover coding),5,3200000.0,2779400.0,4900000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",1.0666666666666669,1.6333333333333333,0.059204375,0.00017054054054054053,VERIFIED inputs (embed likes/comments + topic views); ratio computed,21.7,ESTIMATED upper bound = posts / days since earliest known post,2024-05-06,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,,,,,,,,,,,,,UNKNOWN (not deep-profiled),False,https://www.instagram.com/reel/DcmBZJINnDz/,dubai-luxury;ibiza-luxury-villas-sea-view;marrakech-riad;rooftop-pool;saudi-arabia-architecture,,topic-page sample + embed pages
jareef__saifi,https://www.instagram.com/jareef__saifi/,339000.0,"VERIFIED (embed page, rounded, 2026-09-25)",1244.0,VERIFIED (embed page),,hotel-bathroom-designs;hotel-suite-design-ideas;interior-design-ideas;living-room-design;luxury-apartment-interior-desig,ai_creator,D/E AI creator,AI,ESTIMATED (profile evidence / AI-assisted cover coding),5,192000.0,272700.0,547000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",0.5663716814159292,1.6135693215339233,0.007321755027422303,3.125e-05,VERIFIED inputs (embed likes/comments + topic views); ratio computed,40.5,ESTIMATED upper bound = posts / days since earliest known post,2026-02-21,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,,,,,,,,,,,,,UNKNOWN (not deep-profiled),False,https://www.instagram.com/reel/DWjQIN5Aemr/,hotel-bathroom-designs;hotel-suite-design-ideas;interior-design-ideas;living-room-design;luxury-apartment-interior-design-ideas-2026;luxury-bathroom;luxury-living-room;luxury-living-room-design;modern,,topic-page sample + embed pages
2pdesigners,https://www.instagram.com/2pdesigners/,134000.0,"VERIFIED (embed page, rounded, 2026-09-25)",1649.0,VERIFIED (embed page),,dubai-luxury-interior-design-trends;kitchen-design;luxury-dining-room;luxury-interior;luxury-living-room;modern-luxury-h,designer_studio,A designer/3D studio,real,ESTIMATED (profile evidence / AI-assisted cover coding),5,258000.0,293140.0,711000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",1.9253731343283584,5.3059701492537314,0.022368495077355836,0.00018143459915611815,VERIFIED inputs (embed likes/comments + topic views); ratio computed,21.7,ESTIMATED upper bound = posts / days since earliest known post,2025-04-10,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,,,,,,,,,,,,,UNKNOWN (not deep-profiled),False,https://www.instagram.com/reel/DISCNIXO4nK/,dubai-luxury-interior-design-trends;kitchen-design;luxury-dining-room;luxury-interior;luxury-living-room;modern-luxury-house-interiors,,topic-page sample + embed pages
roxy_carretero,https://www.instagram.com/roxy_carretero/,54000.0,"VERIFIED (embed page, rounded, 2026-09-25)",525.0,VERIFIED (embed page),,bedroom-decor;cozy-bedroom-ideas;dream-bedroom-decor-ideas;home-decor;living-room-decor,lifestyle_influencer,G lifestyle,real,ESTIMATED (profile evidence / AI-assisted cover coding),5,674000.0,978840.0,2800000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",12.48148148148148,51.851851851851855,0.048189910979228485,0.0020310714285714285,VERIFIED inputs (embed likes/comments + topic views); ratio computed,24.0,ESTIMATED upper bound = posts / days since earliest known post,2026-04-24,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,,,,,,,,,,,,,UNKNOWN (not deep-profiled),False,https://www.instagram.com/reel/Da4qA2fP2XS/,bedroom-decor;cozy-bedroom-ideas;dream-bedroom-decor-ideas;home-decor;living-room-decor,,topic-page sample + embed pages
vacations,https://www.instagram.com/vacations/,7000000.0,"VERIFIED (embed page, rounded, 2026-09-25)",1605.0,VERIFIED (embed page),,ibiza-luxury-villas-sea-view;overwater-villa;underwater-hotel,theme_page,A/F theme page,real,ESTIMATED (profile evidence / AI-assisted cover coding),4,669500.0,623000.0,706000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",0.0956428571428571,0.1008571428571428,0.030869442942715652,0.0002899158085284424,VERIFIED inputs (embed likes/comments + topic views); ratio computed,5.1,ESTIMATED upper bound = posts / days since earliest known post,2020-09-02,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,,,,,,,,,,,,,UNKNOWN (not deep-profiled),False,https://www.instagram.com/reel/Csh-iRppSDG/,ibiza-luxury-villas-sea-view;overwater-villa;underwater-hotel,,topic-page sample + embed pages
diycraftstvofficial,https://www.instagram.com/diycraftstvofficial/,6000000.0,"VERIFIED (embed page, rounded, 2026-09-25)",1597.0,VERIFIED (embed page),,a-frame-modern-cabins;container-home-luxury-models-2026;infinity-pools;underground-house,theme_page,A/F theme page,AI,ESTIMATED (profile evidence / AI-assisted cover coding),4,3450000.0,6375000.0,17600000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",0.575,2.933333333333333,0.01604880681818182,4.456334175084175e-05,VERIFIED inputs (embed likes/comments + topic views); ratio computed,42.3,ESTIMATED upper bound = posts / days since earliest known post,2026-01-03,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,,,,,,,,,,,,,UNKNOWN (not deep-profiled),False,https://www.instagram.com/reel/DWtdzmuDh4P/,a-frame-modern-cabins;container-home-luxury-models-2026;infinity-pools;underground-house,,topic-page sample + embed pages
ibuilddevelopers,https://www.instagram.com/ibuilddevelopers/,601000.0,"VERIFIED (embed page, rounded, 2026-09-25)",3909.0,VERIFIED (embed page),,dream-closet;dream-house;dream-kitchen;kitchen-design;luxury-closet,contractor_trade,trade,real,ESTIMATED (profile evidence / AI-assisted cover coding),4,312500.0,525000.0,1300000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",0.5199667221297837,2.1630615640599,0.03948901177769599,0.00017339344865660656,VERIFIED inputs (embed likes/comments + topic views); ratio computed,112.6,ESTIMATED upper bound = posts / days since earliest known post,2026-01-24,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,,,,,,,,,,,,,UNKNOWN (not deep-profiled),False,https://www.instagram.com/reel/DaIsDsXNx78/,dream-closet;dream-house;dream-kitchen;kitchen-design;luxury-closet,,topic-page sample + embed pages
_vlasov_roman_,https://www.instagram.com/_vlasov_roman_/,553000.0,"VERIFIED (embed page, rounded, 2026-09-25)",1011.0,VERIFIED (embed page),,hotel-design;modern-architecture;modern-house;modern-villa,designer_studio,A designer/3D studio,real,ESTIMATED (profile evidence / AI-assisted cover coding),4,270500.0,308000.0,638000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",0.4891500904159132,1.1537070524412296,0.04082859381997313,0.0005596664580166324,VERIFIED inputs (embed likes/comments + topic views); ratio computed,12.0,ESTIMATED upper bound = posts / days since earliest known post,2025-02-12,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,,,,,,,,,,,,,UNKNOWN (not deep-profiled),False,https://www.instagram.com/reel/DF-WgD3onqJ/,hotel-design;modern-architecture;modern-house;modern-villa,,topic-page sample + embed pages
lawrencewalton_,https://www.instagram.com/lawrencewalton_/,547000.0,"VERIFIED (embed page, rounded, 2026-09-25)",560.0,VERIFIED (embed page),,amalfi-coast;luxury-resort;maldives-villa;underwater-hotel,lifestyle_influencer,G lifestyle,real,ESTIMATED (profile evidence / AI-assisted cover coding),4,1001000.0,1631700.0,4500000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",1.829981718464351,8.226691042047532,0.055331995012468826,0.0003399231088944306,VERIFIED inputs (embed likes/comments + topic views); ratio computed,7.2,ESTIMATED upper bound = posts / days since earliest known post,2025-03-30,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,,,,,,,,,,,,,UNKNOWN (not deep-profiled),False,https://www.instagram.com/reel/DaMxFSsurc5/,amalfi-coast;luxury-resort;maldives-villa;underwater-hotel,,topic-page sample + embed pages
vishnu_xo,https://www.instagram.com/vishnu_xo/,406000.0,"VERIFIED (embed page, rounded, 2026-09-25)",468.0,VERIFIED (embed page),,biophilic-bedroom-design;luxury-bedroom;luxury-bedroom-design;luxury-dining-room;luxury-room,designer_studio,A designer/3D studio,real,ESTIMATED (profile evidence / AI-assisted cover coding),4,277500.0,372250.0,752000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",0.6834975369458127,1.8522167487684729,0.021162942416951706,0.0001908244680851064,VERIFIED inputs (embed likes/comments + topic views); ratio computed,8.2,ESTIMATED upper bound = posts / days since earliest known post,2025-08-20,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,,,,,,,,,,,,,UNKNOWN (not deep-profiled),False,https://www.instagram.com/reel/DNlNMXASgAS/,biophilic-bedroom-design;luxury-bedroom;luxury-bedroom-design;luxury-dining-room;luxury-room,,topic-page sample + embed pages
thehouserealty,https://www.instagram.com/thehouserealty/,265000.0,"VERIFIED (embed page, rounded, 2026-09-25)",3093.0,VERIFIED (embed page),,bali-luxury-villas-with-private-pools;bali-villa;tropical-villa,real_estate,B luxury real estate,real,ESTIMATED (profile evidence / AI-assisted cover coding),4,100450.0,788800.0,2900000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",0.3790566037735849,10.943396226415096,0.018296354679802954,0.000707218807190578,VERIFIED inputs (embed likes/comments + topic views); ratio computed,50.2,ESTIMATED upper bound = posts / days since earliest known post,2025-07-20,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,,,,,,,,,,,,,UNKNOWN (not deep-profiled),False,https://www.instagram.com/reel/DWbYY55k3v4/,bali-luxury-villas-with-private-pools;bali-villa;tropical-villa,,topic-page sample + embed pages
nestseekersdubai,https://www.instagram.com/nestseekersdubai/,189000.0,"VERIFIED (embed page, rounded, 2026-09-25)",557.0,VERIFIED (embed page),,dubai-luxury-penthouse;dubai-villa;luxury-apartment;luxury-villa,real_estate,B luxury real estate,real,ESTIMATED (profile evidence / AI-assisted cover coding),4,142150.0,232575.0,604000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",0.7521164021164021,3.195767195767196,0.031142226426994643,0.0006519057125707872,VERIFIED inputs (embed likes/comments + topic views); ratio computed,5.4,ESTIMATED upper bound = posts / days since earliest known post,2024-09-28,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,,,,,,,,,,,,,UNKNOWN (not deep-profiled),False,https://www.instagram.com/reel/DU-f5Y0CbHa/,dubai-luxury-penthouse;dubai-villa;luxury-apartment;luxury-villa,,topic-page sample + embed pages
vkuoo,https://www.instagram.com/vkuoo/,92000.0,"VERIFIED (embed page, rounded, 2026-09-25)",1246.0,VERIFIED (embed page),,ai-architecture;ai-generated-architecture-designs;architecture-design;futuristic-architecture-designs-2026;midjourney-ar,ai_creator,D/E AI creator,AI,ESTIMATED (profile evidence / AI-assisted cover coding),4,227500.0,256850.0,552000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",2.472826086956521,6.0,0.02879044869481535,0.0010362083483700228,VERIFIED inputs (embed likes/comments + topic views); ratio computed,35.7,ESTIMATED upper bound = posts / days since earliest known post,2026-01-23,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,,,,,,,,,,,,,UNKNOWN (not deep-profiled),False,https://www.instagram.com/reel/DYCXsDBs_Ya/,ai-architecture;ai-generated-architecture-designs;architecture-design;futuristic-architecture-designs-2026;midjourney-architecture;parametric-architecture,,topic-page sample + embed pages
realtordenisbibik,https://www.instagram.com/realtordenisbibik/,91000.0,"VERIFIED (embed page, rounded, 2026-09-25)",978.0,VERIFIED (embed page),,luxury-home-theater-ideas;luxury-master-bedroom;luxury-pool;miami-mansion;villa-with-pool,real_estate,B luxury real estate,real,ESTIMATED (profile evidence / AI-assisted cover coding),4,260500.0,269850.0,548000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",2.8626373626373627,6.021978021978022,0.03933459249084249,0.000546742277992278,VERIFIED inputs (embed likes/comments + topic views); ratio computed,14.1,ESTIMATED upper bound = posts / days since earliest known post,2025-05-26,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,,,,,,,,,,,,,UNKNOWN (not deep-profiled),False,https://www.instagram.com/reel/DKHkvBlOzX7/,luxury-home-theater-ideas;luxury-master-bedroom;luxury-pool;miami-mansion;villa-with-pool,,topic-page sample + embed pages
fromrawto_real,https://www.instagram.com/fromrawto_real/,40000.0,"VERIFIED (embed page, rounded, 2026-09-25)",136.0,VERIFIED (embed page),,backyard-design;garden-design;landscape-design;landscape-design-ai;outdoor-kitchen,ai_creator,D/E AI creator,AI,ESTIMATED (profile evidence / AI-assisted cover coding),4,403500.0,514750.0,1000000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",10.0875,25.0,0.015648488562091504,7.3062558356676e-05,VERIFIED inputs (embed likes/comments + topic views); ratio computed,4.5,ESTIMATED upper bound = posts / days since earliest known post,2026-02-23,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,,,,,,,,,,,,,UNKNOWN (not deep-profiled),False,https://www.instagram.com/reel/DVa7fIdExLh/,backyard-design;garden-design;landscape-design;landscape-design-ai;outdoor-kitchen,,topic-page sample + embed pages
ayeshadeary5,https://www.instagram.com/ayeshadeary5/,16500.0,"VERIFIED (embed page, rounded, 2026-09-25)",28.0,VERIFIED (embed page),,dream-bedroom;dream-bedrooms,theme_page,A/F theme page,AI,ESTIMATED (profile evidence / AI-assisted cover coding),4,368000.0,1291450.0,4400000.0,"VERIFIED per reel (public topic pages); account-level = sample of top-page reels, biased upward",22.581439393939394,275.0,0.09091948591517143,0.006758182580841977,VERIFIED inputs (embed likes/comments + topic views); ratio computed,0.2,ESTIMATED upper bound = posts / days since earliest known post,2024-07-29,"ESTIMATED lower bound (earliest post seen, decoded from shortcode)",,,,,,,,,,,,,,,UNKNOWN (not deep-profiled),False,https://www.instagram.com/reel/C-APLc-yI85/,dream-bedroom;dream-bedrooms,,topic-page sample + embed pages
