shortcode,handle,meta_status,visual_status,media_type,followers_text,followers_at_fetch,posts_at_fetch,likes,comments,caption_len,caption_hashtags,caption_has_question,caption_emojis,caption_mentions,caption_link_hint,caption_comment_cta,caption,coder,source_file,room_primary,building_type,landscape,style_primary,style_secondary,palette_temp,brightness,lighting,view_through_window,people_present,cover_text,realism,production,production_evidence,shoppability,visual_quality,notable,caption_hook_category,caption_first_line,cta_type,location_claimed,price_claimed,ai_disclosed,account_kind_hint,language,rooms_visible,dominant_colors,materials,ambience_fx,cover_hooks
C9K0DCdJ-ji,tacticallyprepped,ok,ok,reel,71K followers,71000,600,824,6,157,11,True,0,0,False,True,Would you get this secret bunker installed in your house?!?! #bunker #saferoom #secretroom #house #emergency #survival #safe #underground #bugout #world #fyp,cover-v2-embed,cover_r04_050.json,stairs_hall,none_visible,none,organic_modern,,warm,medium,mixed,False,False,,real_existing,real_footage,low-resolution phone footage of a real hydraulic floor hatch mechanism,low,low,A wooden island lifts on a hatch to reveal a lit hidden staircase leading down to a secret bunker.,question,Would you get this secret bunker installed in your house?!?! #bunker #saferoom #secretroom #house #emergency #survival #,question_engagement,,,False,theme_page,en,stairs_hall;living_room,white;brown;beige;grey,wood;metal;fabric,none,door_or_threshold;unusual_architecture
DGjB_JfN7W3,journey.to_serenity,ok,ok,reel,15K followers,15000,386,794,23,369,10,False,2,0,False,False,"Cozy Cabin Vibes ❄️🔥 A warm retreat in the heart of winter! #CozyCabin #WinterVibes #SnowyEscape #LogCabinLife #WarmAndCozy #RusticCharm #SnowfallMagic #CabinGoals #NatureLover #HyggeHome cozy winter cabin, rustic home, snowy retreat, log cabin aesthetics, warm and cozy interior, winter getaway, snow-covered forest, relaxing cabin, hygge lifestyle, fireplace ambiance",cover-v2-embed,cover_r04_050.json,living_room,cabin_chalet,snow,rustic_cozy,,warm,medium,mixed,True,False,,stylized_dreamy,ai_generated,"typical AI-image look: uniform glowing snowfall, idealized log cabin, implausible skylight and window joinery; no disclosure",medium,high,"Snow falling past floor-to-ceiling windows and a skylight around an orange velvet corner sofa, fur throws and stone fireplace: a cozy-escape fantasy.",aspirational,Cozy Cabin Vibes ❄️🔥 A warm retreat in the heart of winter! #CozyCabin #WinterVibes #SnowyEscape #LogCabinLife #WarmAndC,none,,,False,theme_page,en,living_room,orange;brown;white;grey,wood;fabric;glass;natural_stone,snow;fireplace,view_reveal
DVhHDWlDpa2,montaznekuceadles,ok,ok,reel,206K followers,206000,668,4433,86,61,5,False,0,0,False,False,#montaznekuceadles #aframe #aframehouse #aframecabin #aframes,cover-v2-embed,cover_r04_051.json,exterior_facade,cabin_chalet,none,other,,neutral,bright,daylight,False,False,🇧🇦AdlesMontazneKuce🇧🇦 | Cijena sa transportom i montazom za ROH BAU sistem | Dim : 6x6 = 45 m2 | 19 500 € | www.adles.ba,real_existing,real_footage,"handheld phone footage of a real build site: parked car with open trunk, dirt, fresh bitumen on the base slab, filmer's shadow",medium,medium,"Big price overlay (19 500 €, 45 m2 incl. transport and assembly) on a real grey-metal A-frame prefab house; the price tag is the hook.",none,#montaznekuceadles #aframe #aframehouse #aframecabin #aframes,none,,19 500 €,False,contractor_trade,other,exterior_facade,grey;yellow;blue;green,metal;wood;glass,none,text_overlay;exterior_reveal
DdBq1Pkuktl,unplugged.rest,ok,ok,reel,238K followers,238000,930,7742,175,655,4,False,2,0,False,False,"Going away doesn't mean having to leave your pup behind 🐶  Not only is dog care a hassle but it can be realllyyy expensive which is why almost all of our cabins are dog friendly. Instead of worrying about trying to find someone to look after them, you can bring them along for the adventure too.  Whether it's joining you on a long countryside walk or curling up by the fire, we think they deserve to enjoy the experience. So, we've made sure our dog-friendly cabins have little touches to help your pup feel just as welcome and comfortable as you do.  Because there's no reason they should miss out 🤎  #dog #dogsofinstagram #dogfriendly #dogfriendlycabin",cover-v2-embed,cover_r04_051.json,bedroom,cabin_chalet,none,scandinavian,rustic_cozy,warm,medium,daylight,True,True,things we include in our cabins for dogs 🐶 | dogs are allowed on the bed,real_existing,real_footage,"phone video of a woman talking to camera inside a plywood cabin, natural daylight, subtitle-style captions",medium,high,"Host in a plywood-lined cabin next to a green-linen bed, black wood stove and picture window, with a 'things we include for dogs' list hook.",promotional,Going away doesn't mean having to leave your pup behind 🐶,none,,,False,other,en,bedroom;dining,beige;green;white;black,wood;fabric;metal;glass,none,text_overlay;person;bed_focus
DaFxpIesxvU,alanood_villa,ok,ok,reel,24K followers,24000,319,42838,805,81,5,False,1,0,False,False,العنود بالليل والنهار بتجنن 🥹 #fyp #alanoodvilla #summervibes #chalet #summertime,cover-v2-embed,cover_r04_051.json,pool,villa,none,modern_luxury,,cool,medium,blue_hour,False,False,بس ما بعرفو انه بالليل بتجنن ✨🥹,real_existing,real_footage,"phone footage with story-style rounded frame, utility poles and wires, artificial turf and electrical box visible",low,medium,Neon-green lit pool at dusk with town lights behind and an Arabic overlay saying people don't know it's stunning at night.,descriptive,العنود بالليل والنهار بتجنن 🥹 #fyp #alanoodvilla #summervibes #chalet #summertime,none,,,False,other,ar,pool;terrace_outdoor,green;beige;blue;grey,water;natural_stone;plants;fabric;metal,city_lights,text_overlay;pool;water_feature
DblRAjFsijT,aiforarchitects,ok,ok,reel,1M followers,1000000,513,12345,133,343,0,False,3,1,False,False,"Some estates are built. This one was composed. 🤍🌿  Cream limestone, blue and white porcelain, endless hydrangeas, and light pouring through every arched window. Timeless French elegance from the gates to the last room.  Designed by @aiforarchitects  📩 For private commissions and inquiries: www.aiforarchitects.co | WhatsApp: +1 (656) 200-3368",cover-v2-embed,cover_r04_051.json,exterior_facade,mansion,forest,classical_luxury,neoclassical,warm,bright,golden_hour,False,False,,aspirational_realistic,ai_generated,"account and caption credit @aiforarchitects; flawless symmetry, identical cypresses and hydrangea beds and perfectly regular shadow stripes typical of AI imagery",low,high,Symmetrical cypress-and-hydrangea allee with striped shadows leading to a cream limestone French chateau with mansard roof.,aspirational,Some estates are built. This one was composed. 🤍🌿,dm,,,True,ai_creator,en,exterior_facade;garden_landscape,green;beige;white;blue,natural_stone;plants;glass;metal;water,none,exterior_reveal;dramatic_scale
DMqJ6J3pgih,royashabboui,ok,ok,reel,191K followers,191000,706,686,,769,12,False,0,0,False,False,"Broad Beach, Malibu  Welcome to the ultimate luxury retreat in the heart of Broad Beach, Malibu. This breathtaking property boasts panoramic ocean views, impeccable modern design, and world-class amenities, offering an unrivaled experience of elegance and comfort. Whether you're looking for a serene getaway or a spectacular venue for your next event, this estate is designed to exceed expectations.  Book your stay today and indulge in the pinnacle of luxury living in Broad Beach, Malibu.  For more details or to explore additional information, feel free to contact me at 310.801.0961.  #Luxurylistings #hiddenhills #celebrityhomes #modernhomes #dreamproperty #realestateagent #luxuryhomes #losangelesliving #contemporarydesign #housetours #luxuryliving #housedesign",cover-v2-embed,cover_r04_051.json,pool,mansion,mountain,modern_luxury,,cool,bright,daylight,False,False,,real_existing,real_footage,sharp phone/gimbal footage of a real listed Malibu estate; realtor caption with phone number,low,high,"Cloudless-sky wide shot of a modern glass estate with huge lawn, fountain-jet pool and white loungers; clean but no text hook.",location,"Broad Beach, Malibu",dm,"Broad Beach, Malibu",,False,real_estate,en,pool;exterior_facade;garden_landscape;terrace_outdoor,blue;green;white;grey,glass;water;natural_stone;plants;fabric,none,pool;exterior_reveal;water_feature
DXUt-pOM8ZE,sunt_mrr,ok,ok,reel,2M followers,2000000,728,68484,596,47,0,False,2,1,False,False,Dream circle villa in Bali🌱✨  Design: @sunt_mrr,cover-v2-embed,cover_r04_051.json,pool,villa,jungle_tropical,tropical,modern_luxury,neutral,medium,golden_hour,False,False,Plan A,stylized_dreamy,ai_generated,"idealized painterly mist over rice terraces, flawless mirror reflections and soft smeared foliage typical of AI imagery; 'Design:' concept credit, no real-place name",low,high,"Circular cantilevered infinity pool hovering over misty Bali rice terraces, with a 'Plan A' overlay setting up a choice format.",aspirational,Dream circle villa in Bali🌱✨,none,Bali,,False,ai_creator,en,pool;terrace_outdoor;exterior_facade,green;black;grey;white,water;natural_stone;wood;glass;plants,fog,text_overlay;pool;view_reveal;unusual_architecture;exterior_reveal
C-2juhzo1f0,traveltbz,ok,ok,reel,492K followers,492000,5695,19040,87,427,5,False,11,2,False,False,"In the tranquil embrace of Ubud.🙏🌿  Nestled in the heart of Bali's lush jungles, Aksari offers a sanctuary where you can reconnect with nature, with private pool villas overlooking verdant rice terraces.🌱  Indulge in holistic spa treatments, enjoy romantic dinners by the infinity pool, or take a scenic walk to nearby cultural landmarks.🛕 ⁣ ⁣ 📸 @tothetropic 📍 @aksariubud ☆☆☆☆☆ - $⁣ ⁣⁣ #Ubud #Bali #Jungle #LuxuryVilla #Travel",cover-v2-embed,cover_r04_051.json,pool,hotel_resort,jungle_tropical,tropical,traditional_regional,warm,medium,golden_hour,False,False,,real_existing,real_footage,"phone footage with real sun flare through thatch, natural reflections; caption credits photographer and names the resort",low,high,Low sun flaring through an alang-alang thatch roof over a jungle plunge pool with an in-water rattan lounger and floating heart-shaped breakfast tray.,aspirational,In the tranquil embrace of Ubud.🙏🌿,none,"Aksari, Ubud, Bali",,False,theme_page,en,pool;terrace_outdoor,green;teal;brown;grey,water;rattan;natural_stone;wood;plants;fabric,none,pool
DVMlogokVX5,2pdesigners,ok,ok,reel,134K followers,134000,1648,2146,21,384,5,False,0,0,False,False,"A dream home is more than a vision, it's a feeling.  It's where elegance meets comfort, and every detail reflects intention and identity.  Timeless materials, thoughtful design, and harmonious spaces transform daily life into something extraordinary.  Because a true dream home isn't just seen, it's experienced.  #luxuryinteriors #interiordesign #dreamhome #eleganthome #modernluxury",cover-v2-embed,cover_r04_051.json,stairs_hall,villa,none,modern_luxury,minimalist,neutral,bright,mixed,False,False,AM I DREAMING?,aspirational_realistic,3d_render,"clean CG render look: perfectly uniform glossy floor reflections, noise-free lighting, spotless staging; interior-design studio account",medium,high,"Double-height white-marble foyer with a cascading gold linear-pendant chandelier and floating wood stair, overlaid with 'AM I DREAMING?'.",aspirational,"A dream home is more than a vision, it's a feeling.",none,,,False,designer_studio,en,stairs_hall;living_room,white;beige;brown;gold,marble;wood;glass;metal;plants;fabric,none,text_overlay;dramatic_scale
DS-T4HFCM30,edvardtravels97,ok,ok,reel,16K followers,16000,266,433,5,90,5,False,2,0,False,False,5 Most Beautiful Villas in Lake Como ✨🇮🇹❣️ #lakecomo #italia #visititaly #travel #comolake,cover-v2-embed,cover_r04_051.json,terrace_outdoor,none_visible,lake_river,mediterranean,,cool,bright,daylight,False,False,5 Most Beautiful Villas Lake Como 🇮🇹✨,real_existing,real_footage,"real phone footage of Lake Como shoreline with boats, lakeside town and wrought-iron railing",low,high,Listicle overlay promising 5 Lake Como villas over a turquoise lake view framed by a wrought-iron railing and flower box; only distant shoreline buildings shown.,location,5 Most Beautiful Villas in Lake Como ✨🇮🇹❣️ #lakecomo #italia #visititaly #travel #comolake,none,"Lake Como, Italy",,False,lifestyle_influencer,en,terrace_outdoor,teal;green;black;blue,water;metal;natural_stone;plants,none,text_overlay;view_reveal
DNn7CW7M79M,butnomatter.theroadislife,ok,ok,reel,969K followers,969000,1720,44909,526,766,28,False,3,1,False,False,"Bonito Ibiza is a newly opened hotel in Sant Antoni, offering stunning views of the Mediterranean and the island's famous sunsets 🌅  Set in a prime location close to beautiful beaches and Ibiza's lively nightlife, it combines modern style with a relaxed atmosphere 🌴  With its fresh design and breathtaking setting, Bonito Ibiza is the perfect spot to enjoy the island's unique charm 🏝️  @bonitohotelibiza  #ibiza #ibz #intotheislandibiza #hiddenbeach #ibiza2025 #ibizastyle #ibizapeople #ibizaexperience #secretbeach #hiddengems #paradise #secretibiza #placetobe #ibizaparty #ibizanight #ibizalovers #ibizanightclub #ushuaiaibiza #ibizabeach #esvedraibiza #calacomte #formentera #spain #summer #ibizaoutdooractivities #ibizalife #shotoniphone #beautifuldestinations",cover-v2-embed,cover_r04_051.json,pool,hotel_resort,ocean_beach,mediterranean,modern_luxury,warm,medium,blue_hour,False,True,IBIZA | Sant Antoni | Just stayed at Ibiza's brand-new hotel! | Bonito Ibiza,real_existing,real_footage,"real drone footage at dusk with lit harbor town, boats and a person walking by the pool",low,high,Twilight drone view over glowing turquoise pools and cabanas of a new Ibiza hotel with Sant Antoni bay and town lights behind.,descriptive,"Bonito Ibiza is a newly opened hotel in Sant Antoni, offering stunning views of the Mediterranean and the island's famou",none,"Bonito Ibiza, Sant Antoni, Ibiza, Spain",,False,lifestyle_influencer,en,pool;terrace_outdoor;exterior_facade,teal;beige;orange;white,water;natural_stone;fabric;plants;glass,city_lights,text_overlay;pool;exterior_reveal
DUHZdshiaBB,luxquisit,ok,ok,reel,190K followers,190000,463,53731,668,34,0,False,0,0,False,False,A Dreamy House on a Private Island,cover-v2-embed,cover_r04_051.json,exterior_facade,house,ocean_beach,tropical,,cool,medium,golden_hour,False,False,,stylized_dreamy,ai_generated,"uniformly saturated red canopies, soft smeared house details and reef textures typical of AI imagery; no photographer or place named",low,medium,Aerial of a tiny islet where a lone house is engulfed by vivid red flowering trees amid turquoise shallows.,aspirational,A Dreamy House on a Private Island,none,,,False,theme_page,en,exterior_facade;garden_landscape,turquoise;red;green;blue,water;plants;natural_stone,none,exterior_reveal
DQJFQB5jZiB,fotis_travels,ok,ok,reel,38K followers,38000,1171,485,120,897,10,False,9,0,False,False,"✨ At the heart of Bora Bora's lagoon ✨  Set on iconic Matira Point, InterContinental Bora Bora Le Moana Resort offers a front-row seat to one of the island's most stunning natural wonders. The lagoon here is calm, impossibly clear, and alive with every shade of blue 💦 — perfect for swimming, snorkeling, or simply floating the day away.  Stay in a classic overwater bungalow just steps from shore, where Polynesian design meets relaxed island luxury 🌺. Wake to the sound of the lagoon, enjoy breakfast on your private deck, and spend golden afternoons between the beach and the bar's sunlit terrace 🍹.  It's where island life and lagoon beauty meet — authentic, intimate, and effortlessly Bora Bora 🌴💫  📌 Save this for your dream island escape ✨  #BoraBora #LeMoanaResort #IHGHotels #IslandLuxury #MatiraBeach #OverwaterBungalow #PolynesianParadise #TurquoiseLagoon #RomanticEscape #TravelInStyle",cover-v2-embed,cover_r04_051.json,exterior_facade,hotel_resort,ocean_beach,tropical,traditional_regional,cool,bright,daylight,False,False,LE MOANA | BORA BORA,real_existing,real_footage,"real top-down drone shot with crisp hard shadows, starfish visible on lagoon floor; caption names the real resort",low,high,"Top-down drone shot of a zigzag pier lined with thatched overwater bungalows on a turquoise lagoon, with a bold resort-name title.",location,✨ At the heart of Bora Bora's lagoon ✨,save_share,"InterContinental Bora Bora Le Moana Resort, Matira Point, Bora Bora",,False,lifestyle_influencer,en,exterior_facade,turquoise;beige;brown;white,water;wood,none,text_overlay;exterior_reveal
DWJ1aOIiing,vishnu_xo,ok,ok,reel,406K followers,406000,468,6438,34,150,5,False,2,0,False,False,"Not a bedroom… this is a whole universe 🌌✨ Sleep under stars, wake up in luxury. #LuxuryLiving #BedroomGoals #InteriorDesign #DreamSpace #ModernLuxury",cover-v2-embed,cover_r04_052.json,bedroom,none_visible,space_sky,dark_luxury,modern_luxury,warm,dark,night_artificial,False,False,,stylized_dreamy,3d_render,clean symmetric CG look with perfect geometry and no camera noise; starry cloud sky rendered as the ceiling; no AI disclosure,medium,high,"Dark bedroom under a starry, cloudy night-sky ceiling with backlit rock-textured wall panels and bonsai trees behind glass.",fantasy,"Not a bedroom… this is a whole universe 🌌✨ Sleep under stars, wake up in luxury.",none,,,False,theme_page,en,bedroom,black;brown;grey;gold,natural_stone;wood;glass;fabric;plants,stars,bed_focus;unusual_architecture
DND177Ts6ae,esmael.abdelhamed,ok,ok,carousel,97.3K followers,97300,447,0,,0,0,False,0,0,False,False,,cover-v2-embed,cover_r04_052.json,bedroom,none_visible,none,organic_modern,warm_luxury,warm,medium,mixed,False,False,Dreamy Master Bedroom ✨,aspirational_realistic,3d_render,"typical architectural-visualization render look: flawless wood panelling, clean track-light curves, no camera noise",medium,high,"View down a wood-panelled hallway with a large landscape painting into a beige master bedroom with a caramel swivel armchair, titled 'Dreamy Master Bedroom'.",none,,none,,,False,designer_studio,,bedroom;stairs_hall,beige;brown;white,wood;fabric;glass;metal,none,text_overlay;door_or_threshold
DJtR3eFSnDe,perfect_decorss,ok,ok,reel,83K followers,83000,999,4845,30,66,3,False,0,0,False,False,Dreams bedrooms...  . . . . . . . #luxuryhomes #usa🇺🇸 #cozycorners,cover-v2-embed,cover_r04_052.json,bedroom,apartment,city_skyline,glam_feminine,,cool,medium,night_artificial,True,False,,stylized_dreamy,ai_generated,"typical AI artifacts: smeared clutter on shelves, odd stair and railing geometry, oversaturated sparkle on windows and ceiling",medium,medium,"All-lavender double-height studio with a loft bed under a starry LED ceiling, tufted sofa, mini kitchen and desk, and a night city skyline through tall windows.",aspirational,Dreams bedrooms...,none,,,False,theme_page,en,bedroom;living_room;kitchen;office;stairs_hall,purple;pink;white;beige,leather;fabric;glass;wood;metal,stars;city_lights,bed_focus;view_reveal;dramatic_scale
DMnrYd9sjZU,smyrna__home,ok,ok,reel,616K followers,616000,438,17833,122,394,15,False,5,1,False,False,Happy Sunday 🖤  Meine Couch ist übrigens aus der Comora Kollektion von @livindahome 🫶🏼Ich liebe sie! 😍  Mit meinem Code SMRYNA spart ihr 15% auf eure Bestellung 🤍  Anzeige #couchtisch sofa #couch #livingroomsofa #interiorideas #einrichtungsidee #schönerwohnenfarbe #coffetable #livingroominterior #stehleuchte #sklum #interiorandhome #ilovemyinterior #livingroom #wohnzimmerideen #cozyhomedecor,cover-v2-embed,cover_r04_052.json,living_room,none_visible,none,minimalist,organic_modern,neutral,bright,mixed,False,False,,real_existing,real_footage,"real phone photo with natural sunlight through sheer curtains, depth-of-field blur and real bouclé texture; caption is a paid ad (Anzeige) for a real sofa",high,high,"Sunlit all-cream bouclé living room with a curved chair, modular sofa with black cushions and an arched floor lamp in front of sheer curtains.",descriptive,Happy Sunday 🖤,shop_product,,15% off with code SMRYNA,False,lifestyle_influencer,de,living_room,beige;white;black;grey,fabric;metal;glass;natural_stone,none,none
DbWOv-IxYaz,rodnova_installation_,ok,ok,reel,41K followers,41000,261,11534,170,391,4,False,1,0,False,False,"Luxury isn't just about design—it's about every detail coming together in perfect harmony. ✨ From the custom cabinetry and elegant LED lighting to the stunning marble finishes and premium appliances, this dream kitchen is crafted to inspire. A timeless space where beauty, functionality, and craftsmanship meet at the highest level. #LuxuryKitchen #KitchenDesign #ModernKitchen #DreamKitchen",cover-v2-embed,cover_r04_052.json,kitchen,none_visible,none,modern_luxury,,cool,bright,night_artificial,False,False,RODNOVA INSTALLATION CORP,aspirational_realistic,ai_generated,"typical AI look: repeated melted-looking decanters in glass cabinets, over-glossy mirror floor, uniform LED dots; contractor logo watermark added",medium,high,"Gleaming all-white marble kitchen with long waterfall island, built-in wine fridges, LED ceiling coves and a wine wall leading to a dining area.",aspirational,Luxury isn't just about design—it's about every detail coming together in perfect harmony. ✨,none,,,False,contractor_trade,en,kitchen;dining;stairs_hall,white;grey;black,marble;glass;metal,none,dramatic_scale
DWXaWZaAefE,em_henderson,ok,ok,reel,1M followers,1000000,7333,169113,544,192,0,False,1,0,False,False,Love this kitchen with my whole heart:) 💙 if you want to know more about my kitchen I wrote a whole blog post on all our design decisions with a list of everything we used - link in my bio! Xx,cover-v2-embed,cover_r04_052.json,kitchen,house,none,rustic_cozy,traditional_regional,warm,bright,daylight,False,True,kitchen choices I'd make again,real_existing,real_footage,real video frame of the creator in her own kitchen with natural skylight daylight and lived-in details,high,high,Creator tying an apron in her skylit wood-and-blue-tile kitchen under a list-style text hook 'kitchen choices I'd make again'.,descriptive,Love this kitchen with my whole heart:) 💙 if you want to know more about my kitchen I wrote a whole blog post on all our,link_in_bio,,,False,designer_studio,en,kitchen,brown;blue;white;black,wood;marble;metal;fabric,none,text_overlay;person
ChAXLVjAxby,chase_amie,ok,ok,reel,171K followers,171000,1210,15114,153,113,0,False,4,0,False,False,Did a little mid year clean-out! ✨ Taking advantage of that 2nd trimester energy whilst it's still here haha 😍✨❤️,cover-v2-embed,cover_r04_052.json,closet,none_visible,none,glam_feminine,,neutral,bright,daylight,False,False,BAG COLLECTION REFRESH ✨,real_existing,real_footage,"real phone photo of a white shelving unit with recognizable designer handbags, natural daylight and real curtain folds",high,high,White built-in shelves displaying a colour-sorted designer handbag collection with a bold 'BAG COLLECTION REFRESH' title.,descriptive,Did a little mid year clean-out! ✨ Taking advantage of that 2nd trimester energy whilst it's still here haha 😍✨❤️,none,,,False,lifestyle_influencer,en,closet,white;pink;blue;beige,wood;leather;fabric,none,text_overlay
DXY-_sGgYkN,luxurydreamhub,ok,ok,reel,1M followers,1000000,1144,1699,10,210,5,False,4,0,False,False,Dine in elegance where every detail shines. ✨🕯️ A touch of luxury for the perfect evening. 🥂🤍 #interiordesign #homedecor #luxurylifestyle #diningroom #aesthetic homedesign interiorinspiration tablesetting viral,cover-v2-embed,cover_r04_052.json,dining,none_visible,none,modern_luxury,classical_luxury,warm,bright,mixed,False,False,,aspirational_realistic,ai_generated,"typical AI artifacts: mirror reflection shows a sofa scene that does not match the room, identical flower heads, soft smeared details; letterboxed frame",medium,medium,"Bright cream dining room with a cascading crystal chandelier, marble table, tufted chairs and white tulip bouquets, letterboxed in black bars.",aspirational,Dine in elegance where every detail shines. ✨🕯️ A touch of luxury for the perfect evening. 🥂🤍,none,,,False,theme_page,en,dining,white;beige;gold;black,marble;glass;fabric;wood;plants,none,none
Db7R6lrJBF6,byreginamalina,ok,ok,reel,55K followers,55000,202,10247,52,24,0,False,0,0,False,False,Japandi aesthetic part 2,cover-v2-embed,cover_r04_052.json,other,none_visible,none,japandi,traditional_regional,warm,medium,mixed,False,True,japandi aesthetic part 2,real_existing,real_footage,real video frame of a woman posing in a linen outfit against a textured plaster wall with real fabric texture and skin detail,medium,high,"Fashion shot of a woman in cream linen layers posed in a Japandi-styled set with plaster wall, antique red cabinet and branches; outfit-focused rather than interior.",descriptive,Japandi aesthetic part 2,none,,,False,lifestyle_influencer,en,other,beige;white;brown;red,plaster;wood;fabric,none,text_overlay;person
DFnX5PNRWm-,lianaariashomedecor,ok,ok,reel,883 followers,883,60,,9,1676,12,True,4,0,False,True,"Tendencia: Organico / Moderno  El Organic Modern es la nueva tendencia en interiorismo que dominará el 2025. Se trata de una fusión entre lo natural y lo urbano, creando espacios sofisticados y acogedores.  Materiales orgánicos: Madera, piedra, lino, cerámica hecha a mano y fibras naturales que aportan calidez y textura.  Colores oscuros y neutros: Tonos tierra profundos, grises, negros y marrones dan un aire moderno y elegante.  Diseño minimalista pero acogedor: Líneas limpias combinadas con elementos rústicos para lograr equilibrio y armonía.  Sostenibilidad y autenticidad: Piezas artesanales y materiales reciclados.  Esta tendencia es perfecta para quienes buscan un hogar moderno pero con alma, donde la naturaleza y el diseño se fusionan en perfecta armonía.  ¿Te gustaría incorporar este estilo en tu hogar? Escríbeme y te ayudo a lograrlo. ✨🏡  Trend 2025: Organic Modern  Organic Modern is the hottest interior design trend for 2025.  Organic Materials: Wood, stone, linen, handmade ceramics, and natural fibers bring warmth and texture.  Dark & Neutral Colors: Deep earth tones, grays, blacks, and browns add a modern and elegant touch.  Minimalist: Clean lines paired with rustic elements for a balanced and harmonious look.  Sustainability & Authenticity: Handcrafted pieces or recycled materials.  This trend is perfect for those who want a modern home with soul, where nature and design come together in perfect harmony.  Would you like to bring this style into your home? Let's m",cover-v2-embed,cover_r04_052.json,living_room,none_visible,none,organic_modern,rustic_cozy,warm,dark,mixed,False,False,Organic Modern 2025,aspirational_realistic,ai_generated,"typical Midjourney-style image: painterly stone and wood textures, smeared details on bowls and spheres, no camera noise",medium,medium,"Moody living room with stacked-stone wall, live-edge wood coffee table and low sofa with earth-tone cushions under an 'Organic Modern 2025' trend title.",descriptive,Tendencia: Organico / Moderno,dm,Odessa FL / Tampa Bay / Trinity FL (hashtags),,False,designer_studio,es,living_room,brown;grey;black;beige,natural_stone;wood;fabric,none,text_overlay
DVnUr39ktOd,designerbricks_official,ok,ok,reel,113K followers,113000,319,61,,226,3,True,0,0,False,False,"Explore the Top 5 bedroom styles transforming modern homes. From minimalist elegance to luxury comfort, discover designs that elevate your space. Which style matches your taste? #BedroomDesign #InteriorInspiration #ModernHomes",cover-v2-embed,cover_r04_052.json,bedroom,none_visible,none,modern_luxury,,warm,medium,night_artificial,False,False,WHICH BEDROOMS STYLE IS YOUR ?,aspirational_realistic,unclear,synthetic CG look with smooth gradients and perfect symmetry; cannot tell AI image from 3D render; no disclosure,medium,medium,"Mauve bedroom with a mustard channel-tufted velvet bed, LED wall coves and a twin-ring chandelier behind a big 'WHICH BEDROOMS STYLE IS YOUR ?' question.",choice,"Explore the Top 5 bedroom styles transforming modern homes. From minimalist elegance to luxury comfort, discover designs",question_engagement,,,False,designer_studio,en,bedroom,pink;yellow;grey;brown,fabric;wood;metal,none,text_overlay;bed_focus
DWFHX7KiGay,yumiheiwa,ok,ok,reel,23K followers,23000,112,369508,359,93,4,False,0,0,False,False,"Quiet life | I hope your day was good, take care of yourself #quietlife #softlife #calm #cozy",cover-v2-embed,cover_r04_052.json,other,none_visible,none,other,,warm,dark,night_artificial,False,True,quiet life,real_existing,real_footage,grainy low-light phone video frame of a real hand in a sweater opening a window between velvet curtains,low,medium,Moody low-light POV of a sweatered arm opening a window between dark velvet curtains with a tiny 'quiet life' caption; mood content rather than interior showcase.,aspirational,"Quiet life | I hope your day was good, take care of yourself",none,,,False,lifestyle_influencer,en,other,black;green;white;brown,fabric;glass,none,text_overlay;person
DP_6r-aDq0c,deqoa_,ok,ok,reel,331K followers,331000,3519,700,5,336,15,True,2,1,False,False,Minimal. Modern. Effortlessly chic. 🤎 What do you like the most in this house? 🥰 - Video: @interior.ela - #interior #interiordecor #interiorstyling #interiordecorating #interior4all #interiordesignideas #moderninterior #housedesign #roomdesign #housebeautiful #livingroomdecor #livingroomdecor #kitchen #minimalism #moderninteriordesign,cover-v2-embed,cover_r04_053.json,dining,house,none,minimalist,modern_luxury,neutral,bright,mixed,False,False,,real_existing,real_footage,handheld phone video of a real home with natural camera grain; caption credits videographer @interior.ela,high,medium,"View from a stair landing past lit pillar candles into a sunlit white dining room with black oval table, boucle chairs and dome pendants.",descriptive,Minimal. Modern. Effortlessly chic. 🤎,question_engagement,,,False,theme_page,en,dining;stairs_hall,white;black;grey;beige,glass;fabric;plants;fire;metal,none,door_or_threshold
CrV1TAVMrNn,thesill,ok,ok,reel,700K followers,700000,8602,6505,53,832,5,False,2,1,False,False,"Happy Earth Day, plant friends!🌏  To be human is to experience biophilia. Biophilia is the feeling of connection to the natural world and represents our innate desire to connect with nature and bond with other species.  Biophilia is becoming more relevant as people are raised within urban settings, and surrounded by technology rather than other living things. Plants are our natural partners in life and incorporating them into our lives could not only help us reconnect with the natural world, but also benefit our health and well being!  It is easy to take your interior or exterior design in a biophilic direction. We are in awe of how @fesi_djojo approached their home courtyard design which has evolved to have a garden in almost every room of the home 💚  #plantsmakepeoplehappy #biophilia #biophilicdesign #earthday #thesill",cover-v2-embed,cover_r04_053.json,garden_landscape,house,jungle_tropical,biophilic,tropical,neutral,bright,daylight,True,False,,real_existing,real_footage,phone video of a real home; caption credits the homeowner @fesi_djojo; natural light and reflections on polished concrete,medium,high,"From a plant-filled room with polished concrete floor, an opened black-framed glass wall reveals a dense jungle-like courtyard garden with deck and water bowl.",descriptive,"Happy Earth Day, plant friends!🌏",none,,,False,brand_manufacturer,en,garden_landscape;terrace_outdoor,green;grey;brown;black,plants;concrete;wood;glass;metal;water,none,door_or_threshold;view_reveal
