handle,url,plattform,nische_cluster,unter_nische,land_sprache,account_alter_oder_start,erstes_sichtbares_posting,start_datenqualitaet,follower_heute,follower_heute_datum,follower_heute_dq,follower_vor_30d,follower_vor_60d,follower_vor_90d,follower_vor_120d,follower_historie_quelle,follower_historie_dq,posts,posts_dq,posts_pro_woche,median_reel_views,median_dq,top_reel_url,top_reel_views,top_reel_datum,top5_reels,top_reels_dq,anzahl_reels_ueber_1m_bekannt,engagement_hinweis,ai_status,ai_beleg,ai_tools,klasse,emerging_outlier,affiliate_oder_monetarisierung_sichtbar,link_in_bio,quelle_urls,pruefdatum,notizen
@DreamyInterior,https://www.youtube.com/@DreamyInterior,YouTube Shorts (Cross-Plattform-Zwilling; IG-Präsenz ungeprüft falls nicht genannt),AI Interior / Dream Rooms,Tiny-Bedroom-/Small-Apartment-Transformationen,US/EN,Kanal erstellt 2024-03-07,2026-03-18,THIRD-PARTY OBSERVED (NexLev firstVideoUploadDate); Beitrittsdatum VERIFIED (YouTube About),"316,000",2026-09-26,VERIFIED (YouTube About via NexLev),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine,UNKNOWN,90,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,"579,500","THIRD-PARTY OBSERVED (NexLev medianViews, Shorts)",https://youtube.com/shorts/ABCQ2EDzW7U,"32,685,007",2026-07-11,https://youtube.com/shorts/ABCQ2EDzW7U|32.7M|2026-07-11; https://youtube.com/shorts/lR68CsyPaSM|18M|UNKNOWN; https://youtube.com/shorts/mJm-Djq2iUk|13M|UNKNOWN; https://youtube.com/shorts/Rias-p0ruUA|12M|UNKNOWN; https://youtube.com/shorts/lUEarC0456Q|10M|UNKNOWN,THIRD-PARTY OBSERVED (NexLev topShorts); Top-1 VERIFIED via YouTube-Videodetails,≥5,UNKNOWN,LIKELY,NexLev isAIContent=true; frühere Studie; keine Selbstkennzeichnung gefunden,UNKNOWN,"A-Äquivalent (erster Upload 2026-03-18, >100K) + C + E",nein,UNKNOWN,UNKNOWN,https://www.youtube.com/@DreamyInterior | NexLev search_shorts_niche_finder_channels (2026-09-26),2026-09-26,"Kontext-Beispiel der früheren Studie neu geprüft. Top-Short 32,7 Mio Views, 2026-07-11. IG-Handle nicht gefunden (Kandidaten @dreamy_interior/@dreamyy_interior sind andere Accounts). TikTok @dreamyinterior (6.589 Follower, 1,05 Mio Likes) nicht eindeutig zuordenbar."
@MistoraEarth,https://www.youtube.com/@MistoraEarth,YouTube Shorts (Cross-Plattform-Zwilling; IG-Präsenz ungeprüft falls nicht genannt),AI Nature Landscapes / Dream Destinations,'Place on earth that don't feel real' – 16-Sek.-Natur-Clips,EN,Kanal erstellt 2024-12-02,2025-12-11,THIRD-PARTY OBSERVED (NexLev firstVideoUploadDate); Beitrittsdatum VERIFIED (YouTube About),"629,000",2026-09-26,VERIFIED (YouTube About via NexLev),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine,UNKNOWN,72,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,"5,300,000","THIRD-PARTY OBSERVED (NexLev medianViews, Shorts)",https://youtube.com/shorts/QLxUsSn9NGQ,"325,324,391",2026-01-07,https://youtube.com/shorts/QLxUsSn9NGQ|325.3M|2026-01-07; https://youtube.com/shorts/Xw3UkSzPpA0|91M|UNKNOWN; https://youtube.com/shorts/5sTBTa0lThs|59M|UNKNOWN; https://youtube.com/shorts/NsBPA7DlZEw|32M|UNKNOWN; https://youtube.com/shorts/I_2b_AFcZ8Q|25M|UNKNOWN,THIRD-PARTY OBSERVED (NexLev topShorts); Top-1 VERIFIED via YouTube-Videodetails,≥5,UNKNOWN,LIKELY,Beschreibung 'nature that looks straight out of a dream'; NexLev isAIContent=true; kein Label,UNKNOWN,"B/C-Äquivalent (<12 Mon. seit erstem Upload, 629K, 72 Videos) + E",nein,UNKNOWN,UNKNOWN,https://www.youtube.com/@MistoraEarth | NexLev search_shorts_niche_finder_channels (2026-09-26),2026-09-26,"IG: @mistoraearth (im YouTube-About verlinkt). Top-Short 325 Mio Views (2026-01-07). Median 5,3 Mio = extrem hoch."
@AurasEarth,https://www.youtube.com/@AurasEarth,YouTube Shorts (Cross-Plattform-Zwilling; IG-Präsenz ungeprüft falls nicht genannt),AI Nature Landscapes / Dream Destinations,Copycat-Format von Mistora (identischer Beschreibungstext),US/EN,Kanal erstellt 2026-05-22,2026-05-23,THIRD-PARTY OBSERVED (NexLev firstVideoUploadDate); Beitrittsdatum VERIFIED (YouTube About),"123,000",2026-09-26,VERIFIED (YouTube About via NexLev),UNKNOWN,UNKNOWN,UNKNOWN,"≈0 (Kanal am 2026-05-22 erstellt, 7 Tage vor Stichtag)",Kanal-Beitrittsdatum,ESTIMATED (Kanal existierte noch nicht/keine Uploads),102,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,"269,500","THIRD-PARTY OBSERVED (NexLev medianViews, Shorts)",https://youtube.com/shorts/8vU6dgSep2Y,"84,661,519",2026-07-02,https://youtube.com/shorts/8vU6dgSep2Y|84.7M|2026-07-02; https://youtube.com/shorts/Dh7FGoGe7ag|25M|UNKNOWN; https://youtube.com/shorts/XNlNAov37so|3.1M|UNKNOWN; https://youtube.com/shorts/BQ8FWh9DHDM|1.7M|UNKNOWN; https://youtube.com/shorts/NR4k7C-C4TQ|1M|UNKNOWN,THIRD-PARTY OBSERVED (NexLev topShorts); Top-1 VERIFIED via YouTube-Videodetails,≥5,UNKNOWN,LIKELY,Beschreibung wortgleich mit Mistora; NexLev isAIContent=true,UNKNOWN,"A-Äquivalent (Kanal <6 Mon., >100K) + E","teilweise (Top-Short 84,7 Mio vs. 123K Abos)",UNKNOWN,UNKNOWN,https://www.youtube.com/@AurasEarth | NexLev search_shorts_niche_finder_channels (2026-09-26),2026-09-26,"Musterbeispiel 120-Tage-Momentum: Kanal 2026-05-22, Top-Short 84,7 Mio am 2026-07-02. Copycat-Beleg (Textklon)."
@AvenaEarth,https://www.youtube.com/@AvenaEarth,YouTube Shorts (Cross-Plattform-Zwilling; IG-Präsenz ungeprüft falls nicht genannt),AI Nature Landscapes / Dream Destinations,'Places on Earth that shouldn't exist' + 'Which place did you like 1/2/3',US/EN,Kanal erstellt 2026-07-01,UNKNOWN,THIRD-PARTY OBSERVED (NexLev firstVideoUploadDate); Beitrittsdatum VERIFIED (YouTube About),"86,000",2026-09-26,VERIFIED (YouTube About via NexLev),UNKNOWN,UNKNOWN,0 (Kanal existierte nicht),0 (Kanal existierte nicht),Kanal-Beitrittsdatum 2026-07-01,ESTIMATED (Kanal existierte noch nicht/keine Uploads),114,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,"502,000","THIRD-PARTY OBSERVED (NexLev medianViews, Shorts)",https://youtube.com/shorts/3C6XaTc16jQ,19M,UNKNOWN,https://youtube.com/shorts/3C6XaTc16jQ|19M|UNKNOWN; https://youtube.com/shorts/7Aphkoc_hSU|18M|UNKNOWN; https://youtube.com/shorts/s6J_DAdLTik|9.1M|UNKNOWN; https://youtube.com/shorts/0fcR9KPA2tw|3.7M|UNKNOWN; https://youtube.com/shorts/IGd_Rop1PVs|2.4M|UNKNOWN,THIRD-PARTY OBSERVED (NexLev topShorts),≥5,UNKNOWN,LIKELY,NexLev isAIContent=true; Thema 'places that shouldn't exist'; kein Label,UNKNOWN,E (≥5 Shorts >1M); Kanal <3 Mon.,"JA (86K Abos, Top 19M, <90 Tage alt)",UNKNOWN,UNKNOWN,https://www.youtube.com/@AvenaEarth | NexLev search_shorts_niche_finder_channels (2026-09-26),2026-09-26,Choose-one-Hook ('Which place did you like the most 1 or 2 or 3'). ~114 Uploads in 87 Tagen ≈ 9/Woche.
@EclipticWorld,https://www.youtube.com/@EclipticWorld,YouTube Shorts (Cross-Plattform-Zwilling; IG-Präsenz ungeprüft falls nicht genannt),AI Travel / Dream Destinations,'most unreal places on Earth' + 'Which place was your favorite 1/2/3',US/EN,UNKNOWN,2026-08-14,THIRD-PARTY OBSERVED (NexLev firstVideoUploadDate),"14,900",2026-09-26,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,≈0 (vor erstem Upload),≈0,≈0,erster Upload 2026-08-14,ESTIMATED (Kanal existierte noch nicht/keine Uploads),42,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,"67,500","THIRD-PARTY OBSERVED (NexLev medianViews, Shorts)",https://youtube.com/shorts/f28lAxmzDXI,11M,UNKNOWN,https://youtube.com/shorts/f28lAxmzDXI|11M|UNKNOWN; https://youtube.com/shorts/lFpoCUY_zHM|1.5M|UNKNOWN; https://youtube.com/shorts/Mp6N9urjg00|656K|UNKNOWN; https://youtube.com/shorts/rg0yqTpSkuE|598K|UNKNOWN; https://youtube.com/shorts/wHWIefghYXc|423K|UNKNOWN,THIRD-PARTY OBSERVED (NexLev topShorts),2,UNKNOWN,LIKELY,NexLev isAIContent=true; Format identisch zu Avena Earth,UNKNOWN,keine Klasse (zu klein) – Emerging Outlier,"JA (14,9K Abos, Top-Short 11M, erster Upload vor 43 Tagen)",UNKNOWN,UNKNOWN,https://www.youtube.com/@EclipticWorld | NexLev search_shorts_niche_finder_channels (2026-09-26),2026-09-26,Jüngster Outlier im Cluster.
@Panda-Paw,https://www.youtube.com/@Panda-Paw,YouTube Shorts (Cross-Plattform-Zwilling; IG-Präsenz ungeprüft falls nicht genannt),AI Sneaker-/Product-Design / Tech Gadgets,'Japan's AI-designed ... shoe pod' – Futuristische Produkt-Konzepte,US/EN,Kanal erstellt 2025-10-16,2025-10-21,THIRD-PARTY OBSERVED (NexLev firstVideoUploadDate); Beitrittsdatum VERIFIED (YouTube About),"130,000",2026-09-26,VERIFIED (YouTube About via NexLev),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine,UNKNOWN,70,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,"2,500,000","THIRD-PARTY OBSERVED (NexLev medianViews, Shorts)",https://youtube.com/shorts/d9FRo5MkHco,"155,629,679",2026-01-03,https://youtube.com/shorts/d9FRo5MkHco|155.6M|2026-01-03; https://youtube.com/shorts/zIZnrCmHrtk|84M|UNKNOWN; https://youtube.com/shorts/ePcBjaG5Wgs|34M|UNKNOWN; https://youtube.com/shorts/qdzkCG7-MKE|27M|UNKNOWN; https://youtube.com/shorts/UId-C8L_UOo|22M|UNKNOWN,THIRD-PARTY OBSERVED (NexLev topShorts); Top-1 VERIFIED via YouTube-Videodetails,≥5,UNKNOWN,VERIFIED,"Video-Keywords 'Sora AI Video', 'AI Fashion', 'AI Art', 'Concept Design'; Titel 'AI-Designed'",Sora (Keyword),"C-Äquivalent (<100 Videos, >100K) + E",teilweise (Views >> Abos),UNKNOWN,UNKNOWN,https://www.youtube.com/@Panda-Paw | NexLev search_shorts_niche_finder_channels (2026-09-26),2026-09-26,"Top-Short 155,6 Mio (2026-01-03) bei nur 130K Abos -> niedrige Abo-Konversion typisch für Konzept-Produkt-Clips. Kanalbeschreibung (Ziggy-Stories) passt nicht mehr zum Inhalt = Pivot."
@AuraaFrame,https://www.youtube.com/@AuraaFrame,YouTube Shorts (Cross-Plattform-Zwilling; IG-Präsenz ungeprüft falls nicht genannt),AI Interior / Dream Rooms,Luxus-Epoxy-Böden / Split-Floor-Transformationen,US/EN,UNKNOWN,2026-03-12,THIRD-PARTY OBSERVED (NexLev firstVideoUploadDate),"196,000",2026-09-26,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine,UNKNOWN,31,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,"65,000","THIRD-PARTY OBSERVED (NexLev medianViews, Shorts)",https://youtube.com/shorts/n09mWzjehrU,101M,UNKNOWN,https://youtube.com/shorts/n09mWzjehrU|101M|UNKNOWN; https://youtube.com/shorts/hiDqsdwp6Jw|49M|UNKNOWN; https://youtube.com/shorts/LZ81DkKw8Yk|5.9M|UNKNOWN; https://youtube.com/shorts/k1LjGQxh-SA|782K|UNKNOWN; https://youtube.com/shorts/jFCmkHA9C1U|732K|UNKNOWN,THIRD-PARTY OBSERVED (NexLev topShorts),3,UNKNOWN,LIKELY,NexLev isAIContent=true (Format 'AI stories'); Epoxy-'Aquarium'-Böden typisches AI-Motiv; kein Label,UNKNOWN,"A-Äquivalent + C (31 Videos, 196K) + E",teilweise,UNKNOWN,UNKNOWN,https://www.youtube.com/@AuraaFrame | NexLev search_shorts_niche_finder_channels (2026-09-26),2026-09-26,Hit-getrieben (2 Shorts = 150M von 161M Gesamtviews).
@Momentum.Builds,https://www.youtube.com/@Momentum.Builds,YouTube Shorts (Cross-Plattform-Zwilling; IG-Präsenz ungeprüft falls nicht genannt),AI Interior / Room Makeover,Epoxy-Aquarium-Bedroom-Floor u. a. Transformationen,CA/EN,UNKNOWN,2025-12-08,THIRD-PARTY OBSERVED (NexLev firstVideoUploadDate),"154,000",2026-09-26,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine,UNKNOWN,88,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,"136,000","THIRD-PARTY OBSERVED (NexLev medianViews, Shorts)",https://youtube.com/shorts/XRONPmcUkXg,74M,UNKNOWN,https://youtube.com/shorts/XRONPmcUkXg|74M|UNKNOWN; https://youtube.com/shorts/TfXvV3gJD8A|20M|UNKNOWN; https://youtube.com/shorts/7xJSgKLyA50|12M|UNKNOWN; https://youtube.com/shorts/cM5j9FstryU|6.6M|UNKNOWN; https://youtube.com/shorts/24LuczTdNvU|6.3M|UNKNOWN,THIRD-PARTY OBSERVED (NexLev topShorts),≥5,UNKNOWN,LIKELY,NexLev isAIContent=true (Format 'AI stories'),UNKNOWN,"C-Äquivalent (<100 Videos, >100K) + E",nein,UNKNOWN,UNKNOWN,https://www.youtube.com/@Momentum.Builds | NexLev search_shorts_niche_finder_channels (2026-09-26),2026-09-26,
@Aesthetic_Redesign,https://www.youtube.com/@Aesthetic_Redesign,YouTube Shorts (Cross-Plattform-Zwilling; IG-Präsenz ungeprüft falls nicht genannt),AI Interior / Room Makeover,Epoxy-Treppen/Interior-Redesigns,NL/EN,UNKNOWN,2025-12-25,THIRD-PARTY OBSERVED (NexLev firstVideoUploadDate),"45,200",2026-09-26,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine,UNKNOWN,18,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,"51,500","THIRD-PARTY OBSERVED (NexLev medianViews, Shorts)",https://youtube.com/shorts/dvKZc1lIKIM,50M,UNKNOWN,https://youtube.com/shorts/dvKZc1lIKIM|50M|UNKNOWN; https://youtube.com/shorts/fS8WsZ2qBPY|13M|UNKNOWN; https://youtube.com/shorts/IzkvVz5Z-_M|289K|UNKNOWN; https://youtube.com/shorts/Of9x2_58oH8|161K|UNKNOWN; https://youtube.com/shorts/3uukBt31pPI|133K|UNKNOWN,THIRD-PARTY OBSERVED (NexLev topShorts),2,UNKNOWN,LIKELY,NexLev isAIContent=true (Format '2D/3D Animation'); Kanal: 'reimagine interiors and structures through creative redesigns',UNKNOWN,"D-nah (<50 Videos, aber <50K)","JA (45K Abos, Top 50M, 18 Videos)",UNKNOWN,UNKNOWN,https://www.youtube.com/@Aesthetic_Redesign | NexLev search_shorts_niche_finder_channels (2026-09-26),2026-09-26,
@CreativeAIConcept,https://www.youtube.com/@CreativeAIConcept,YouTube Shorts (Cross-Plattform-Zwilling; IG-Präsenz ungeprüft falls nicht genannt),AI Homes / Tiny Houses,'Turning a Rusted School Bus into a DREAM Home' – Umbau-Konzepte,RO/EN,UNKNOWN,2026-01-28,THIRD-PARTY OBSERVED (NexLev firstVideoUploadDate),"40,900",2026-09-26,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine,UNKNOWN,30,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,"14,000","THIRD-PARTY OBSERVED (NexLev medianViews, Shorts)",https://youtube.com/shorts/RvOWSU-RRMQ,12M,UNKNOWN,https://youtube.com/shorts/RvOWSU-RRMQ|12M|UNKNOWN; https://youtube.com/shorts/mzDDbE0pP9Y|8M|UNKNOWN; https://youtube.com/shorts/KZLLWQ8ldWQ|3.7M|UNKNOWN; https://youtube.com/shorts/xhfDF1iSv-Y|1.8M|UNKNOWN; https://youtube.com/shorts/ve0RdcDLPc8|767K|UNKNOWN,THIRD-PARTY OBSERVED (NexLev topShorts),4,UNKNOWN,VERIFIED,Kanalname 'CreativeAIConcept'; 'We make the impossible a reality',UNKNOWN,keine (zu klein),"JA (40,9K Abos, Top 12M, Median nur 14K)",UNKNOWN,UNKNOWN,https://www.youtube.com/@CreativeAIConcept | NexLev search_shorts_niche_finder_channels (2026-09-26),2026-09-26,
@BuildFlow-11,https://www.youtube.com/@BuildFlow-11,YouTube Shorts (Cross-Plattform-Zwilling; IG-Präsenz ungeprüft falls nicht genannt),AI Homes / Tiny Houses,'Turning a giant strawberry into a tiny house',PK/EN,UNKNOWN,2026-03-05,THIRD-PARTY OBSERVED (NexLev firstVideoUploadDate),"83,000",2026-09-26,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine,UNKNOWN,46,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,"31,000","THIRD-PARTY OBSERVED (NexLev medianViews, Shorts)",https://youtube.com/shorts/10SmTJT6kds,24M,UNKNOWN,https://youtube.com/shorts/10SmTJT6kds|24M|UNKNOWN; https://youtube.com/shorts/CCqPQbyfSiA|6.1M|UNKNOWN; https://youtube.com/shorts/4j4Qoh2Yvj0|4.7M|UNKNOWN; https://youtube.com/shorts/OOZX47gAa8E|4.6M|UNKNOWN; https://youtube.com/shorts/ACq6UhYbgVY|4.4M|UNKNOWN,THIRD-PARTY OBSERVED (NexLev topShorts),≥5,UNKNOWN,LIKELY,physikalisch unmögliche Motive (Erdbeer-Haus); NexLev 'AI stories'; Beschreibung wirbt für 'YouTube automation',UNKNOWN,keine (<100K),JA (Top 24M bei 83K),Coaching/Automation-Angebot (Kanalbeschreibung),UNKNOWN,https://www.youtube.com/@BuildFlow-11 | NexLev search_shorts_niche_finder_channels (2026-09-26),2026-09-26,Betreiber verkauft 'YouTube automation'-Hilfe (WhatsApp) -> Guru-Monetarisierung.
@grannybuilder,https://www.youtube.com/@grannybuilder,YouTube Shorts (Cross-Plattform-Zwilling; IG-Präsenz ungeprüft falls nicht genannt),AI Garden / Backyard + House Build,"'90yo Granny builds luxury secret bunkers', Zen-Garten-Topiary",TH/EN,UNKNOWN,2026-04-16,THIRD-PARTY OBSERVED (NexLev firstVideoUploadDate),"140,000",2026-09-26,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine,UNKNOWN,171,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,"626,000","THIRD-PARTY OBSERVED (NexLev medianViews, Shorts)",https://youtube.com/shorts/DVsH8-zd-xo,"35,421,112",2026-05-11,https://youtube.com/shorts/DVsH8-zd-xo|35.4M|2026-05-11; https://youtube.com/shorts/98uMM5oXz14|31M|UNKNOWN; https://youtube.com/shorts/Q8R7iNGGrt4|27M|UNKNOWN; https://youtube.com/shorts/Xhrc5mdzFcU|18M|UNKNOWN; https://youtube.com/shorts/MUNLhIcOqH8|13M|UNKNOWN,THIRD-PARTY OBSERVED (NexLev topShorts); Top-1 VERIFIED via YouTube-Videodetails,≥5,UNKNOWN,LIKELY,Prämisse unmöglich (90-jährige baut allein Bunker); NexLev 'AI stories',UNKNOWN,"A-Äquivalent (YT+TikTok <6 Mon., >100K) + E",nein,UNKNOWN,UNKNOWN,https://www.youtube.com/@grannybuilder | NexLev search_shorts_niche_finder_channels (2026-09-26),2026-09-26,"TikTok-Zwilling @grannybuilder: 173.852 Follower, 2,30 Mio Likes, 170 Videos, Account erstellt 2026-03-27 (tiktok.com Public-Profil, VERIFIED). Top-Short 35,4 Mio (2026-05-11). Charakter-Serienformat im Bau-/Garten-Cluster."
@storycar.barnfind,https://www.youtube.com/@storycar.barnfind,YouTube Shorts (Cross-Plattform-Zwilling; IG-Präsenz ungeprüft falls nicht genannt),AI Cars / Car Transformations + AI Homes,Barnfind-/Flugzeug-zu-Dschungelvilla-Restaurationen,ES/EN,UNKNOWN,2026-04-01,THIRD-PARTY OBSERVED (NexLev firstVideoUploadDate),"147,000",2026-09-26,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine,UNKNOWN,365,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,"998,000","THIRD-PARTY OBSERVED (NexLev medianViews, Shorts)",https://youtube.com/shorts/A5Dd4ugDrQI,12M,UNKNOWN,https://youtube.com/shorts/A5Dd4ugDrQI|12M|UNKNOWN; https://youtube.com/shorts/hIp_LQw1QMc|8M|UNKNOWN; https://youtube.com/shorts/sa27LwSVJYc|7.7M|UNKNOWN; https://youtube.com/shorts/tpe9iV7UCXU|7.3M|UNKNOWN; https://youtube.com/shorts/rcf0oSY19oE|4.7M|UNKNOWN,THIRD-PARTY OBSERVED (NexLev topShorts),≥5,UNKNOWN,LIKELY,NexLev 'AI stories'; Motive #AirplaneHome #JungleVilla,UNKNOWN,"A-Äquivalent (erster Upload <6 Mon., >100K) + E",nein,UNKNOWN,UNKNOWN,https://www.youtube.com/@storycar.barnfind | NexLev search_shorts_niche_finder_channels (2026-09-26),2026-09-26,"TikTok @storycar.barnfind: 66.793 Follower, 101 Videos (TikTok-Account älter, erstellt 2023-09-04). Sehr hohe Frequenz (365 Uploads seit 04/2026 ≈ 14/Woche)."
@RogueClip-m9q,https://www.youtube.com/@RogueClip-m9q,YouTube Shorts (Cross-Plattform-Zwilling; IG-Präsenz ungeprüft falls nicht genannt),AI Luxury / Dream Rooms,'A Million Dollar Jelly Bed' – absurde Luxusobjekte,EN,UNKNOWN,2025-11-26,THIRD-PARTY OBSERVED (NexLev firstVideoUploadDate),"253,000",2026-09-26,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine,UNKNOWN,114,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,"93,000","THIRD-PARTY OBSERVED (NexLev medianViews, Shorts)",https://youtube.com/shorts/TDj1VyM6kJg,9.9M,UNKNOWN,https://youtube.com/shorts/TDj1VyM6kJg|9.9M|UNKNOWN; https://youtube.com/shorts/nXuqd0Gk-mc|7.6M|UNKNOWN; https://youtube.com/shorts/NsRWr8X8DAI|4.4M|UNKNOWN; https://youtube.com/shorts/73cDK4-M97I|3.5M|UNKNOWN; https://youtube.com/shorts/XB_MdcCt1qU|2.6M|UNKNOWN,THIRD-PARTY OBSERVED (NexLev topShorts),≥5,UNKNOWN,LIKELY,Kanal-Disclaimer 'creative stories ... not based on real events'; NexLev 'AI stories',UNKNOWN,"B-Äquivalent (<12 Mon., >250K) + E",nein,UNKNOWN,UNKNOWN,https://www.youtube.com/@RogueClip-m9q | NexLev search_shorts_niche_finder_channels (2026-09-26),2026-09-26,Copycat: 'The Amazing Jelly Bed' auch bei @RuangPensiun1 (11M).
@IslaInteriorDesigner,https://www.youtube.com/@IslaInteriorDesigner,YouTube Shorts (Cross-Plattform-Zwilling; IG-Präsenz ungeprüft falls nicht genannt),AI Interior / Room Makeover,'Used RenoMuse app and turned my room into...' – App-Promo mit AI-Redesigns,EN,UNKNOWN,2026-04-05,THIRD-PARTY OBSERVED (NexLev firstVideoUploadDate),"50,900",2026-09-26,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine,UNKNOWN,233,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,"585,000","THIRD-PARTY OBSERVED (NexLev medianViews, Shorts)",https://youtube.com/shorts/cFq4zgr5fQk,5.5M,UNKNOWN,https://youtube.com/shorts/cFq4zgr5fQk|5.5M|UNKNOWN; https://youtube.com/shorts/9KYhovFAwzs|2.9M|UNKNOWN; https://youtube.com/shorts/EOS4L0nfIGA|2.6M|UNKNOWN; https://youtube.com/shorts/1qRFnQC3d1A|2.1M|UNKNOWN; https://youtube.com/shorts/dB4n8No0KvI|2M|UNKNOWN,THIRD-PARTY OBSERVED (NexLev topShorts),≥5,UNKNOWN,LIKELY,Kanalbeschreibung verweist auf AI-Redesign-App RenoMuse; NexLev 'AI stories',RenoMuse (AI-App),E,JA (Median 585K bei 51K Abos),JA: App-Promotion RenoMuse ('search RenoMuse in the App Store'),UNKNOWN,https://www.youtube.com/@IslaInteriorDesigner | NexLev search_shorts_niche_finder_channels (2026-09-26),2026-09-26,App-Growth-Account (faceless UGC) – Monetarisierung über App-Installationen.
@LuxBuild_Timelapse,https://www.youtube.com/@LuxBuild_Timelapse,YouTube Shorts (Cross-Plattform-Zwilling; IG-Präsenz ungeprüft falls nicht genannt),AI Architecture / Build Timelapse,Bau-Timelapses ikonischer Gebäude,ID/EN,UNKNOWN,2026-02-16,THIRD-PARTY OBSERVED (NexLev firstVideoUploadDate),"34,500",2026-09-26,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine,UNKNOWN,48,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,"61,000","THIRD-PARTY OBSERVED (NexLev medianViews, Shorts)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,THIRD-PARTY OBSERVED (NexLev topShorts),UNKNOWN,UNKNOWN,LIKELY,NexLev isAIContent=true; Timelapse-Format,UNKNOWN,keine,nein/unbekannt,UNKNOWN,UNKNOWN,https://www.youtube.com/@LuxBuild_Timelapse | NexLev search_shorts_niche_finder_channels (2026-09-26),2026-09-26,Keine Top-Shorts-Daten geliefert.
@vukovic_vlad,https://www.tiktok.com/@vukovic_vlad,TikTok (Cross-Plattform-Zwilling von @not_your_basic_build / Bau Rausch),AI Homes / House Build Timelapse + AI Interior,"AI Design & Renovation, cozy Makeovers",DE/EN,TikTok-Account erstellt 2024-07-24,UNKNOWN,VERIFIED (TikTok createTime),"1,474,629",2026-09-26,VERIFIED (tiktok.com Public-Profil),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine,UNKNOWN,133,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"21,73 Mio Likes gesamt",VERIFIED,"TikTok-Bio: 'AI Design & Renovation', '1B+ views in the 30 days', 'Get AI Builder: Starter Guide'",UNKNOWN,kein IG-Account – Kontext,nein,"JA: Guide-Verkauf via vukovic.ink (Starter 9,99 €, Pro Max 24,99 €, Mentoring 199,99 €)",https://vukovic.ink,https://www.tiktok.com/@vukovic_vlad | https://vukovic.ink/,2026-09-26,"'1B+ views in 30 days' SELF-REPORTED, undatiert."
