kennzahl,markt,wert,einheit,jahr,quelle_titel,quelle_url,datenqualitaet,notiz
meta_facebook_cpm,UK,17.38,"(Währung n. a., vermutl. USD)",2026,"Superads Facebook Ads CPM Benchmarks (>3 Mrd. USD Spend, 13 Monate)",https://www.superads.ai/facebook-ads-costs/cpm-cost-per-mille/united-kingdom,THIRD-PARTY ESTIMATE,15-16 % unter globalem Schnitt
meta_facebook_cpm,DE,14.8,EUR lt. Seite (Währung uneinheitlich),2026,"Superads Facebook Ads CPM Benchmarks (>3 Mrd. USD Spend, 13 Monate)",https://www.superads.ai/facebook-ads-costs/cpm-cost-per-mille/germany,THIRD-PARTY ESTIMATE,"28 % unter global; sehr volatil (9,81-32,28)"
meta_facebook_cpm,CA,13.05,USD,2026,"Superads Facebook Ads CPM Benchmarks (>3 Mrd. USD Spend, 13 Monate)",https://www.superads.ai/facebook-ads-costs/cpm-cost-per-mille/canada,THIRD-PARTY ESTIMATE,
meta_facebook_cpm,AU,14.38,USD,2026,"Superads Facebook Ads CPM Benchmarks (>3 Mrd. USD Spend, 13 Monate)",https://www.superads.ai/facebook-ads-costs/cpm-cost-per-mille/australia,THIRD-PARTY ESTIMATE,
meta_facebook_cpm,IN,1.35,USD,2026,"Superads Facebook Ads CPM Benchmarks (>3 Mrd. USD Spend, 13 Monate)",https://www.superads.ai/facebook-ads-costs/cpm-cost-per-mille/india,THIRD-PARTY ESTIMATE,Kaufkraft-Proxy: sehr niedrig
meta_facebook_cpm,Global,20.59,USD,2026,Superads Facebook Ads CPM Benchmarks,https://www.superads.ai/facebook-ads-costs/cpm,THIRD-PARTY ESTIMATE,Jul 2025-Jul 2026
instagram_hashtag_posts,#homedecor (EN),172430340,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-12-01, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/homedecor/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-12-01; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#interiordesign (EN),210157534,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-11-30, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/interiordesign/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-11-30; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#interior (EN),100415975,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-12-03, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/interior/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-12-03; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#livingroomdecor (EN),8631490,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-11-03, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/livingroomdecor/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-11-03; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#homeinspo (EN),12871779,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-10-25, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/homeinspo/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-10-25; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#livingroom (EN),22814910,Posts,2026,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2026-03-06, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/livingroom/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2026-03-06; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#interiorinspo (EN),10912636,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-10-27, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/interiorinspo/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-10-27; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#wohnideen (DE),280042,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-10-15, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/wohnideen/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-10-15; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#einrichtung (DE),496171,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-10-15, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/einrichtung/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-10-15; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#wohnzimmerideen (DE),225207,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-10-14, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/wohnzimmerideen/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-10-14; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#wohnen (DE),904186,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-11-25, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/wohnen/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-11-25; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#inneneinrichtung (DE),515717,Posts,2026,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2026-09-02, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/inneneinrichtung/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2026-09-02; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#wohnzimmer (DE),696255,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-10-15, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/wohnzimmer/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-10-15; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#einrichtungsideen (DE),109363,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-10-15, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/einrichtungsideen/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-10-15; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#gamingsetup (EN/intl),4065524,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-12-21, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/gamingsetup/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-12-21; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#setupwars (EN),383530,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-10-15, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/setupwars/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-10-15; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#desksetup (EN),986962,Posts,2026,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2026-03-09, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/desksetup/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2026-03-09; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#pcsetup (EN),966265,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-05-25, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/pcsetup/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-05-25; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#gamingroom (EN),874773,Posts,2026,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2026-08-21, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/gamingroom/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2026-08-21; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#zockerzimmer (DE),3598,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-11-04, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/zockerzimmer/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-11-04; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#gamingzimmer (DE),915,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-11-11, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/gamingzimmer/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-11-11; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#zocken (DE),649689,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-10-15, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/zocken/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-10-15; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#amazonfinds (EN),6249115,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-11-19, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/amazonfinds/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-11-19; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#founditonamazon (EN),124637,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-10-14, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/founditonamazon/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-10-14; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#amazonhome (EN),274767,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-10-14, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/amazonhome/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-10-14; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#amazonde (DE),37013,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-10-20, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/amazonde/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-10-20; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#kitchengadgets (EN),228656,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-10-15, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/kitchengadgets/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-10-15; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#kitchenhacks (EN),148086,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-09-21, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/kitchenhacks/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-09-21; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#kitchendesign (EN),19196280,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-10-23, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/kitchendesign/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-10-23; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#gardenideas (EN),376327,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-10-15, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/gardenideas/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-10-15; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#garden (EN),85459193,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-12-03, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/garden/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-12-03; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#gardening (EN),35030697,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-11-19, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/gardening/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-11-19; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#gartenideen (DE),186399,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-10-15, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/gartenideen/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-10-15; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#garten (DE),7988355,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-11-02, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/garten/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-11-02; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#gartenliebe (DE),996234,Posts,2026,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2026-07-09, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/gartenliebe/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2026-07-09; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#espresso (EN/intl),15434473,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-10-23, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/espresso/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-10-23; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#homebarista (EN),365699,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-10-15, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/homebarista/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-10-15; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#coffeelover (EN),31866880,Posts,2026,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2026-03-07, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/coffeelover/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2026-03-07; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#kaffeeliebe (DE),767077,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-10-15, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/kaffeeliebe/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-10-15; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#kaffee (DE),3492406,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-11-23, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/kaffee/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-11-23; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#dogsofinstagram (EN),334609661,Posts,2026,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2026-02-11, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/dogsofinstagram/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2026-02-11; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#dogstagram (EN),144080040,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-11-30, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/dogstagram/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-11-30; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#hundeliebe (DE),13723002,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-10-26, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/hundeliebe/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-10-26; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#hund (DE),16678518,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-10-21, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/hund/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-10-21; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#hundeleben (DE),3883569,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-11-26, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/hundeleben/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-11-26; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#catsofinstagram (EN),212423327,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-11-29, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/catsofinstagram/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-11-29; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#katzenliebe (DE),4363436,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-11-22, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/katzenliebe/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-11-22; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#cleaninghacks (EN),558173,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-10-15, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/cleaninghacks/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-10-15; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#cleaningmotivation (EN),806392,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-10-15, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/cleaningmotivation/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-10-15; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#putzen (DE),142772,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-10-14, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/putzen/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-10-14; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#haushaltstipps (DE),4347,Posts,2024,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2024-10-28, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/haushaltstipps/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2024-10-28; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#gadgets (EN/intl),8073819,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-11-09, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/gadgets/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-11-09; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#produkttest (DE),620063,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-12-03, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/produkttest/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-12-03; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#homeoffice (EN/DE),11264771,Posts,2025,"best-hashtags.com Hashtag-Report (Snapshot-Datum 2025-10-27, abgerufen 26.09.2026)",https://best-hashtags.com/hashtag/homeoffice/,THIRD-PARTY ESTIMATE,Snapshot-Datum der Drittquelle: 2025-10-27; Instagram zeigt Zahlen nicht mehr öffentlich
instagram_hashtag_posts,#amazonfundstücke (DE),,Posts,2026,best-hashtags.com (404/keine Daten für Umlaut-Tags),https://best-hashtags.com/,UNKNOWN,nicht verfügbar
instagram_hashtag_posts,#küchenhelfer (DE),,Posts,2026,best-hashtags.com (404/keine Daten für Umlaut-Tags),https://best-hashtags.com/,UNKNOWN,nicht verfügbar
instagram_hashtag_posts,#küchenideen (DE),,Posts,2026,best-hashtags.com (404/keine Daten für Umlaut-Tags),https://best-hashtags.com/,UNKNOWN,nicht verfügbar
instagram_hashtag_posts,#siebträger (DE),,Posts,2026,best-hashtags.com (404/keine Daten für Umlaut-Tags),https://best-hashtags.com/,UNKNOWN,nicht verfügbar
tiktok_hashtag_views,alle Vergleichs-Hashtags,,Views,2026,"TikTok Creative Center / tiktok.com/tag (JS/Login, nicht abrufbar)",https://ads.tiktok.com/business/creativecenter/,UNKNOWN,Datenlücke
faceless_youtube_kanaele_in_db,Englisch,57689,Kanäle,2026,"NexLev Niche-Finder-Datenbank (Filter isFaceless, channelLanguage=en)",https://nexlev.io,THIRD-PARTY ESTIMATE,Datenbank englisch-lastig kuratiert => Selektionsbias
faceless_youtube_kanaele_in_db,Deutsch,380,Kanäle,2026,NexLev Niche-Finder-Datenbank (channelLanguage=de),https://nexlev.io,THIRD-PARTY ESTIMATE,"Verhältnis ~152:1, stark bias-behaftet"
zuschauer_geo_top5,EN Amazon-Finds-Shorts-Kanal (Justice Buys),41.7,% US,2026,NexLev get_geography_revenue (Modellschätzung),https://www.youtube.com/channel/UCKaWD4ZM7ixlot6ysBVKP_g,THIRD-PARTY ESTIMATE,"IN 24,1 %; UK 13,9 %; CA 10,5 %; AU 9,8 % (Top-5 normiert)"
zuschauer_geo_top5,DE faceless DIY-Shorts (Malerart),52.3,% DE,2026,NexLev get_geography_revenue (Modellschätzung),https://www.youtube.com/channel/UCwbavnCSKqngeIqr78TNguA,THIRD-PARTY ESTIMATE,"CH 17,8 %; AT 12,9 %; US 9,4 %; BE 7,6 %"
zuschauer_geo_top5,DE faceless Lifehack-Shorts (Herr Zogg),52.4,% DE,2026,NexLev get_geography_revenue (Modellschätzung),https://www.youtube.com/channel/UCvDH8wB5bjZPeXb9Gmmj0RA,THIRD-PARTY ESTIMATE,"AT 14,8 %; CH 12,3 %; NL 10,3 %; US 10,2 %"
kanal_abonnenten,EN: Justice Buys (Amazon-Finds-Shorts),2.13,Mio. Abos,2026,NexLev,https://www.youtube.com/channel/UCKaWD4ZM7ixlot6ysBVKP_g,THIRD-PARTY ESTIMATE,"1,91 Mrd. Views, 155 Uploads"
kanal_abonnenten,EN: JayFindsThings,7.77,Mio. Abos,2026,NexLev,https://www.youtube.com/channel/UCN60vMB7bF9QusqMC4mXysg,THIRD-PARTY ESTIMATE,"6,39 Mrd. Views"
onelink_laender,Amazon OneLink,13,Länder,2026,Geniuslink Blog (Update 23.04.2026),https://geniuslink.com/blog/amazon-associates-earn-globally-initiative/,CLAIMED,"AU, CA, FR, DE, IT, JP, NL, PL, SA, SG, ES, SE, UK; Indien nicht enthalten"
earn_globally_laender,Amazon Earn Globally,6,Länder,2026,Geniuslink Blog,https://geniuslink.com/blog/amazon-associates-earn-globally-initiative/,CLAIMED,"CA, UK, DE, FR, IT, ES über US-Account"
verlust_internationale_klicks_beispiel,International,75,% Umsatzverlust (Beispielrechnung),2026,Geniuslink Blog (17.09.2026),https://geniuslink.com/blog/recapture-amazon-affiliate-international-traffic/,CLAIMED,hypothetisch: 50 % Absprung + 25 % Tag-Verlust => 1.500 von 2.000 USD verloren; Choice Pages ~2x EPC (Anbieterangabe)
