nische,brand_haendler,url_programm,netzwerk,zielmarkt,provision,provision_datenqualitaet,cookie_dauer,cookie_datenqualitaet,aov_bekannt,social_media_erlaubt,instagram_erlaubt,deep_links,produktfeed_api,internationale_lieferung,besonderheiten,quelle_url,pruefdatum
Automotive,Euro Car Parts (UK),https://ui.awin.com/merchant-profile/3997,Awin,UK,"3% Home-Delivery-Bestellungen; 0,20 GBP pro Click & Collect",VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UK,Exklusive Codes verfügbar,https://ui.awin.com/merchant-profile/3997 ; https://www.eurocarparts.com/affiliate-program,2026-09-26
Automotive,"Tirendo (DE, Reifen)",https://ui.awin.com/merchant-profile/13763,Awin,DE,3% pro Sale,VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DE (Montagepartner-Netz),"Telefonbestellungen nicht vergütet; ""spezielle saisonale Aktionen"" (Sommer-/Winterreifen)",https://ui.awin.com/merchant-profile/13763,2026-09-26
Automotive,"Tirendo (UK, Reifen)",https://ui.awin.com/merchant-profile/15112,Awin,UK,Standard 3%; Content 4%; Reward 4%; Preisvergleich 3%; Voucher 2%,VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UK,Saisonale Aktionen; Telefonbestellungen nicht vergütet,https://ui.awin.com/merchant-profile/15112,2026-09-26
Automotive,"Black Circles (UK, Reifen)",https://ui.awin.com/merchant-profile/99505,Awin,UK,"UNKNOWN (""competitive commission rates"")",UNKNOWN,30 Tage,VERIFIED,200–250 GBP (vom Händler genannt),"Ja – ""Social media influencers"" ausdrücklich gesucht",Ja (Influencer ausdrücklich),UNKNOWN,UNKNOWN,UK,14-tägige Rückgabefrist → schnelle Validierung,https://ui.awin.com/merchant-profile/99505,2026-09-26
Automotive,Speed-Reifen (DE),https://www.adcell.de/partnerprogramme/speed-reifen,Adcell (ID 11467),DE,10% Sale,VERIFIED,30 Tage (+ Postview),VERIFIED,"116,06 EUR (Ø Warenkorb bei Adcell)",UNKNOWN (incentivierter Traffic erlaubt),UNKNOWN,Ja (Direct Linking erlaubt),UNKNOWN,DE,Stornoquote 9%; Ø Freigabe 56 Tage,https://www.adcell.de/partnerprogramme/speed-reifen,2026-09-26
Automotive,Autoteile-Preiswert (DE),https://www.adcell.de/partnerprogramme/autoteile-preiswert,Adcell (ID 3399),DE,5–9% Sale,VERIFIED,60 Tage,VERIFIED,"84,52 EUR (Ø Warenkorb bei Adcell)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DE,Stornoquote 0%; Freigabe 56 Tage,https://www.adcell.de/partnerprogramme/autoteile-preiswert,2026-09-26
Haustiere,Chewy (US),https://app.impact.com/advertiser-advertiser-info/Chewy.brand,Impact (Programm seit 03/2025),USA,1% Online Sale (15 Tage); weitere Kampagne 4%; Rescue-Referral 20 USD je Neukunde (nur Tierheime),VERIFIED,15 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,"Ja, Chewy hat (wieder) ein öffentliches Programm; Autoship-Folgebestellungen: keine Recurring-Provision belegt; 4%-Kampagne Zweck nicht öffentlich",https://app.impact.com/advertiser-advertiser-info/Chewy.brand,2026-09-26
Haustiere,Petco (US),https://app.impact.com/advertiser-advertiser-info/Petco.brand,Impact,USA,"2% Online Sale; diverse Events (Vital Care, Grooming, Pals Rewards) mit 0 USD",VERIFIED,7 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,Zusätzlich Pet-Insurance-Quote-Kampagne,https://app.impact.com/advertiser-advertiser-info/Petco.brand,2026-09-26
Haustiere,PetSmart (US),https://app.impact.com/advertiser-advertiser-info/PetSmart.brand,Impact,USA,2% Online Sale / Services Booking (15 Tage); Creator-Kampagne 5% (30 Tage),VERIFIED,15 Tage (Standard) / 30 Tage (Creator),VERIFIED,UNKNOWN,Ja – separate Creator-Kampagne,Ja (Creator-Kampagne),UNKNOWN,UNKNOWN,US,"Creator-Rate 2,5x Standard",https://app.impact.com/advertiser-advertiser-info/PetSmart.brand,2026-09-26
Haustiere,"The Farmer's Dog (US, Frischfutter-Abo)",https://app.impact.com/advertiser-advertiser-info/The-Farmers-Dog.brand,Impact,USA,50 USD fix pro Neukunden-Sale (CPA),VERIFIED,30 Tage (neue Kampagne 06/2026; ältere Kampagne 1 Tag),VERIFIED,UNKNOWN,UNKNOWN (Bewerbung + E-Mail mit Traffic-Plan nötig); Community-Expert-Programm,UNKNOWN,UNKNOWN,UNKNOWN,US,Hoher Fix-CPA für Abo-Neukunden; keine Recurring-Provision; Auszahlung 2 Monate nach Monatsende,https://app.impact.com/advertiser-advertiser-info/The-Farmers-Dog.brand,2026-09-26
Haustiere,"Ollie (US, Frischfutter-Abo)",https://app.impact.com/campaign-promo-signup/Ollie-Pets.brand,Impact,USA,UNKNOWN (nicht öffentlich),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Ja (Banner, Affiliate-Links)",UNKNOWN,US,Programm über ollie.com/affiliate verlinkt,https://www.ollie.com/affiliate/ ; https://app.impact.com/campaign-promo-signup/Ollie-Pets.brand,2026-09-26
Haustiere,Whisker / Litter-Robot (US),https://app.impact.com/advertiser-advertiser-info/Litter-Robot.brand,Impact,USA,8% Online Sale,VERIFIED,90 Tage (Litter-Robot-Kampagne); weitere Kampagnen 30 bzw. 14 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,"Separates ""Whisker Amazon""-Programm (8%)",https://app.impact.com/advertiser-advertiser-info/Litter-Robot.brand,2026-09-26
Haustiere,"PETLIBRO (US, Futterautomaten)",https://app.impact.com/advertiser-advertiser-info/Petlibro.brand,Impact,USA,5–8% (Standard 8%); Creator-Kampagne 15%,VERIFIED,30 Tage,VERIFIED,"UNKNOWN (Feeder ca. 140–400 USD, Stichprobe 26.09.2026)",Ja – Creator-Kampagne mit 15%,Ja (Creator-Kampagne),UNKNOWN,UNKNOWN,US,—,https://app.impact.com/advertiser-advertiser-info/Petlibro.brand,2026-09-26
Haustiere,"Petcube (US, Kameras + Vet-Abo)",https://ui.awin.com/merchant-profile/33889,Awin,USA,10% Standard; 20 USD pro zahlendem Abonnenten für Influencer/Content-Creator,VERIFIED,60 Tage,VERIFIED,UNKNOWN,Ja – Sonderrate für Influencer/Content Creator,Ja (Influencer-Rate),UNKNOWN,UNKNOWN,US,Rate je Promo-Kanal verhandelbar,https://ui.awin.com/merchant-profile/33889,2026-09-26
Haustiere,"Wild One (US, Hundezubehör)",https://ui.awin.com/merchant-profile/83977,Awin + Social-Snowball-Ambassadorprogramm,USA,Ambassador: 10% pro Sale über Link/Code (Follower erhalten 15%); Awin-Rate nicht öffentlich,VERIFIED,30 Tage (Awin),VERIFIED,UNKNOWN,"Ja – Influencer-Ambassador-Programm, keine Posting-Pflicht",Ja,UNKNOWN,UNKNOWN,US,"Wöchentliche Auszahlungsprüfung via Tremendous; Selbstkäufe nicht provisioniert; Provision-Label gilt für Ambassador-Programm, Awin-Rate UNKNOWN",https://ui.awin.com/merchant-profile/83977 ; https://wildone.com/pages/become-an-influencer-ambassador,2026-09-26
Haustiere,"Tuft + Paw (US, Katzenmöbel)",https://www.tuftandpaw.com/pages/affiliates,ShareASale (seit 2025 in Awin überführt),USA,12% auf alle Sales,VERIFIED,60 Tage,VERIFIED,"UNKNOWN (Kratzbäume ca. 200–300 USD, Median Sortiment 50,50 USD, Stichprobe 26.09.2026)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US (+ CA-Shop),—,https://www.tuftandpaw.com/pages/affiliates,2026-09-26
Haustiere,zooplus (DE),https://ui.awin.com/merchant-profile/11330,Awin,DE,3% für die ersten 3 Bestellungen eines Kunden; 1% ab der 4. Bestellung,VERIFIED,30 Tage,VERIFIED,65 EUR (vom Händler genannt); Konversionsrate >15%,UNKNOWN,UNKNOWN,Ja – CSV-Produktdaten mit Deeplinks,Ja (Feed auf Anfrage),DE (+ 21 Märkte),"zooplus.de-Seite nennt ""bis zu 3%""; Prüfung alle 21 Tage; Stornorate ca. 2%",https://ui.awin.com/merchant-profile/11330 ; https://www.zooplus.de/info/about/partnerprogramm,2026-09-26
Haustiere,zooplus (UK),https://ui.awin.com/merchant-profile/2940,Awin,UK,7% für die ersten 3 Bestellungen; 1% ab der 4.,VERIFIED,30 Tage,VERIFIED,46 GBP (vom Händler genannt); Konversionsrate >22%,"Ja – Influencer, Content Creator, Pet Community ausdrücklich zugelassen",Ja (Influencer zugelassen),Ja (Deeplinks im Feed),Ja (Feed auf Anfrage),UK,Freigabe alle 21 Tage,https://ui.awin.com/merchant-profile/2940,2026-09-26
Haustiere,Fressnapf (DE),https://ui.awin.com/merchant-profile/14757,Awin,DE,Neukunde 8% (mit Gutschein 4%); Bestandskunde 4% (mit Gutschein 2%),VERIFIED,60 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DE (+ AT-Programm),Kein Brand-Keyword-Bidding; Mindestbestellwert 19 EUR,https://ui.awin.com/merchant-profile/14757,2026-09-26
Haustiere,ZooRoyal (DE/AT),https://www.zooroyal.de/partner-programm/,Awin (AT-Profil 14268; Agentur Hearts & Science),DE/AT,"DE-Seite: 3–12%; AT-Profil: Content 11% Neukunden / 5% Bestandskunden; Loyalty 8%/3%; Shopping-Portale 2,5%",VERIFIED,60 Tage,VERIFIED,>50 EUR (AT-Profil),UNKNOWN,UNKNOWN,Ja – tagesaktuelle Produktdaten mit Deeplinks,Ja (CSV-Feed),"DE, AT",Brand-Bidding und Browser-Extensions ausgeschlossen; Stornoquote <2%,https://www.zooroyal.de/partner-programm/ ; https://ui.awin.com/merchant-profile/14268,2026-09-26
Haustiere,"Medpets (DE, Tierapotheke)",https://ui.awin.com/merchant-profile/14419,Awin,DE/AT,bis 8%,VERIFIED,30 Tage,VERIFIED,45 EUR (vom Händler genannt),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"DE, AT",—,https://ui.awin.com/merchant-profile/14419,2026-09-26
Haustiere,"tails.com (UK, Hundefutter-Abo)",https://ui.awin.com/merchant-profile/6074,Awin (Agentur Gen3),UK,3 GBP pro Neukunden-Sign-up (nach bezahlter Vollpreis-Bestellung),VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Nur UK-Sign-ups,Nur autorisierte Codes; kein Brand-PPC; sehr niedriger CPA,https://ui.awin.com/merchant-profile/6074,2026-09-26
Haustiere,"Butternut Box (UK, Frischfutter-Abo)",https://join.butternutbox.com/affiliateinfluencers/,Eigenes Ambassador-/Affiliate-Programm (Code-basiert),UK,40 GBP pro Neukunde (Referral via Rabattcode),VERIFIED,UNKNOWN (Code-basiert),UNKNOWN,UNKNOWN,"Ja – Micro-Influencer/Dogfluencer auf Instagram, TikTok, YouTube ausdrücklich",Ja (ausdrücklich),Nein (Code-basiert),UNKNOWN,UK,Kunde erhält 50% auf die ersten zwei Boxen; Auszahlung monatlich; Posting-Empfehlung alle 5–7 Tage,https://join.butternutbox.com/affiliateinfluencers/,2026-09-26
Haustiere,Butternut Box (DE),https://www.adcell.de/partnerprogramme/butternut-box,"Adcell (ID 18853, Agentur MRBHPS)",DE,10 EUR Standard pro Box-Bestellung; max. 15 EUR,VERIFIED,"7 Tage (+ Fingerprint, 1st-Party)",VERIFIED,"50,00 EUR (Ø Warenkorb bei Adcell)","UNKNOWN (Cashback, Gutscheine, incentivierter Traffic erlaubt)",UNKNOWN,Ja (1 DeepLink-Werbemittel),UNKNOWN,DE,SEM/PLA nicht erlaubt; Ø Freigabe 21 Tage (max. 42),https://www.adcell.de/partnerprogramme/butternut-box,2026-09-26
Haustiere,"wildfang.pet (DE, Hundezubehör/Futter)",https://www.adcell.de/partnerprogramme/wildfang.pet,Adcell (ID 9060),DE,10–13% (FAQ: 8–15%),VERIFIED,60 Tage (+ Postview),VERIFIED,"44,71 EUR (Ø Warenkorb bei Adcell)",UNKNOWN,UNKNOWN,Ja (Direct Linking erlaubt),UNKNOWN,DE,Stornoquote 13%; SEM nicht erlaubt,https://www.adcell.de/partnerprogramme/wildfang.pet,2026-09-26
Haustiere,"LuckyPets (DE, Ergänzungsfutter)",https://www.adcell.de/partnerprogramme/luckypets,Adcell (ID 18924),DE,Neukunde 20%; Bestandskunde 7%,VERIFIED,30 Tage (+ Postview),VERIFIED,"37,75 EUR (Ø Warenkorb bei Adcell)",UNKNOWN,UNKNOWN,Ja (Direct Linking erlaubt),UNKNOWN,DE,Google-SEM ausgeschlossen; Freigabe bis 84 Tage,https://www.adcell.de/partnerprogramme/luckypets,2026-09-26
Baby,"Babylist (US, Registry + Store)",https://app.impact.com/advertiser-advertiser-info/Babylist.brand,Impact,USA,Online Sale 1–20% (Standardkampagne 1%); Registry-Sign-up 5 USD (Lead),VERIFIED,14 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,Lead-Vergütung für Registry-Anmeldungen – passt zu Awareness-Content,https://app.impact.com/advertiser-campaign-info/Babylist.brand,2026-09-26
Baby,"Target (US, inkl. Baby Registry)",https://app.impact.com/advertiser-advertiser-info/Target.brand,Impact,USA,Sale 1–5% (Standardkampagne 3%); Baby-Registry-Event 0 USD,VERIFIED,7 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,Kategorieabhängige Raten; nur kurz geprüft,https://app.impact.com/advertiser-advertiser-info/Target.brand,2026-09-26
Baby,CYBEX (US),https://app.impact.com/advertiser-advertiser-info/Cybex.brand,Impact (Columbus Trading-Partners USA),USA,6% Online Sale,VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,Kinderwagen/Autositze,https://app.impact.com/advertiser-campaign-info/Cybex.brand,2026-09-26
Baby,CYBEX (DE),https://ui.awin.com/merchant-profile/103281,Awin,DE,bis 6% auf Nettoumsatz,VERIFIED,30 Tage,VERIFIED,350 EUR (vom Brand genannt),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DE,"Keine Rabattcode- und Cashback-Seiten (Bestellungen werden abgelehnt); kein Brand-Bidding, kein Direct Linking via PPC",https://ui.awin.com/merchant-profile/103281,2026-09-26
Baby,CYBEX (UK),https://ui.awin.com/merchant-profile/103291,Awin,UK,bis 5% auf Nettoumsatz,VERIFIED,30 Tage,VERIFIED,350 GBP (vom Brand genannt),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UK,Kein Brand-Bidding; niedrige Retourenquote lt. Brand,https://ui.awin.com/merchant-profile/103291,2026-09-26
Baby,Lovevery (UK),https://app.impact.com/advertiser-advertiser-info/Lovevery.brand,Impact,UK,10% Online Sale,VERIFIED,30 Tage,VERIFIED,UNKNOWN,Ja – US-Creator-Programm über GRIN (lovevery.grin.live),Ja (Creator-Programm),UNKNOWN,UNKNOWN,UK (US-Programm separat),Spielzeug-Abo (Play Kits) – keine Recurring-Provision belegt,https://app.impact.com/advertiser-campaign-info/Lovevery.brand ; https://lovevery.com/pages/affiliate-partnerships,2026-09-26
Baby,Happiest Baby / SNOO,https://app.impact.com/advertiser-advertiser-info/Happiest-Baby.brand,Impact,"USA, UK, EU, AU",4% Online Sale (je Region); SNOO-Miete: 25 USD pro verschickter Mietbestellung,VERIFIED,7 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US/UK/EU/AU,Kurzes Cookie; Miet-Modell als Lead,https://app.impact.com/advertiser-advertiser-info/Happiest-Baby.brand,2026-09-26
Baby,"Hatch (US, Schlaf/Rest)",https://app.impact.com/advertiser-advertiser-info/Hatch.brand,Impact,USA,4% Online Sale,VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,—,https://app.impact.com/advertiser-campaign-info/Hatch.brand,2026-09-26
Baby,Elvie (Milchpumpen/Postpartum),https://app.impact.com/advertiser-advertiser-info/Elvie.brand,Impact,USA/UK,4% Standard; 8% Creator-Kampagne,VERIFIED,30 Tage,VERIFIED,UNKNOWN,Ja – Creator-Kampagne,Ja (Creator-Kampagne),UNKNOWN,UNKNOWN,US/UK,Kampagnen 05–06/2026 neu,https://app.impact.com/advertiser-advertiser-info/Elvie.brand,2026-09-26
Baby,Momcozy (US),https://app.impact.com/advertiser-advertiser-info/Momcozy.brand,Impact,USA (CA/AU je 3%),"10% Online Sale (US, inkl. Babycozy); CA/AU 3%",VERIFIED,30 Tage,VERIFIED,"UNKNOWN (Milchpumpen 225–370 USD, Stichprobe 26.09.2026)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"US, CA, AU",—,https://app.impact.com/advertiser-advertiser-info/Momcozy.brand,2026-09-26
Baby,"Nanit (US, Babyphone)",https://www.nanit.com/pages/press-and-partnerships,CJ,USA,"UNKNOWN (""competitive commission rates"")",UNKNOWN,UNKNOWN,UNKNOWN,"UNKNOWN (Monitore 249–869 USD, Stichprobe 26.09.2026)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,Exklusive Incentives/Coupon-Codes für Affiliates lt. Brand,https://www.nanit.com/pages/press-and-partnerships,2026-09-26
Baby,"Owlet (US, Smart Sock)",https://ui.awin.com/merchant-profile/94823,Awin,USA,UNKNOWN (nicht öffentlich),UNKNOWN,45 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US (Owlet Australia separates Awin-Programm 33299),—,https://ui.awin.com/merchant-profile/94823,2026-09-26
Baby,Mamas & Papas (UK),https://ui.awin.com/merchant-profile/6526,Awin,UK (+ Irland-Programm 120423),bis 5% auf bestätigte Sales; höhere Raten für Key-Partner,VERIFIED,30 Tage,VERIFIED,"UNKNOWN (""high AOV"" ohne Zahl)","Ja – ""Social"" als Partnertyp auf Brand-Seite genannt; Links ""to your site or social channels""",Ja (Social Channels genannt),UNKNOWN,Ja – mehrere Feed-Lösungen,"UK, IE",Keine exklusiven Gutscheincodes; Cashback + Code = abgelehnt; kein Brand-Bidding,https://ui.awin.com/merchant-profile/6526 ; https://www.mamasandpapas.com/pages/affiliate-programme,2026-09-26
Baby,"Silver Cross (UK, Kinderwagen)",https://ui.awin.com/merchant-profile/117735,Awin,UK,3% Standard,VERIFIED,30 Tage,VERIFIED,360+ GBP (vom Brand genannt),UNKNOWN,UNKNOWN,UNKNOWN,Ja – aktueller Produktfeed,UK,"Validierung bis 120 Tage (Retouren, Vorbestellungen); Sale abgelehnt, wenn Last Click nicht Awin; kein PPC",https://ui.awin.com/merchant-profile/117735,2026-09-26
Baby,babymarkt (DE),https://ui.awin.com/merchant-profile/14824,Awin,DE,5% ohne Gutschein; 3% mit Gutschein,VERIFIED,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Ja – ca. 20.000 Produkte,DE,Cookie-Priorität auf Session-Öffnung,https://ui.awin.com/merchant-profile/14824,2026-09-26
Baby,baby-walz (DE),https://ui.awin.com/merchant-profile/12387,Awin,DE,6% ohne Gutschein; 4% mit Gutschein bzw. für Schnäppchen-/Cashback-/Bonusseiten,VERIFIED,10 Tage,VERIFIED,"UNKNOWN (""stabile Warenkorbwerte"")",UNKNOWN,UNKNOWN,UNKNOWN,Ja – CSV-Feed ca. 50.000 Produkte,DE,Keine Gutscheinseiten; Bestätigungsrate ca. 90%; kurzes 10-Tage-Cookie,https://ui.awin.com/merchant-profile/12387,2026-09-26
Baby,babyandfamily (DE),https://www.adcell.de/partnerprogramme/babyandfamily,Adcell (ID 11326),DE (+25 Vertriebsgebiete),3–7% Sale,VERIFIED,30 Tage (+ Postview),VERIFIED,"180,47 EUR (Ø Warenkorb bei Adcell)",UNKNOWN,UNKNOWN,Ja (Direct Linking erlaubt),UNKNOWN,DE + EU,Kein Brand-Bidding; Ø Freigabe 56 Tage,https://www.adcell.de/partnerprogramme/babyandfamily,2026-09-26
Baby,"Babybrands (DE, Kinderwagen/Kindersitze)",https://www.adcell.de/partnerprogramme/babybrands,Adcell (ID 12145),DE (+8 Gebiete),2–7% Sale,VERIFIED,30 Tage (+ Postview),VERIFIED,"223,57 EUR (Ø Warenkorb bei Adcell)",UNKNOWN,UNKNOWN,Ja (Direct Linking erlaubt),UNKNOWN,DE + EU,Freigabe 98 Tage (sehr lang); Cashback/Gutschein nur Closed Group,https://www.adcell.de/partnerprogramme/babybrands,2026-09-26
Baby,"Pinolino (DE, Kindermöbel)",https://ui.awin.com/merchant-profile/129719,Awin,DE,5% Basis (individuell verhandelbar),VERIFIED,30 Tage,VERIFIED,ca. 180 EUR (vom Händler genannt); Sets bis >2.000 EUR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DE,30 Tage Widerrufsfrist,https://ui.awin.com/merchant-profile/129719,2026-09-26
Baby,"Joolz (DE, Kinderwagen)",https://ui.awin.com/merchant-profile/43419,Awin,DE,UNKNOWN (nicht öffentlich),UNKNOWN,30 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DE,—,https://ui.awin.com/merchant-profile/43419,2026-09-26
Baby,tonies (US),https://us.tonies.com/pages/affiliate-program,UNKNOWN (eigene Join/Login-Seite),USA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"UNKNOWN (Toniebox 2 Starter Set 149,99 USD, Stichprobe 26.09.2026)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,Nur Existenz des Programms belegt,https://us.tonies.com/pages/affiliate-program,2026-09-26
