shortcode,url,handle,posted_at_utc,is_new,seen_last_week,age_days,views,metric,topic_index,topic_pct,in_top_quartile,followers,followers_source,vpf,tier,likes,comments,likes_per_view,n_topics,topics,topic_group,kw_room,kw_style,kw_setting,kw_combo,hook,hook_source,hook_h,ai_disclosed_kw,caption_first_line,code_room,code_style,code_hook,code_production,code_realism
DIJuOLftp2z,https://www.instagram.com/reel/DIJuOLftp2z/,ioscapes,2025-04-07T16:22:54.616000+00:00,False,,535.3,381000,views,0.9214,0.5,False,117000,embed_reel,3.2564,3_VERY_GOOD,21385,161,0.0561,1,midjourney-architecture,ai,whole_home,modern_luxury,lake_river,modern_luxury × whole_home,descriptive,code,descriptive,False,"The Finned Rift ""𝑬𝒍𝒆𝒈𝒂𝒏𝒄𝒆 𝑩𝒆𝒚𝒐𝒏𝒅 𝑮𝒆𝒐𝒎𝒆𝒕𝒓𝒚"" 𝐍𝐞𝐨𝐜𝐨𝐬𝐦𝐢𝐜 𝐀𝐫𝐜𝐡𝐢𝐭𝐞𝐜𝐭𝐮𝐫𝐞 𝐕𝐢𝐬𝐢𝐨𝐧 𝟐𝟎𝟓𝟎 𝐒𝐞𝐫𝐢𝐞𝐬 #architecture #design #interiordesi",whole_home,futuristic,descriptive,ai_generated,aspirational_realistic
DP9BFUIDTDC,https://www.instagram.com/reel/DP9BFUIDTDC/,mylogcabins,2025-10-18T14:08:45.033000+00:00,False,,341.4,425000,views,0.9179,0.5,False,234000,embed_reel,1.8162,2_GOOD,15698,173,0.0369,1,luxury-cabin,unusual_home,whole_home,cozy_rustic,none,cozy_rustic × whole_home,aspirational,code,aspirational,False,Just perfect...,bedroom,cozy_rustic,aspirational,ai_generated,stylized_dreamy
DafTKLbKlFz,https://www.instagram.com/reel/DafTKLbKlFz/,ws_properties.pk,2026-07-07T10:54:49.231000+00:00,False,,79.5,1600000,views,0.9143,0.5,False,,,,,,,,1,luxury-house,luxury_home,whole_home,modern_luxury,none,modern_luxury × whole_home,promotional,heuristic,promotional,False,🏡 2 Kanal Luxury Spanish House for Sale 📍DHA Lahore For Visit: 03008433051 ✅ 03034908677,,,,,
DVVipnmDecW,https://www.instagram.com/reel/DVVipnmDecW/,pelteki_interiordesign,2026-03-01T09:20:48.549000+00:00,False,,207.6,835000,views,0.9131,0.5,False,12000,embed_reel,69.5833,5_EXTREME_OUTLIER,10010,62,0.012,1,living-room-design,room_generic,living_room,other,none,other × living_room,aspirational,code,descriptive,False,Piece by piece.,living_room,minimalist,aspirational,3d_render,aspirational_realistic
DJjx0IUOT8d,https://www.instagram.com/reel/DJjx0IUOT8d/,estudiolfarq,2025-05-12T15:45:57.249000+00:00,False,,500.3,352000,views,0.9096,0.5,False,651000,embed_reel,0.5407,2_GOOD,20807,183,0.0591,1,ultra-modern-luxury-house-design,luxury_home,whole_home,modern_luxury,none,modern_luxury × whole_home,descriptive,code,descriptive,False,"Luxury House Design by @estudiolfarq São Paulo, Brasil 🇧🇷 .",pool,modern_luxury,descriptive,3d_render,aspirational_realistic
DUxO1KOjaWF,https://www.instagram.com/reel/DUxO1KOjaWF/,alinarsenova,2026-02-15T06:54:57.782000+00:00,False,,221.7,870000,views,0.8832,0.5,False,19000,embed_reel,45.7895,5_EXTREME_OUTLIER,,92,,1,ai-home-design,ai,whole_home,other,none,other × whole_home,promotional,code,descriptive,False,"Чтобы начать внедрять AI в свою работу, приходи на мой AI-интенсив.",other,minimalist,promotional,ai_generated,aspirational_realistic
DZaTrr5N7gt,https://www.instagram.com/reel/DZaTrr5N7gt/,villa_designn,2026-06-10T15:51:47.915000+00:00,False,,106.3,2600000,views,0.8814,0.5,False,61000,embed_reel,42.623,5_EXTREME_OUTLIER,23329,68,0.009,1,modern-architecture,architecture,whole_home,modern_luxury,none,modern_luxury × whole_home,aspirational,code,aspirational,False,"Built For Extraordinary Living ✨ More than a villa, it's a statement of vision, luxury, and",whole_home,modern_luxury,aspirational,ai_generated,aspirational_realistic
DdMaTkxxdvQ,https://www.instagram.com/reel/DdMaTkxxdvQ/,manfredvonkoreander,2026-09-12T16:25:52.956000+00:00,False,,12.3,276000,views,0.8804,0.4167,False,95000,embed_reel,2.9053,3_VERY_GOOD,8473,94,0.0307,1,japandi,style,whole_home,japandi,none,japandi × whole_home,descriptive,code,descriptive,False,"Brought the gems safely back home.💎🦺 Unpacking done, now off to the more exciting part: finding the right spot in the ap",other,other,descriptive,real_footage,real_existing
DbB5sVYI3j7,https://www.instagram.com/reel/DbB5sVYI3j7/,mikayla.deg,2026-07-20T21:25:42.665000+00:00,False,,66.1,249000,views,0.8737,0.4167,False,123000,embed_reel,2.0244,3_VERY_GOOD,27183,30,0.1092,1,architecture-design,architecture,whole_home,other,none,other × whole_home,descriptive,code,descriptive,False,exploring architecture >> follow @mikayla.deg for more architecture and design content!,other,brutalist,descriptive,real_footage,real_existing
DcYgm97o4w5,https://www.instagram.com/reel/DcYgm97o4w5/,cozycabinlife1,2026-08-23T12:40:27.088000+00:00,False,,32.5,292000,views,0.8678,0.4167,False,13000,embed_reel,22.4615,5_EXTREME_OUTLIER,21197,549,0.0726,1,ai-cozy-cabin,ai,whole_home,cozy_rustic,none,cozy_rustic × whole_home,question,code,question,False,Would you spend a week offline in this stone cabin?,whole_home,cozy_rustic,question,ai_generated,stylized_dreamy
DSu0uzegdeM,https://www.instagram.com/reel/DSu0uzegdeM/,luxurydreamhub,2025-12-26T15:25:38.070000+00:00,False,,272.4,241000,views,0.8592,0.5,False,1000000,embed_reel,0.241,1_NORMAL,12865,53,0.0534,3,futuristic-home;futuristic-house;futuristic-houses,future_arch,whole_home,futuristic,none,futuristic × whole_home,aspirational,code,descriptive,False,Defining modern luxury: where sleek architecture meets timeless elegance.,whole_home,modern_luxury,aspirational,ai_generated,aspirational_realistic
DQPMnBnkcpj,https://www.instagram.com/reel/DQPMnBnkcpj/,estudiolfarq,2025-10-25T15:35:48.136000+00:00,False,,334.4,332000,views,0.8579,0.4167,False,651000,embed_reel,0.51,2_GOOD,19995,,0.0602,1,ultra-modern-luxury-house-design,luxury_home,whole_home,modern_luxury,none,modern_luxury × whole_home,descriptive,code,descriptive,False,"JS House Estudio LF Arquitetura 1500,00 m2 construídos Terreno: 2500,00 m2 .",whole_home,modern_luxury,descriptive,3d_render,aspirational_realistic
DXHPMdqIMJp,https://www.instagram.com/reel/DXHPMdqIMJp/,sarayi.interiors,2026-04-14T13:04:13.485000+00:00,False,,163.5,969000,views,0.8541,0.5,False,8000,embed_reel,121.125,5_EXTREME_OUTLIER,10091,74,0.0104,1,luxury-bathroom-design,luxury_room,bathroom,modern_luxury,none,modern_luxury × bathroom,choice,code,choice,False,"Same layout, different vibes Which bathroom style are you choosing?",bathroom,modern_luxury,choice,ai_generated,aspirational_realistic
C4qi0BZoi58,https://www.instagram.com/reel/C4qi0BZoi58/,sistersinterioruae,2024-03-18T17:55:51.052000+00:00,False,,920.3,105000,views,0.8502,0.5,False,33000,embed_reel,3.1818,3_VERY_GOOD,312,23,0.003,1,biophilic-bedroom-design,style,bedroom,biophilic,city_skyline,biophilic × bedroom,descriptive,code,location,False,Interior Design & visualization of a biophilic bedroom in Dubai.,bedroom,biophilic,descriptive,3d_render,aspirational_realistic
DbbQ6LHJzv8,https://www.instagram.com/reel/DbbQ6LHJzv8/,theglasshousetxfarmhouseblooms,2026-07-30T17:49:35.463000+00:00,False,,56.3,78900,views,0.8398,0.5,False,8000,embed_reel,9.8625,4_VIRAL,1764,73,0.0224,1,glass-house,unusual_home,whole_home,other,none,other × whole_home,instructional,code,aspirational,False,Solid advice 💪🏼 #photographyvenue #glasshouse #greenhousebuild #couplegoals❤ #marri,other,cozy_rustic,instructional,real_footage,real_existing
DZbFAzLkp6Q,https://www.instagram.com/reel/DZbFAzLkp6Q/,abcdjoinery,2026-06-10T23:02:50.992000+00:00,False,,106.0,594000,views,0.8331,0.5,False,33000,embed_reel,18.0,4_VIRAL,9481,91,0.016,1,luxury-kitchen,luxury_room,kitchen,modern_luxury,none,modern_luxury × kitchen,descriptive,code,instructional,False,Step into elegance.,kitchen,biophilic,descriptive,unclear,aspirational_realistic
DXOqv_ZDc4V,https://www.instagram.com/reel/DXOqv_ZDc4V/,cozynomadstudio,2026-04-17T10:19:41.323000+00:00,False,,160.6,278000,views,0.8262,0.3333,False,57000,embed_reel,4.8772,3_VERY_GOOD,6661,44,0.024,1,ai-cozy-cabin,ai,whole_home,cozy_rustic,none,cozy_rustic × whole_home,aspirational,code,descriptive,False,Found my literal safe haven.,bedroom,cozy_rustic,aspirational,ai_generated,stylized_dreamy
DMdIsrlNHpw,https://www.instagram.com/reel/DMdIsrlNHpw/,dwell.scape,2025-07-23T15:25:24.771000+00:00,False,,428.4,43900,views,0.8198,0.5,False,3608,embed_reel,12.1674,4_VIRAL,2151,1526,0.049,1,future-houses-2050,future_arch,whole_home,futuristic,none,futuristic × whole_home,aspirational,code,choice,False,Somewhere between daydreaming and window shopping… Which one would you choose if you could move,whole_home,other,aspirational,ai_generated,stylized_dreamy
DbghU90JavF,https://www.instagram.com/reel/DbghU90JavF/,charleeknoxatelier,2026-08-01T18:49:15.713000+00:00,False,,54.2,250000,views,0.8183,0.5,False,37000,embed_reel,6.7568,4_VIRAL,8798,292,0.0352,1,art-deco-interior-design,style,other,art_deco,none,art_deco × other,promotional,code,question,False,Love a piece you see?,living_room,other,promotional,ai_generated,aspirational_realistic
Db7R6lrJBF6,https://www.instagram.com/reel/Db7R6lrJBF6/,byreginamalina,2026-08-12T04:14:04.975000+00:00,False,,43.8,256000,views,0.8166,0.3333,False,55000,embed_reel,4.6545,3_VERY_GOOD,10247,52,0.04,1,japandi,style,other,japandi,none,japandi × other,descriptive,code,descriptive,False,Japandi aesthetic part 2,other,japandi,descriptive,real_footage,real_existing
DSDBoJujwCf,https://www.instagram.com/reel/DSDBoJujwCf/,the.archart,2025-12-09T15:11:44.310000+00:00,False,,289.4,300000,views,0.7989,0.4167,False,245000,embed_reel,1.2245,2_GOOD,5920,1195,0.0197,1,ai-architecture,ai,whole_home,other,none,other × whole_home,question,code,question,False,Do you want to learn this?,whole_home,other,question,ai_generated,stylized_dreamy
DbmuVa_srsx,https://www.instagram.com/reel/DbmuVa_srsx/,scandi_uk,2026-08-04T04:38:21.784000+00:00,False,,51.8,342000,views,0.7972,0.5,False,205000,embed_reel,1.6683,2_GOOD,29881,68,0.0874,1,cozy-bedroom-ideas,cozy_ambience,bedroom,cozy_rustic,none,cozy_rustic × bedroom,descriptive,code,descriptive,False,"Nasza sypialnia 🤍 Miejsce, gdzie zaczynamy i kończymy każdy dzień.",bedroom,biophilic,descriptive,real_footage,real_existing
DCeaenyyZTy,https://www.instagram.com/reel/DCeaenyyZTy/,nature_cozy_vibe,2024-11-17T14:06:04.734000+00:00,False,,676.4,14600,views,0.7956,0.5,False,119000,embed_reel,0.1227,1_NORMAL,482,16,0.033,2,cliff-house;glass-house,unusual_home,whole_home,other,rain,other × whole_home,descriptive,code,fantasy,False,Cliffside Glass Room in the Rain 🌧️ #cliffsideliving #glasshouse #dreamvacation Imagine waking,bedroom,modern_luxury,descriptive,ai_generated,fantasy_impossible
DYCbaHUzwGG,https://www.instagram.com/reel/DYCbaHUzwGG/,designedbeneath,2026-05-07T12:46:08.258000+00:00,False,,140.5,488000,views,0.7871,0.4167,False,818000,embed_reel,0.5966,2_GOOD,15169,84,0.0311,1,bathroom-design,room_generic,bathroom,modern_luxury,none,modern_luxury × bathroom,question,code,question,False,Do you still think a small bathroom can't look luxurious?,bathroom,biophilic,question,ai_generated,aspirational_realistic
DQJT8mNAus_,https://www.instagram.com/reel/DQJT8mNAus_/,jenga_leo,2025-10-23T08:44:28.275000+00:00,False,,336.6,359000,views,0.7856,0.4167,False,299000,embed_reel,1.2007,2_GOOD,6143,84,0.0171,1,modern-villa,luxury_home,bedroom,modern_luxury,none,modern_luxury × bedroom,descriptive,code,aspirational,False,🏡 4 Bedrooms Modern Villa An Elegant Double-Volume Design ✨ Key Features: Ground Floor: 🏠 Double-Height Living Lounge 🍽️,whole_home,minimalist,descriptive,3d_render,aspirational_realistic
DRE-JuNDsD8,https://www.instagram.com/reel/DRE-JuNDsD8/,mg.archy,2025-11-15T12:48:27.379000+00:00,False,,313.5,293000,views,0.7803,0.4167,False,25000,embed_reel,11.72,4_VIRAL,6885,385,0.0235,2,ai-architecture;midjourney-architecture,ai,whole_home,other,none,other × whole_home,descriptive,code,descriptive,True,✍🏻 Designed By: @Mg.Archy 🙏🏻 Thanks to: @studioedrisi & @Studio____ai 🪄 Ai conceptualized: #Midjourney 📃 Project Descrip,whole_home,modern_luxury,descriptive,ai_generated,aspirational_realistic
DPt8obqjxFY,https://www.instagram.com/reel/DPt8obqjxFY/,luxquisit,2025-10-12T17:41:14.798000+00:00,False,,347.3,688000,views,0.7743,0.4167,False,190000,embed_reel,3.6211,3_VERY_GOOD,25168,326,0.0366,1,overwater-villa,hotel_resort,whole_home,other,underwater,other × whole_home,fantasy,code,aspirational,False,Dreamy Underwater Villa,living_room,modern_luxury,fantasy,ai_generated,fantasy_impossible
DTIJrUUEZNi,https://www.instagram.com/reel/DTIJrUUEZNi/,asseldxb07,2026-01-05T11:29:40.353000+00:00,False,,262.5,404000,views,0.7666,0.4167,False,109000,embed_reel,3.7064,3_VERY_GOOD,10225,142,0.0253,1,modern-luxury-house-interiors,luxury_home,whole_home,tropical,none,tropical × whole_home,location,code,descriptive,False,Эксклюзивная вилла на Palm Jumeirah 🤍 Частный пляж.,other,modern_luxury,location,real_footage,real_existing
DUjgIpWki_Z,https://www.instagram.com/reel/DUjgIpWki_Z/,swimply,2026-02-09T22:56:48.262000+00:00,False,,227.0,206000,views,0.763,0.5,False,163000,embed_reel,1.2638,2_GOOD,4810,2238,0.0233,1,indoor-pool,pool,pool,other,none,other × pool,promotional,code,descriptive,False,Indoor pool drop!,pool,other,promotional,real_footage,real_existing
DRP7TseCBZt,https://www.instagram.com/reel/DRP7TseCBZt/,romania,2025-11-19T18:55:14.965000+00:00,False,,309.2,152000,views,0.7543,0.5,False,2000000,embed_reel,0.076,1_NORMAL,7453,,0.049,1,cozy-cabin-in-the-snow,cozy_ambience,whole_home,cozy_rustic,mountain_snow,cozy_rustic × whole_home,question,code,question,False,What pulls you inward?,bedroom,cozy_rustic,question,real_footage,real_existing
DPhXga8DAYK,https://www.instagram.com/reel/DPhXga8DAYK/,nycshahrealty,2025-10-07T20:25:57.329000+00:00,False,,352.1,1100000,views,0.7333,0.5,False,,,,,,,,1,luxury-penthouse,luxury_home,bedroom,modern_luxury,none,modern_luxury × bedroom,money,heuristic,money,False,"$13,500,000 NYC Penthouse For Sale!",,,,,
DKgatEnxxvZ,https://www.instagram.com/reel/DKgatEnxxvZ/,rq.concepts,2025-06-05T04:57:41.160000+00:00,False,,476.8,174000,views,0.7311,0.4167,False,4000,embed_reel,43.5,5_EXTREME_OUTLIER,2616,32,0.015,1,tropical-house-architecture-styles,architecture,whole_home,tropical,none,tropical × whole_home,descriptive,code,descriptive,False,"a modern tropical architectural style, blending contemporary design with natural elements.",whole_home,tropical,descriptive,3d_render,aspirational_realistic
DLnHmVNympx,https://www.instagram.com/reel/DLnHmVNympx/,ant.archviz,2025-07-02T15:56:49.140000+00:00,False,,449.3,274000,views,0.7297,0.1667,False,214000,embed_reel,1.2804,2_GOOD,11115,220,0.0406,1,ai-architecture,ai,whole_home,other,none,other × whole_home,curiosity,code,descriptive,False,"If only clients knew the process 💀 Every pixel, every shadow, every tweak takes time.",whole_home,modern_luxury,curiosity,3d_render,aspirational_realistic
Dchax7NM2-g,https://www.instagram.com/reel/Dchax7NM2-g/,contessasilvana,2026-08-26T23:42:41.011000+00:00,False,,29.0,410000,views,0.727,0.5,False,18000,embed_reel,22.7778,5_EXTREME_OUTLIER,17911,440,0.0437,1,quiet-luxury,luxury_room,other,modern_luxury,none,modern_luxury × other,curiosity,code,descriptive,False,"Rule one, from my notebook.",living_room,classical,curiosity,unclear,aspirational_realistic
DXld166kQRO,https://www.instagram.com/reel/DXld166kQRO/,vrishtidesigns,2026-04-26T06:49:26.094000+00:00,False,,151.7,285000,views,0.7234,0.5,False,2000000,embed_reel,0.1425,1_NORMAL,8382,39,0.0294,1,luxury-living-room-design,luxury_room,living_room,modern_luxury,none,modern_luxury × living_room,descriptive,code,aspirational,False,"Golden accents, luxe textures, and a living space that makes a statement ✨🤍🛋️ #vrishtidesigns #custominteriors #livingro",living_room,modern_luxury,descriptive,3d_render,aspirational_realistic
DdGgqVGoIMB,https://www.instagram.com/reel/DdGgqVGoIMB/,jamesology_,2026-09-10T09:25:58.502000+00:00,False,,14.6,402000,views,0.7128,0.4167,False,238000,embed_reel,1.6891,2_GOOD,35053,62,0.0872,1,quiet-luxury,luxury_room,other,modern_luxury,none,modern_luxury × other,aspirational,code,aspirational,False,A life like this 🍸,pool,classical,aspirational,real_footage,real_existing
DMnrYd9sjZU,https://www.instagram.com/reel/DMnrYd9sjZU/,smyrna__home,2025-07-27T17:40:53.588000+00:00,False,,424.3,647000,views,0.7075,0.4167,False,616000,embed_reel,1.0503,2_GOOD,17833,122,0.0276,1,living-room-design,room_generic,living_room,other,none,other × living_room,descriptive,code,descriptive,False,Happy Sunday 🖤 Meine Couch ist übrigens aus der Comora Kollektion von @livindahome 🫶🏼Ich liebe sie!,living_room,minimalist,descriptive,real_footage,real_existing
DFhZ0seNFqf,https://www.instagram.com/reel/DFhZ0seNFqf/,oxelpi,2025-02-01T07:32:15.509000+00:00,False,,600.7,12900,views,0.703,0.4167,False,121000,embed_reel,0.1066,1_NORMAL,456,5,0.0353,1,cliff-house,unusual_home,whole_home,other,cliff,other × whole_home,location,code,money,False,Cliff haven - Hidden gem on the Costa Brava.,other,biophilic,location,ai_generated,stylized_dreamy
Dblh2QWRUn_,https://www.instagram.com/reel/Dblh2QWRUn_/,zalabadesign,2026-08-03T17:30:00.581000+00:00,False,,52.3,196000,views,0.677,0.5,False,60000,embed_reel,3.2667,3_VERY_GOOD,6639,,0.0339,1,futuristic-interior,future_arch,other,futuristic,none,futuristic × other,descriptive,code,descriptive,False,"This vibe is making a strong comeback, but it never really disappeared.",living_room,futuristic,descriptive,ai_generated,aspirational_realistic
DcgmeFsxg2T,https://www.instagram.com/reel/DcgmeFsxg2T/,andresnunezarquitectos,2026-08-26T16:05:35.538000+00:00,False,,29.3,188000,views,0.6596,0.3333,False,208000,embed_reel,0.9038,2_GOOD,9091,73,0.0484,1,architecture-design,architecture,whole_home,other,none,other × whole_home,descriptive,code,descriptive,False,Casa Francis Condominio Hacienda Chicureo,whole_home,minimalist,descriptive,real_footage,real_existing
DQOweTLkby6,https://www.instagram.com/reel/DQOweTLkby6/,rb_derek,2025-10-25T11:29:56.592000+00:00,False,,334.5,745000,views,0.6567,0.4167,False,103000,embed_reel,7.233,4_VIRAL,10036,121,0.0135,1,luxury-bathroom-design,luxury_room,bathroom,modern_luxury,none,modern_luxury × bathroom,descriptive,code,descriptive,False,"This guest bathroom redefines elegance - where every line, tile, and finish tells a story of refined craftsman",bathroom,modern_luxury,descriptive,real_footage,real_existing
DYY0vCUIjmH,https://www.instagram.com/reel/DYY0vCUIjmH/,karinaross,2026-05-16T05:30:44.353000+00:00,False,,131.8,368000,views,0.6525,0.3333,False,184000,embed_reel,2.0,3_VERY_GOOD,42258,,0.1148,1,quiet-luxury,luxury_room,other,modern_luxury,none,modern_luxury × other,none,code,none,False,,living_room,modern_luxury,none,real_footage,real_existing
DScGQpkinEk,https://www.instagram.com/reel/DScGQpkinEk/,akneuro_ai,2025-12-19T08:53:14.018000+00:00,False,,279.6,11900,views,0.6485,0.3333,False,30000,embed_reel,0.3967,1_NORMAL,190,,0.016,1,cliff-house,unusual_home,whole_home,other,mountain_snow,other × whole_home,curiosity,code,aspirational,False,From empty land to a living home in seconds ⏳ AI timelapse construction in the mountains,whole_home,brutalist,curiosity,ai_generated,stylized_dreamy
DUqko75iC1o,https://www.instagram.com/reel/DUqko75iC1o/,arch_sana80,2026-02-12T16:50:50.956000+00:00,False,,224.3,184000,views,0.6456,0.25,False,,,,,,,,1,architecture-design,architecture,whole_home,other,none,other × whole_home,descriptive,heuristic,descriptive,False,إخراج واجهة كلاسكية🤍 ريل قديم نحظر و بحبه ف رجعت نزلته🥹✨ #architecture #architect #reels #arch,,,,,
DdW_0-CAk7K,https://www.instagram.com/reel/DdW_0-CAk7K/,02xh.o,2026-09-16T19:06:09.501000+00:00,False,,8.2,202000,views,0.6443,0.25,False,110000,embed_reel,1.8364,2_GOOD,18255,176,0.0904,1,japandi,style,other,japandi,none,japandi × other,instructional,code,descriptive,False,Recomendando 3 marcas de Taobao para vestir Japandi:) #fashion #japandi,other,other,instructional,real_footage,real_existing
DQGCfPnDLhu,https://www.instagram.com/reel/DQGCfPnDLhu/,ariffathulhakim,2025-10-22T02:14:11.623000+00:00,False,,337.9,296000,views,0.6393,0.4167,False,1000000,embed_reel,0.296,1_NORMAL,13906,222,0.047,1,luxury-cabin,unusual_home,whole_home,cozy_rustic,forest,cozy_rustic × whole_home,location,code,location,False,"The most perfect little cabin in Washington — a cozy escape in the woods 🏡 📍Sky Haus Cabin, Skykomish WA @tyehaus #cabin",whole_home,cozy_rustic,location,real_footage,real_existing
DTS4A5tCH-o,https://www.instagram.com/reel/DTS4A5tCH-o/,travelask.world,2026-01-09T15:26:58.739000+00:00,False,,258.4,1000000,views,0.625,0.5,False,681000,embed_reel,1.4684,2_GOOD,28070,,0.0281,1,treehouse-hotel,hotel_resort,whole_home,cozy_rustic,forest,cozy_rustic × whole_home,aspirational,code,location,False,"✨The best unique treehouses and elevated cabins around the world 📍 Treehotel — Harads, Sweden Designer treehouses set in",whole_home,futuristic,aspirational,ai_generated,stylized_dreamy
DWb-eEKk6TQ,https://www.instagram.com/reel/DWb-eEKk6TQ/,sahasrarafurnitures,2026-03-28T17:50:44.206000+00:00,False,,180.3,583000,views,0.6222,0.4167,False,17000,embed_reel,34.2941,5_EXTREME_OUTLIER,5307,14,0.0091,1,bedroom-design,room_generic,bedroom,modern_luxury,none,modern_luxury × bedroom,aspirational,code,aspirational,False,✨ Same Bedroom… But Elevated Luxury ✨ Your bedroom isn't just a space - it's your personal sanctuary 🛏️ And the right ba,bedroom,modern_luxury,aspirational,ai_generated,aspirational_realistic
DQ_8444DvZ5,https://www.instagram.com/reel/DQ_8444DvZ5/,island.realtor,2025-11-13T14:01:13.033000+00:00,False,,315.4,320000,views,0.6072,0.3333,False,561000,embed_reel,0.5704,2_GOOD,9002,,0.0281,1,modern-luxury-house-interiors,luxury_home,whole_home,modern_luxury,none,modern_luxury × whole_home,aspirational,code,question,False,Who else needs a house like this by 2026 😍 𝐁𝐔𝐘 | 𝐑𝐄𝐍𝐓 | 𝐒𝐄𝐋𝐋 | 𝐈𝐍𝐕𝐄𝐒𝐓,living_room,modern_luxury,aspirational,real_footage,real_existing
DcriR6BB1Cp,https://www.instagram.com/reel/DcriR6BB1Cp/,claudia._x0o,2026-08-30T22:00:37.339000+00:00,False,,25.1,258000,views,0.6014,0.4167,False,85000,embed_reel,3.0353,3_VERY_GOOD,16065,58,0.0623,1,cozy-bedroom-ideas,cozy_ambience,bedroom,cozy_rustic,none,cozy_rustic × bedroom,descriptive,code,aspirational,False,"✨ Cozy Bedroom Room Tour ✨ A little room tour of this cozy, dreamy space 🤍 From the soft fluffy bedding and warm lightin",bedroom,other,descriptive,real_footage,real_existing
DXYzD00D02n,https://www.instagram.com/reel/DXYzD00D02n/,theacedesignco,2026-04-21T08:44:42.433000+00:00,False,,156.6,181000,views,0.5925,0.4167,False,169000,embed_reel,1.071,2_GOOD,,55,,1,art-deco-interior-design,style,other,art_deco,none,art_deco × other,descriptive,code,status,False,"Pinned under art deco ✨ bold geometry, rich tones, and timeless glamour that never fades 🖤 .",whole_home,art_deco,descriptive,real_footage,real_existing
DW7vFiAIJ48,https://www.instagram.com/reel/DW7vFiAIJ48/,ibuilddevelopers,2026-04-10T01:52:00.729000+00:00,False,,167.9,416000,views,0.5876,0.5,False,601000,embed_reel,0.6922,2_GOOD,20873,47,0.0502,1,dream-closet,luxury_room,closet,other,none,other × closet,aspirational,code,aspirational,False,#dream,closet,modern_luxury,aspirational,real_footage,real_existing
DSYypOAjEEk,https://www.instagram.com/reel/DSYypOAjEEk/,luxquisit,2025-12-18T02:04:06.234000+00:00,False,,280.9,394000,views,0.5846,0.5,False,190000,embed_reel,2.0737,3_VERY_GOOD,17722,55,0.045,1,luxury-pool,pool,pool,modern_luxury,none,modern_luxury × pool,aspirational,code,aspirational,False,This Pool Feels Like a Dream,pool,cozy_rustic,aspirational,ai_generated,stylized_dreamy
DUtx-CikhcB,https://www.instagram.com/reel/DUtx-CikhcB/,scottsdaledesignservices,2026-02-13T22:45:02.878000+00:00,False,,223.1,79800,views,0.5725,0.5,False,177000,embed_reel,0.4508,1_NORMAL,2708,283,0.0339,1,organic-modern,style,whole_home,biophilic,none,biophilic × whole_home,descriptive,code,descriptive,False,"Clean, earthy, modern, open, natural…that is what draws me in to the organic modern look🤎🌱 Organic Modern home",living_room,biophilic,descriptive,real_footage,real_existing
DOGYBLcDWM-,https://www.instagram.com/reel/DOGYBLcDWM-/,thecouturecloset1,2025-09-02T12:19:32.369000+00:00,False,,387.5,404000,views,0.5706,0.4167,False,33000,embed_reel,12.2424,4_VIRAL,10667,66,0.0264,1,dream-closet,luxury_room,closet,cozy_rustic,none,cozy_rustic × closet,promotional,code,descriptive,False,The Couture Closet is celebrating 12 years designing luxury closets!,closet,other,promotional,real_footage,real_existing
DThYGKkEokC,https://www.instagram.com/reel/DThYGKkEokC/,styltechinterior_official,2026-01-15T06:36:41.121000+00:00,False,,252.7,405000,views,0.568,0.4167,False,201000,embed_reel,2.0149,3_VERY_GOOD,5047,30,0.0125,1,luxury-kitchen,luxury_room,kitchen,modern_luxury,none,modern_luxury × kitchen,aspirational,code,descriptive,False,This Kitchen Looks Luxury on Another Level 😍🔥,kitchen,modern_luxury,aspirational,real_footage,real_existing
DTN4EjUEVAC,https://www.instagram.com/reel/DTN4EjUEVAC/,dfmarin,2026-01-07T16:51:16.481000+00:00,False,,260.3,320000,views,0.5674,0.25,False,296000,embed_reel,1.0811,2_GOOD,24212,570,0.0757,1,quiet-luxury,luxury_room,other,modern_luxury,none,modern_luxury × other,aspirational,code,descriptive,False,"Luxury is time, space and a good view.",other,mediterranean,aspirational,real_footage,real_existing
DW0pF5RDKcB,https://www.instagram.com/reel/DW0pF5RDKcB/,shivay_._interior,2026-04-07T07:44:56.955000+00:00,False,,170.7,517000,views,0.5653,0.25,False,15000,embed_reel,34.4667,5_EXTREME_OUTLIER,3598,19,0.007,1,living-room-design,room_generic,living_room,modern_luxury,none,modern_luxury × living_room,descriptive,code,descriptive,False,Transforming a simple wall into a statement masterpiece ✨ From plain to premium — this modern paneling design adds depth,living_room,biophilic,descriptive,ai_generated,aspirational_realistic
DQZn8KpgKe4,https://www.instagram.com/reel/DQZn8KpgKe4/,loyalconstructionga,2025-10-29T16:47:01.420000+00:00,False,,330.3,78800,views,0.5653,0.4167,False,14000,embed_reel,5.6286,4_VIRAL,1792,29,0.0227,1,organic-modern,style,whole_home,biophilic,none,biophilic × whole_home,aspirational,code,question,False,🌿 Where Nature Meets Modern Design: The 2026 Vision for Inspiring Interiors Are you ready to transform your home,other,biophilic,aspirational,unclear,aspirational_realistic
